Date,GRUH
2015-01-01,294.2
2015-01-02,296.95
2015-01-05,299.3
2015-01-06,286.6
2015-01-07,286.2
2015-01-08,295.75
2015-01-09,294.0
2015-01-12,293.8
2015-01-13,294.8
2015-01-14,300.65
2015-01-15,303.0
2015-01-16,306.55
2015-01-19,309.95
2015-01-20,310.95
2015-01-21,308.85
2015-01-22,306.95
2015-01-23,306.85
2015-01-27,291.2
2015-01-28,276.4
2015-01-29,268.2
2015-01-30,275.1
2015-02-02,267.1
2015-02-03,267.8
2015-02-04,265.2
2015-02-05,260.25
2015-02-06,254.85
2015-02-09,249.45
2015-02-10,251.0
2015-02-11,268.3
2015-02-12,273.5
2015-02-13,277.0
2015-02-16,280.75
2015-02-18,277.6
2015-02-19,267.9
2015-02-20,267.65
2015-02-23,268.9
2015-02-24,268.45
2015-02-25,262.0
2015-02-26,256.45
2015-02-27,260.6
2015-02-28,265.45
2015-03-02,257.35
2015-03-03,258.2
2015-03-04,254.15
2015-03-05,255.4
2015-03-09,254.9
2015-03-10,249.55
2015-03-11,244.3
2015-03-12,244.8
2015-03-13,243.5
2015-03-16,254.0
2015-03-17,256.95
2015-03-18,253.9
2015-03-19,253.0
2015-03-20,260.7
2015-03-23,252.15
2015-03-24,254.3
2015-03-25,247.6
2015-03-26,244.7
2015-03-27,244.05
2015-03-30,246.15
2015-03-31,244.0
2015-04-01,250.25
2015-04-06,253.75
2015-04-07,254.65
2015-04-08,255.0
2015-04-09,254.55
2015-04-10,255.45
2015-04-13,258.6
2015-04-15,260.95
2015-04-16,251.2
2015-04-17,241.4
2015-04-20,250.15
2015-04-21,245.8
2015-04-22,249.05
2015-04-23,242.85
2015-04-24,241.05
2015-04-27,231.85
2015-04-28,228.9
2015-04-29,247.35
2015-04-30,246.9
2015-05-04,241.7
2015-05-05,248.75
2015-05-06,240.35
2015-05-07,240.65
2015-05-08,240.6
2015-05-11,241.65
2015-05-12,236.95
2015-05-13,235.75
2015-05-14,234.1
2015-05-15,236.55
2015-05-18,239.75
2015-05-19,235.15
2015-05-20,235.2
2015-05-21,237.25
2015-05-22,237.05
2015-05-25,236.05
2015-05-26,235.55
2015-05-27,235.3
2015-05-28,233.1
2015-05-29,233.25
2015-06-01,234.3
2015-06-02,231.05
2015-06-03,227.5
2015-06-04,227.05
2015-06-05,232.75
2015-06-08,226.75
2015-06-09,222.45
2015-06-10,224.9
2015-06-11,220.0
2015-06-12,218.6
2015-06-15,218.75
2015-06-16,226.05
2015-06-17,233.5
2015-06-18,252.45
2015-06-19,244.1
2015-06-22,240.45
2015-06-23,246.35
2015-06-24,244.15
2015-06-25,249.2
2015-06-26,256.7
2015-06-29,263.45
2015-06-30,261.9
2015-07-01,261.0
2015-07-02,265.6
2015-07-03,261.35
2015-07-06,258.0
2015-07-07,259.45
2015-07-08,251.75
2015-07-09,253.75
2015-07-10,253.65
2015-07-13,249.3
2015-07-14,246.4
2015-07-15,243.4
2015-07-16,241.2
2015-07-17,240.0
2015-07-20,239.75
2015-07-21,234.8
2015-07-22,236.25
2015-07-23,233.75
2015-07-24,244.3
2015-07-27,240.0
2015-07-28,238.0
2015-07-29,240.1
2015-07-30,245.15
2015-07-31,244.1
2015-08-03,246.65
2015-08-04,242.8
2015-08-05,246.3
2015-08-06,255.3
2015-08-07,264.25
2015-08-10,255.25
2015-08-11,253.55
2015-08-12,249.0
2015-08-13,247.6
2015-08-14,249.25
2015-08-17,255.05
2015-08-18,253.7
2015-08-19,250.8
2015-08-20,245.6
2015-08-21,241.65
2015-08-24,226.1
2015-08-25,247.4
2015-08-26,239.2
2015-08-27,243.9
2015-08-28,247.75
2015-08-31,240.85
2015-09-01,232.5
2015-09-02,244.4
2015-09-03,250.5
2015-09-04,246.75
2015-09-07,236.75
2015-09-08,238.25
2015-09-09,239.8
2015-09-10,240.15
2015-09-11,237.15
2015-09-14,239.65
2015-09-15,239.0
2015-09-16,237.45
2015-09-18,257.2
2015-09-21,263.75
2015-09-22,254.8
2015-09-23,253.5
2015-09-24,261.8
2015-09-28,260.5
2015-09-29,267.3
2015-09-30,266.15
2015-10-01,260.65
2015-10-05,265.1
2015-10-06,270.7
2015-10-07,263.75
2015-10-08,262.45
2015-10-09,267.2
2015-10-12,263.85
2015-10-13,265.8
2015-10-14,262.8
2015-10-15,266.75
2015-10-16,270.35
2015-10-19,263.0
2015-10-20,254.0
2015-10-21,254.25
2015-10-23,257.6
2015-10-26,257.7
2015-10-27,256.65
2015-10-28,256.05
2015-10-29,254.25
2015-10-30,255.15
2015-11-02,260.55
2015-11-03,257.9
2015-11-04,257.75
2015-11-05,253.8
2015-11-06,251.45
2015-11-09,249.7
2015-11-10,247.85
2015-11-11,249.1
2015-11-13,245.5
2015-11-16,243.3
2015-11-17,242.35
2015-11-18,240.85
2015-11-19,261.7
2015-11-20,254.55
2015-11-23,250.65
2015-11-24,250.45
2015-11-26,249.6
2015-11-27,254.0
2015-11-30,255.55
2015-12-01,260.75
2015-12-02,262.55
2015-12-03,264.7
2015-12-04,263.45
2015-12-07,259.95
2015-12-08,259.05
2015-12-09,257.4
2015-12-10,258.55
2015-12-11,255.85
2015-12-14,260.35
2015-12-15,258.3
2015-12-16,258.35
2015-12-17,261.05
2015-12-18,260.95
2015-12-21,258.2
2015-12-22,264.2
2015-12-23,270.6
2015-12-24,274.55
2015-12-28,274.65
2015-12-29,276.7
2015-12-30,277.65
2015-12-31,273.65
