Date,IDFC
2015-01-01,157.8
2015-01-02,158.8
2015-01-05,160.9
2015-01-06,156.0
2015-01-07,154.45
2015-01-08,156.6
2015-01-09,154.0
2015-01-12,155.4
2015-01-13,156.6
2015-01-14,156.55
2015-01-15,167.9
2015-01-16,166.35
2015-01-19,170.55
2015-01-20,171.4
2015-01-21,170.1
2015-01-22,174.8
2015-01-23,174.3
2015-01-27,173.1
2015-01-28,172.9
2015-01-29,170.6
2015-01-30,172.05
2015-02-02,176.25
2015-02-03,173.25
2015-02-04,170.5
2015-02-05,166.7
2015-02-06,165.8
2015-02-09,163.4
2015-02-10,166.85
2015-02-11,168.75
2015-02-12,172.05
2015-02-13,173.3
2015-02-16,171.05
2015-02-18,172.1
2015-02-19,170.4
2015-02-20,169.75
2015-02-23,167.55
2015-02-24,167.85
2015-02-25,168.9
2015-02-26,164.35
2015-02-27,172.2
2015-02-28,173.25
2015-03-02,182.15
2015-03-03,183.8
2015-03-04,179.05
2015-03-05,178.65
2015-03-09,172.9
2015-03-10,171.45
2015-03-11,168.75
2015-03-12,169.4
2015-03-13,166.1
2015-03-16,167.85
2015-03-17,167.55
2015-03-18,169.55
2015-03-19,166.7
2015-03-20,167.15
2015-03-23,167.9
2015-03-24,168.35
2015-03-25,165.35
2015-03-26,161.8
2015-03-27,168.1
2015-03-30,168.7
2015-03-31,166.95
2015-04-01,172.7
2015-04-06,175.4
2015-04-07,171.5
2015-04-08,170.0
2015-04-09,172.25
2015-04-10,176.05
2015-04-13,175.25
2015-04-15,171.65
2015-04-16,169.4
2015-04-17,168.35
2015-04-20,166.9
2015-04-21,167.35
2015-04-22,167.1
2015-04-23,169.4
2015-04-24,167.0
2015-04-27,163.35
2015-04-28,167.5
2015-04-29,165.95
2015-04-30,167.9
2015-05-04,167.8
2015-05-05,166.9
2015-05-06,161.2
2015-05-07,154.8
2015-05-08,160.1
2015-05-11,160.8
2015-05-12,153.75
2015-05-13,157.95
2015-05-14,158.05
2015-05-15,156.7
2015-05-18,156.85
2015-05-19,155.85
2015-05-20,154.65
2015-05-21,153.95
2015-05-22,154.65
2015-05-25,153.85
2015-05-26,153.55
2015-05-27,153.75
2015-05-28,153.05
2015-05-29,154.55
2015-06-01,153.95
2015-06-02,149.85
2015-06-03,148.25
2015-06-04,149.25
2015-06-05,147.8
2015-06-08,145.95
2015-06-09,147.75
2015-06-10,147.0
2015-06-11,146.65
2015-06-12,145.4
2015-06-15,145.75
2015-06-16,148.45
2015-06-17,148.55
2015-06-18,149.0
2015-06-19,147.6
2015-06-22,153.8
2015-06-23,154.4
2015-06-24,151.75
2015-06-25,154.05
2015-06-26,152.7
2015-06-29,148.1
2015-06-30,147.7
2015-07-01,152.05
2015-07-02,150.3
2015-07-03,150.45
2015-07-06,151.4
2015-07-07,152.1
2015-07-08,151.0
2015-07-09,152.25
2015-07-10,154.9
2015-07-13,156.1
2015-07-14,155.05
2015-07-15,156.15
2015-07-16,157.05
2015-07-17,155.0
2015-07-20,156.55
2015-07-21,153.8
2015-07-22,156.9
2015-07-23,153.15
2015-07-24,157.2
2015-07-27,153.35
2015-07-28,152.65
2015-07-29,154.25
2015-07-30,152.75
2015-07-31,149.9
2015-08-03,150.25
2015-08-04,148.45
2015-08-05,148.65
2015-08-06,147.55
2015-08-07,147.85
2015-08-10,147.25
2015-08-11,145.6
2015-08-12,140.7
2015-08-13,140.15
2015-08-14,144.8
2015-08-17,145.65
2015-08-18,143.25
2015-08-19,141.65
2015-08-20,138.5
2015-08-21,139.95
2015-08-24,130.9
2015-08-25,131.75
2015-08-26,129.05
2015-08-27,131.35
2015-08-28,131.45
2015-08-31,129.95
2015-09-01,128.6
2015-09-02,126.9
2015-09-03,128.95
2015-09-04,128.2
2015-09-07,123.1
2015-09-08,126.1
2015-09-09,129.4
2015-09-10,130.25
2015-09-11,128.9
2015-09-14,130.85
2015-09-15,128.05
2015-09-16,129.55
2015-09-18,133.7
2015-09-21,139.45
2015-09-22,136.65
2015-09-23,137.8
2015-09-24,140.7
2015-09-28,140.5
2015-09-29,138.9
2015-09-30,141.05
2015-10-01,60.35
2015-10-05,63.0
2015-10-06,63.2
2015-10-07,62.45
2015-10-08,62.55
2015-10-09,61.2
2015-10-12,61.2
2015-10-13,61.4
2015-10-14,60.85
2015-10-15,61.05
2015-10-16,60.2
2015-10-19,60.1
2015-10-20,61.6
2015-10-21,60.75
2015-10-23,60.65
2015-10-26,60.05
2015-10-27,59.55
2015-10-28,59.35
2015-10-29,58.55
2015-10-30,58.85
2015-11-02,58.4
2015-11-03,59.45
2015-11-04,60.05
2015-11-05,59.4
2015-11-06,55.45
2015-11-09,53.85
2015-11-10,52.65
2015-11-11,53.3
2015-11-13,52.05
2015-11-16,53.5
2015-11-17,53.65
2015-11-18,52.4
2015-11-19,53.05
2015-11-20,52.8
2015-11-23,52.55
2015-11-24,52.45
2015-11-26,52.75
2015-11-27,53.2
2015-11-30,53.05
2015-12-01,53.2
2015-12-02,53.25
2015-12-03,51.75
2015-12-04,50.0
2015-12-07,49.55
2015-12-08,47.2
2015-12-09,45.15
2015-12-10,45.35
2015-12-11,44.9
2015-12-14,45.25
2015-12-15,45.4
2015-12-16,46.3
2015-12-17,48.2
2015-12-18,48.4
2015-12-21,48.3
2015-12-22,48.15
2015-12-23,47.95
2015-12-24,48.15
2015-12-28,48.25
2015-12-29,48.65
2015-12-30,48.4
2015-12-31,48.25
