Date,GRINDWELL
2015-01-01,607.0
2015-01-02,614.1
2015-01-05,623.5
2015-01-06,611.05
2015-01-07,597.45
2015-01-08,617.15
2015-01-09,610.5
2015-01-12,601.35
2015-01-13,604.35
2015-01-14,590.1
2015-01-15,599.7
2015-01-16,590.05
2015-01-19,597.8
2015-01-20,591.8
2015-01-21,608.4
2015-01-22,605.85
2015-01-23,623.9
2015-01-27,613.05
2015-01-28,613.8
2015-01-29,615.55
2015-01-30,630.75
2015-02-02,629.0
2015-02-03,656.5
2015-02-04,683.1
2015-02-05,682.25
2015-02-06,680.65
2015-02-09,687.5
2015-02-10,695.65
2015-02-11,706.7
2015-02-12,716.2
2015-02-13,690.65
2015-02-16,693.35
2015-02-18,699.8
2015-02-19,715.1
2015-02-20,706.3
2015-02-23,720.3
2015-02-24,706.55
2015-02-25,711.65
2015-02-26,710.75
2015-02-27,706.0
2015-02-28,686.25
2015-03-02,711.5
2015-03-03,708.1
2015-03-04,704.45
2015-03-05,708.0
2015-03-09,707.3
2015-03-10,702.6
2015-03-11,700.15
2015-03-12,703.7
2015-03-13,706.4
2015-03-16,696.7
2015-03-17,685.1
2015-03-18,677.8
2015-03-19,675.1
2015-03-20,674.95
2015-03-23,678.4
2015-03-24,676.65
2015-03-25,680.35
2015-03-26,675.2
2015-03-27,671.6
2015-03-30,705.55
2015-03-31,699.45
2015-04-01,709.35
2015-04-06,748.15
2015-04-07,756.25
2015-04-08,729.0
2015-04-09,730.5
2015-04-10,731.65
2015-04-13,729.15
2015-04-15,729.9
2015-04-16,708.6
2015-04-17,714.7
2015-04-20,723.8
2015-04-21,720.6
2015-04-22,719.3
2015-04-23,699.6
2015-04-24,699.55
2015-04-27,652.65
2015-04-28,656.75
2015-04-29,656.7
2015-04-30,656.35
2015-05-04,708.75
2015-05-05,688.5
2015-05-06,691.75
2015-05-07,673.35
2015-05-08,690.05
2015-05-11,688.65
2015-05-12,683.3
2015-05-13,672.1
2015-05-14,668.05
2015-05-15,700.2
2015-05-18,702.35
2015-05-19,718.15
2015-05-20,699.7
2015-05-21,698.25
2015-05-22,697.8
2015-05-25,712.35
2015-05-26,700.05
2015-05-27,701.0
2015-05-28,711.15
2015-05-29,718.85
2015-06-01,722.35
2015-06-02,719.9
2015-06-03,740.1
2015-06-04,736.2
2015-06-05,755.5
2015-06-08,738.05
2015-06-09,752.8
2015-06-10,742.4
2015-06-11,726.75
2015-06-12,737.95
2015-06-15,732.35
2015-06-16,699.45
2015-06-17,693.1
2015-06-18,716.85
2015-06-19,739.7
2015-06-22,736.65
2015-06-23,750.4
2015-06-24,768.35
2015-06-25,781.1
2015-06-26,786.05
2015-06-29,761.5
2015-06-30,745.05
2015-07-01,750.0
2015-07-02,754.75
2015-07-03,746.6
2015-07-06,774.05
2015-07-07,767.2
2015-07-08,750.0
2015-07-09,750.7
2015-07-10,732.9
2015-07-13,735.0
2015-07-14,744.45
2015-07-15,737.9
2015-07-16,729.6
2015-07-17,747.35
2015-07-20,755.15
2015-07-21,736.65
2015-07-22,729.0
2015-07-23,735.1
2015-07-24,735.35
2015-07-27,722.55
2015-07-28,724.9
2015-07-29,728.45
2015-07-30,757.45
2015-07-31,770.15
2015-08-03,767.85
2015-08-04,776.65
2015-08-05,790.9
2015-08-06,790.4
2015-08-07,776.25
2015-08-10,761.1
2015-08-11,760.05
2015-08-12,760.0
2015-08-13,743.8
2015-08-14,758.4
2015-08-17,764.45
2015-08-18,757.05
2015-08-19,759.95
2015-08-20,757.0
2015-08-21,748.95
2015-08-24,740.0
2015-08-25,746.4
2015-08-26,754.1
2015-08-27,748.85
2015-08-28,762.25
2015-08-31,743.7
2015-09-01,731.45
2015-09-02,760.45
2015-09-03,759.3
2015-09-04,753.1
2015-09-07,752.45
2015-09-08,731.45
2015-09-09,728.65
2015-09-10,739.6
2015-09-11,729.85
2015-09-14,726.3
2015-09-15,724.85
2015-09-16,732.65
2015-09-18,726.25
2015-09-21,727.35
2015-09-22,724.2
2015-09-23,724.55
2015-09-24,723.2
2015-09-28,736.0
2015-09-29,727.05
2015-09-30,725.85
2015-10-01,735.0
2015-10-05,735.85
2015-10-06,731.0
2015-10-07,743.3
2015-10-08,749.05
2015-10-09,749.6
2015-10-12,763.8
2015-10-13,765.0
2015-10-14,764.05
2015-10-15,755.5
2015-10-16,771.45
2015-10-19,813.45
2015-10-20,793.15
2015-10-21,778.6
2015-10-23,790.65
2015-10-26,773.1
2015-10-27,788.7
2015-10-28,781.35
2015-10-29,778.25
2015-10-30,738.3
2015-11-02,746.0
2015-11-03,711.45
2015-11-04,740.05
2015-11-05,731.35
2015-11-06,709.65
2015-11-09,727.25
2015-11-10,723.95
2015-11-11,734.5
2015-11-13,724.7
2015-11-16,722.0
2015-11-17,719.7
2015-11-18,728.0
2015-11-19,728.15
2015-11-20,730.25
2015-11-23,729.7
2015-11-24,722.4
2015-11-26,714.05
2015-11-27,725.3
2015-11-30,730.5
2015-12-01,715.9
2015-12-02,725.05
2015-12-03,724.8
2015-12-04,737.2
2015-12-07,733.2
2015-12-08,720.75
2015-12-09,710.4
2015-12-10,720.0
2015-12-11,715.95
2015-12-14,725.5
2015-12-15,725.0
2015-12-16,729.65
2015-12-17,730.1
2015-12-18,733.95
2015-12-21,736.2
2015-12-22,740.15
2015-12-23,733.25
2015-12-24,744.8
2015-12-28,740.35
2015-12-29,741.6
2015-12-30,765.15
2015-12-31,769.5
