Date,DENORA
2015-01-01,144.7
2015-01-02,147.5
2015-01-05,149.55
2015-01-06,146.75
2015-01-07,142.6
2015-01-08,144.2
2015-01-09,144.4
2015-01-12,148.15
2015-01-13,148.3
2015-01-14,145.75
2015-01-15,146.8
2015-01-16,146.6
2015-01-19,148.5
2015-01-20,151.3
2015-01-21,151.45
2015-01-22,149.3
2015-01-23,149.85
2015-01-27,147.1
2015-01-28,146.85
2015-01-29,145.0
2015-01-30,140.35
2015-02-02,142.0
2015-02-03,141.0
2015-02-04,146.0
2015-02-05,141.55
2015-02-06,140.1
2015-02-09,138.4
2015-02-10,136.45
2015-02-11,139.35
2015-02-12,145.4
2015-02-13,145.7
2015-02-16,151.3
2015-02-18,154.45
2015-02-19,157.8
2015-02-20,140.7
2015-02-23,140.4
2015-02-24,136.55
2015-02-25,129.7
2015-02-26,130.15
2015-02-27,130.75
2015-02-28,131.85
2015-03-02,132.95
2015-03-03,134.05
2015-03-04,136.5
2015-03-05,137.45
2015-03-09,134.85
2015-03-10,136.05
2015-03-11,136.5
2015-03-12,136.4
2015-03-13,136.5
2015-03-16,133.1
2015-03-17,138.85
2015-03-18,139.45
2015-03-19,137.05
2015-03-20,134.9
2015-03-23,132.95
2015-03-24,132.45
2015-03-25,129.9
2015-03-26,129.35
2015-03-27,128.5
2015-03-30,128.8
2015-03-31,130.6
2015-04-01,133.6
2015-04-06,134.5
2015-04-07,141.9
2015-04-08,142.6
2015-04-09,141.9
2015-04-10,149.3
2015-04-13,150.35
2015-04-15,152.1
2015-04-16,149.1
2015-04-17,144.8
2015-04-20,138.5
2015-04-21,137.8
2015-04-22,137.7
2015-04-23,137.25
2015-04-24,133.7
2015-04-27,130.6
2015-04-28,132.95
2015-04-29,132.85
2015-04-30,135.0
2015-05-04,151.5
2015-05-05,143.2
2015-05-06,138.15
2015-05-07,133.85
2015-05-08,144.0
2015-05-11,141.3
2015-05-12,137.7
2015-05-13,139.75
2015-05-14,141.0
2015-05-15,141.45
2015-05-18,149.7
2015-05-19,149.65
2015-05-20,147.65
2015-05-21,149.4
2015-05-22,147.75
2015-05-25,145.25
2015-05-26,147.05
2015-05-27,149.15
2015-05-28,145.05
2015-05-29,147.2
2015-06-01,149.0
2015-06-02,146.0
2015-06-03,137.6
2015-06-04,138.9
2015-06-05,135.95
2015-06-08,134.0
2015-06-09,133.15
2015-06-10,134.25
2015-06-11,134.1
2015-06-12,131.75
2015-06-15,132.75
2015-06-16,135.5
2015-06-17,133.2
2015-06-18,137.1
2015-06-19,144.35
2015-06-22,139.65
2015-06-23,144.0
2015-06-24,144.7
2015-06-25,143.0
2015-06-26,145.2
2015-06-29,149.0
2015-06-30,147.2
2015-07-01,149.75
2015-07-02,150.2
2015-07-03,166.5
2015-07-06,177.8
2015-07-07,179.4
2015-07-08,174.45
2015-07-09,173.0
2015-07-10,171.85
2015-07-13,177.75
2015-07-14,173.75
2015-07-15,175.05
2015-07-16,173.9
2015-07-17,192.75
2015-07-20,205.15
2015-07-21,190.95
2015-07-22,192.4
2015-07-23,193.15
2015-07-24,191.05
2015-07-27,186.35
2015-07-28,186.3
2015-07-29,187.85
2015-07-30,197.45
2015-07-31,190.15
2015-08-03,203.05
2015-08-04,198.1
2015-08-05,218.15
2015-08-06,191.85
2015-08-07,191.25
2015-08-10,182.75
2015-08-11,180.6
2015-08-12,171.05
2015-08-13,171.15
2015-08-14,178.6
2015-08-17,172.6
2015-08-18,173.45
2015-08-19,191.0
2015-08-20,179.15
2015-08-21,176.3
2015-08-24,157.55
2015-08-25,161.65
2015-08-26,159.2
2015-08-27,162.85
2015-08-28,162.4
2015-08-31,164.1
2015-09-01,158.1
2015-09-02,156.3
2015-09-03,157.1
2015-09-04,148.15
2015-09-07,145.6
2015-09-08,150.3
2015-09-09,155.1
2015-09-10,153.8
2015-09-11,154.15
2015-09-14,156.95
2015-09-15,154.8
2015-09-16,155.05
2015-09-18,154.6
2015-09-21,156.25
2015-09-22,155.15
2015-09-23,152.85
2015-09-24,151.1
2015-09-28,148.9
2015-09-29,150.05
2015-09-30,152.75
2015-10-01,157.7
2015-10-05,158.5
2015-10-06,156.05
2015-10-07,164.15
2015-10-08,170.6
2015-10-09,170.75
2015-10-12,169.65
2015-10-13,173.9
2015-10-14,172.6
2015-10-15,171.85
2015-10-16,170.5
2015-10-19,172.45
2015-10-20,176.45
2015-10-21,171.55
2015-10-23,172.8
2015-10-26,172.25
2015-10-27,171.6
2015-10-28,171.95
2015-10-29,206.3
2015-10-30,235.45
2015-11-02,231.65
2015-11-03,261.3
2015-11-04,254.25
2015-11-05,241.1
2015-11-06,255.6
2015-11-09,252.0
2015-11-10,261.35
2015-11-11,265.1
2015-11-13,278.85
2015-11-16,280.75
2015-11-17,279.5
2015-11-18,271.75
2015-11-19,273.75
2015-11-20,277.5
2015-11-23,277.3
2015-11-24,264.8
2015-11-26,268.7
2015-11-27,259.65
2015-11-30,276.3
2015-12-01,274.2
2015-12-02,270.15
2015-12-03,269.45
2015-12-04,266.45
2015-12-07,263.7
2015-12-08,258.45
2015-12-09,244.15
2015-12-10,245.3
2015-12-11,238.8
2015-12-14,265.1
2015-12-15,286.3
2015-12-16,296.65
2015-12-17,295.0
2015-12-18,288.5
2015-12-21,293.75
2015-12-22,298.5
2015-12-23,320.65
2015-12-24,319.15
2015-12-28,313.1
2015-12-29,333.3
2015-12-30,354.2
2015-12-31,373.6
