Date,DCBBANK
2015-01-01,124.0
2015-01-02,124.3
2015-01-05,122.35
2015-01-06,118.6
2015-01-07,118.15
2015-01-08,121.0
2015-01-09,121.1
2015-01-12,123.6
2015-01-13,123.0
2015-01-14,117.45
2015-01-15,119.1
2015-01-16,118.8
2015-01-19,118.45
2015-01-20,118.15
2015-01-21,117.15
2015-01-22,115.4
2015-01-23,115.45
2015-01-27,123.55
2015-01-28,119.9
2015-01-29,120.55
2015-01-30,118.1
2015-02-02,121.3
2015-02-03,119.9
2015-02-04,118.45
2015-02-05,117.1
2015-02-06,113.75
2015-02-09,109.05
2015-02-10,108.75
2015-02-11,114.0
2015-02-12,115.05
2015-02-13,115.05
2015-02-16,113.15
2015-02-18,113.3
2015-02-19,112.4
2015-02-20,112.5
2015-02-23,112.4
2015-02-24,109.25
2015-02-25,108.4
2015-02-26,105.7
2015-02-27,108.85
2015-02-28,114.0
2015-03-02,112.95
2015-03-03,114.15
2015-03-04,110.8
2015-03-05,112.5
2015-03-09,109.3
2015-03-10,108.95
2015-03-11,108.15
2015-03-12,110.55
2015-03-13,109.8
2015-03-16,106.25
2015-03-17,109.0
2015-03-18,111.65
2015-03-19,110.05
2015-03-20,108.85
2015-03-23,106.7
2015-03-24,106.15
2015-03-25,104.9
2015-03-26,101.95
2015-03-27,107.4
2015-03-30,113.85
2015-03-31,110.95
2015-04-01,114.45
2015-04-06,113.6
2015-04-07,113.75
2015-04-08,116.05
2015-04-09,115.1
2015-04-10,114.6
2015-04-13,114.95
2015-04-15,119.65
2015-04-16,120.1
2015-04-17,118.55
2015-04-20,117.25
2015-04-21,120.45
2015-04-22,120.7
2015-04-23,119.6
2015-04-24,117.5
2015-04-27,113.75
2015-04-28,118.35
2015-04-29,121.65
2015-04-30,122.05
2015-05-04,124.4
2015-05-05,122.25
2015-05-06,118.15
2015-05-07,118.85
2015-05-08,121.4
2015-05-11,123.35
2015-05-12,120.05
2015-05-13,122.45
2015-05-14,124.0
2015-05-15,125.35
2015-05-18,125.45
2015-05-19,128.8
2015-05-20,130.4
2015-05-21,133.95
2015-05-22,136.4
2015-05-25,133.5
2015-05-26,130.95
2015-05-27,131.25
2015-05-28,132.75
2015-05-29,133.2
2015-06-01,132.85
2015-06-02,126.6
2015-06-03,123.95
2015-06-04,127.15
2015-06-05,127.7
2015-06-08,126.65
2015-06-09,122.3
2015-06-10,125.1
2015-06-11,123.9
2015-06-12,122.3
2015-06-15,125.05
2015-06-16,128.35
2015-06-17,129.05
2015-06-18,132.25
2015-06-19,130.3
2015-06-22,130.9
2015-06-23,131.75
2015-06-24,128.95
2015-06-25,130.1
2015-06-26,130.05
2015-06-29,130.2
2015-06-30,130.3
2015-07-01,130.35
2015-07-02,131.2
2015-07-03,131.2
2015-07-06,132.25
2015-07-07,131.85
2015-07-08,131.15
2015-07-09,135.25
2015-07-10,137.9
2015-07-13,147.05
2015-07-14,141.1
2015-07-15,133.1
2015-07-16,134.55
2015-07-17,132.2
2015-07-20,132.15
2015-07-21,131.65
2015-07-22,131.35
2015-07-23,134.05
2015-07-24,133.95
2015-07-27,133.9
2015-07-28,132.55
2015-07-29,131.95
2015-07-30,131.7
2015-07-31,132.35
2015-08-03,136.15
2015-08-04,138.9
2015-08-05,139.3
2015-08-06,137.05
2015-08-07,134.55
2015-08-10,139.5
2015-08-11,138.1
2015-08-12,135.95
2015-08-13,133.7
2015-08-14,137.05
2015-08-17,137.2
2015-08-18,138.85
2015-08-19,138.6
2015-08-20,135.65
2015-08-21,136.25
2015-08-24,124.75
2015-08-25,122.65
2015-08-26,118.35
2015-08-27,124.0
2015-08-28,127.0
2015-08-31,129.25
2015-09-01,123.8
2015-09-02,122.6
2015-09-03,127.7
2015-09-04,124.35
2015-09-07,122.6
2015-09-08,126.3
2015-09-09,126.4
2015-09-10,127.55
2015-09-11,129.05
2015-09-14,130.2
2015-09-15,127.7
2015-09-16,126.05
2015-09-18,133.05
2015-09-21,138.15
2015-09-22,138.35
2015-09-23,137.75
2015-09-24,141.9
2015-09-28,141.8
2015-09-29,142.4
2015-09-30,143.05
2015-10-01,140.6
2015-10-05,140.9
2015-10-06,138.95
2015-10-07,138.5
2015-10-08,140.35
2015-10-09,137.7
2015-10-12,137.7
2015-10-13,133.15
2015-10-14,106.55
2015-10-15,92.15
2015-10-16,95.95
2015-10-19,94.7
2015-10-20,91.7
2015-10-21,90.15
2015-10-23,87.6
2015-10-26,90.15
2015-10-27,90.7
2015-10-28,88.9
2015-10-29,86.65
2015-10-30,86.8
2015-11-02,87.45
2015-11-03,87.3
2015-11-04,86.05
2015-11-05,84.4
2015-11-06,83.15
2015-11-09,84.25
2015-11-10,82.9
2015-11-11,84.65
2015-11-13,83.35
2015-11-16,84.75
2015-11-17,83.7
2015-11-18,81.5
2015-11-19,82.55
2015-11-20,81.7
2015-11-23,81.85
2015-11-24,81.6
2015-11-26,81.7
2015-11-27,83.2
2015-11-30,85.45
2015-12-01,83.5
2015-12-02,82.95
2015-12-03,81.55
2015-12-04,79.65
2015-12-07,80.35
2015-12-08,78.2
2015-12-09,75.95
2015-12-10,76.9
2015-12-11,78.25
2015-12-14,75.8
2015-12-15,75.45
2015-12-16,76.05
2015-12-17,77.2
2015-12-18,77.15
2015-12-21,78.15
2015-12-22,80.4
2015-12-23,83.8
2015-12-24,83.1
2015-12-28,82.15
2015-12-29,82.6
2015-12-30,82.05
2015-12-31,81.65
