Date,NFL
2015-01-01,37.15
2015-01-02,37.65
2015-01-05,36.9
2015-01-06,36.5
2015-01-07,37.6
2015-01-08,36.8
2015-01-09,36.9
2015-01-12,36.9
2015-01-13,36.8
2015-01-14,38.4
2015-01-15,37.8
2015-01-16,37.65
2015-01-19,39.25
2015-01-20,38.7
2015-01-21,37.9
2015-01-22,38.4
2015-01-23,37.9
2015-01-27,37.4
2015-01-28,36.7
2015-01-29,36.5
2015-01-30,36.2
2015-02-02,39.0
2015-02-03,39.4
2015-02-04,39.1
2015-02-05,38.6
2015-02-06,37.5
2015-02-09,35.9
2015-02-10,35.8
2015-02-11,35.65
2015-02-12,36.15
2015-02-13,35.95
2015-02-16,35.65
2015-02-18,39.8
2015-02-19,41.6
2015-02-20,39.25
2015-02-23,38.5
2015-02-24,37.25
2015-02-25,37.9
2015-02-26,37.1
2015-02-27,37.75
2015-02-28,36.35
2015-03-02,35.3
2015-03-03,35.4
2015-03-04,34.65
2015-03-05,33.65
2015-03-09,32.4
2015-03-10,32.25
2015-03-11,31.2
2015-03-12,31.4
2015-03-13,30.9
2015-03-16,29.9
2015-03-17,30.55
2015-03-18,30.25
2015-03-19,29.55
2015-03-20,28.25
2015-03-23,26.8
2015-03-24,26.7
2015-03-25,25.9
2015-03-26,25.85
2015-03-27,25.8
2015-03-30,26.85
2015-03-31,28.1
2015-04-01,29.9
2015-04-06,29.2
2015-04-07,34.35
2015-04-08,32.3
2015-04-09,32.5
2015-04-10,32.7
2015-04-13,32.65
2015-04-15,31.45
2015-04-16,31.65
2015-04-17,30.9
2015-04-20,30.25
2015-04-21,29.8
2015-04-22,29.85
2015-04-23,29.75
2015-04-24,29.05
2015-04-27,28.15
2015-04-28,28.45
2015-04-29,28.4
2015-04-30,28.55
2015-05-04,29.35
2015-05-05,28.95
2015-05-06,27.9
2015-05-07,27.55
2015-05-08,28.3
2015-05-11,28.7
2015-05-12,28.2
2015-05-13,29.35
2015-05-14,29.0
2015-05-15,29.8
2015-05-18,30.6
2015-05-19,30.9
2015-05-20,30.8
2015-05-21,31.1
2015-05-22,30.9
2015-05-25,31.05
2015-05-26,31.0
2015-05-27,28.7
2015-05-28,27.85
2015-05-29,27.5
2015-06-01,27.1
2015-06-02,26.7
2015-06-03,25.25
2015-06-04,24.65
2015-06-05,24.15
2015-06-08,23.8
2015-06-09,24.8
2015-06-10,26.05
2015-06-11,25.5
2015-06-12,25.25
2015-06-15,25.65
2015-06-16,25.85
2015-06-17,26.05
2015-06-18,26.1
2015-06-19,26.5
2015-06-22,26.95
2015-06-23,27.1
2015-06-24,27.2
2015-06-25,27.55
2015-06-26,27.3
2015-06-29,26.25
2015-06-30,26.3
2015-07-01,27.25
2015-07-02,29.05
2015-07-03,28.55
2015-07-06,28.5
2015-07-07,28.5
2015-07-08,27.95
2015-07-09,27.95
2015-07-10,27.9
2015-07-13,29.5
2015-07-14,29.1
2015-07-15,28.5
2015-07-16,28.8
2015-07-17,28.9
2015-07-20,28.75
2015-07-21,28.1
2015-07-22,28.0
2015-07-23,28.1
2015-07-24,27.75
2015-07-27,27.35
2015-07-28,26.45
2015-07-29,27.25
2015-07-30,27.05
2015-07-31,27.55
2015-08-03,27.55
2015-08-04,28.0
2015-08-05,27.75
2015-08-06,28.55
2015-08-07,27.95
2015-08-10,28.45
2015-08-11,27.65
2015-08-12,26.45
2015-08-13,25.6
2015-08-14,26.05
2015-08-17,26.2
2015-08-18,26.4
2015-08-19,26.3
2015-08-20,25.6
2015-08-21,24.95
2015-08-24,22.9
2015-08-25,23.6
2015-08-26,24.55
2015-08-27,23.85
2015-08-28,24.35
2015-08-31,24.45
2015-09-01,23.7
2015-09-02,23.05
2015-09-03,23.3
2015-09-04,22.45
2015-09-07,21.95
2015-09-08,22.2
2015-09-09,22.75
2015-09-10,22.6
2015-09-11,23.05
2015-09-14,23.3
2015-09-15,22.8
2015-09-16,23.45
2015-09-18,23.65
2015-09-21,23.9
2015-09-22,23.6
2015-09-23,23.75
2015-09-24,23.6
2015-09-28,24.3
2015-09-29,25.2
2015-09-30,24.9
2015-10-01,25.7
2015-10-05,25.35
2015-10-06,25.45
2015-10-07,25.95
2015-10-08,25.9
2015-10-09,25.7
2015-10-12,25.6
2015-10-13,27.2
2015-10-14,27.55
2015-10-15,27.7
2015-10-16,27.35
2015-10-19,27.05
2015-10-20,27.0
2015-10-21,26.8
2015-10-23,27.0
2015-10-26,27.0
2015-10-27,26.75
2015-10-28,26.85
2015-10-29,26.15
2015-10-30,25.85
2015-11-02,25.8
2015-11-03,25.7
2015-11-04,25.85
2015-11-05,25.45
2015-11-06,25.1
2015-11-09,25.55
2015-11-10,25.5
2015-11-11,26.0
2015-11-13,25.6
2015-11-16,25.9
2015-11-17,26.2
2015-11-18,26.25
2015-11-19,26.45
2015-11-20,26.55
2015-11-23,27.15
2015-11-24,27.1
2015-11-26,27.55
2015-11-27,27.35
2015-11-30,27.15
2015-12-01,29.9
2015-12-02,28.75
2015-12-03,28.2
2015-12-04,27.9
2015-12-07,27.5
2015-12-08,26.8
2015-12-09,26.25
2015-12-10,26.3
2015-12-11,26.05
2015-12-14,27.5
2015-12-15,28.35
2015-12-16,28.3
2015-12-17,28.2
2015-12-18,27.8
2015-12-21,27.75
2015-12-22,27.8
2015-12-23,28.0
2015-12-24,28.2
2015-12-28,28.05
2015-12-29,28.05
2015-12-30,28.15
2015-12-31,29.1
