Date,HINDUNILVR
2015-01-01,758.45
2015-01-02,755.95
2015-01-05,760.3
2015-01-06,774.7
2015-01-07,801.9
2015-01-08,817.05
2015-01-09,864.6
2015-01-12,896.6
2015-01-13,884.55
2015-01-14,924.05
2015-01-15,921.55
2015-01-16,941.05
2015-01-19,892.55
2015-01-20,895.45
2015-01-21,941.95
2015-01-22,944.65
2015-01-23,965.3
2015-01-27,941.95
2015-01-28,933.85
2015-01-29,941.6
2015-01-30,932.55
2015-02-02,908.0
2015-02-03,910.85
2015-02-04,899.9
2015-02-05,909.05
2015-02-06,905.75
2015-02-09,900.15
2015-02-10,887.75
2015-02-11,900.3
2015-02-12,887.8
2015-02-13,892.8
2015-02-16,907.0
2015-02-18,912.9
2015-02-19,908.15
2015-02-20,900.25
2015-02-23,886.15
2015-02-24,913.7
2015-02-25,901.9
2015-02-26,886.4
2015-02-27,887.15
2015-02-28,910.1
2015-03-02,935.65
2015-03-03,929.7
2015-03-04,916.1
2015-03-05,939.7
2015-03-09,976.0
2015-03-10,957.15
2015-03-11,968.9
2015-03-12,960.55
2015-03-13,941.7
2015-03-16,931.75
2015-03-17,931.8
2015-03-18,922.1
2015-03-19,922.65
2015-03-20,895.75
2015-03-23,902.4
2015-03-24,887.2
2015-03-25,886.4
2015-03-26,865.9
2015-03-27,851.3
2015-03-30,862.05
2015-03-31,873.55
2015-04-01,883.5
2015-04-06,907.95
2015-04-07,913.45
2015-04-08,912.55
2015-04-09,926.45
2015-04-10,933.8
2015-04-13,949.15
2015-04-15,934.7
2015-04-16,933.1
2015-04-17,937.65
2015-04-20,913.45
2015-04-21,873.1
2015-04-22,907.15
2015-04-23,902.65
2015-04-24,889.5
2015-04-27,866.65
2015-04-28,860.6
2015-04-29,857.7
2015-04-30,850.35
2015-05-04,861.75
2015-05-05,879.05
2015-05-06,858.2
2015-05-07,866.25
2015-05-08,895.2
2015-05-11,864.7
2015-05-12,843.95
2015-05-13,841.05
2015-05-14,846.45
2015-05-15,844.8
2015-05-18,852.7
2015-05-19,844.75
2015-05-20,855.6
2015-05-21,864.35
2015-05-22,863.75
2015-05-25,852.45
2015-05-26,855.35
2015-05-27,857.7
2015-05-28,846.2
2015-05-29,859.55
2015-06-01,880.8
2015-06-02,852.75
2015-06-03,831.45
2015-06-04,822.65
2015-06-05,829.1
2015-06-08,812.25
2015-06-09,819.75
2015-06-10,820.45
2015-06-11,816.7
2015-06-12,814.5
2015-06-15,821.75
2015-06-16,834.95
2015-06-17,862.05
2015-06-18,862.6
2015-06-19,857.7
2015-06-22,873.45
2015-06-23,875.7
2015-06-24,896.55
2015-06-25,883.25
2015-06-26,887.95
2015-06-29,900.4
2015-06-30,916.7
2015-07-01,918.3
2015-07-02,923.45
2015-07-03,924.5
2015-07-06,927.45
2015-07-07,924.35
2015-07-08,927.65
2015-07-09,921.55
2015-07-10,900.25
2015-07-13,910.7
2015-07-14,927.3
2015-07-15,929.0
2015-07-16,936.85
2015-07-17,924.3
2015-07-20,913.1
2015-07-21,891.3
2015-07-22,920.5
2015-07-23,904.25
2015-07-24,906.8
2015-07-27,900.1
2015-07-28,904.75
2015-07-29,899.2
2015-07-30,920.7
2015-07-31,921.65
2015-08-03,909.7
2015-08-04,908.1
2015-08-05,908.6
2015-08-06,907.75
2015-08-07,904.85
2015-08-10,906.15
2015-08-11,888.2
2015-08-12,866.35
2015-08-13,866.55
2015-08-14,870.55
2015-08-17,872.65
2015-08-18,872.85
2015-08-19,876.2
2015-08-20,872.05
2015-08-21,884.15
2015-08-24,851.15
2015-08-25,865.95
2015-08-26,855.0
2015-08-27,857.8
2015-08-28,854.5
2015-08-31,860.9
2015-09-01,853.75
2015-09-02,830.6
2015-09-03,833.75
2015-09-04,830.0
2015-09-07,819.85
2015-09-08,801.1
2015-09-09,803.05
2015-09-10,790.15
2015-09-11,795.25
2015-09-14,794.75
2015-09-15,804.65
2015-09-16,806.85
2015-09-18,797.85
2015-09-21,790.7
2015-09-22,785.9
2015-09-23,785.0
2015-09-24,781.7
2015-09-28,790.65
2015-09-29,784.35
2015-09-30,814.75
2015-10-01,816.4
2015-10-05,809.8
2015-10-06,829.3
2015-10-07,823.55
2015-10-08,821.9
2015-10-09,818.0
2015-10-12,814.85
2015-10-13,812.9
2015-10-14,797.2
2015-10-15,791.55
2015-10-16,784.65
2015-10-19,793.9
2015-10-20,787.1
2015-10-21,790.35
2015-10-23,800.2
2015-10-26,808.6
2015-10-27,812.15
2015-10-28,818.5
2015-10-29,801.45
2015-10-30,800.65
2015-11-02,802.75
2015-11-03,804.45
2015-11-04,801.0
2015-11-05,802.65
2015-11-06,799.05
2015-11-09,802.6
2015-11-10,803.55
2015-11-11,807.95
2015-11-13,796.7
2015-11-16,784.1
2015-11-17,798.3
2015-11-18,793.5
2015-11-19,794.6
2015-11-20,798.15
2015-11-23,791.2
2015-11-24,811.95
2015-11-26,812.45
2015-11-27,816.2
2015-11-30,808.45
2015-12-01,833.4
2015-12-02,829.9
2015-12-03,816.6
2015-12-04,814.95
2015-12-07,833.5
2015-12-08,825.75
2015-12-09,820.15
2015-12-10,815.9
2015-12-11,822.1
2015-12-14,839.0
2015-12-15,858.6
2015-12-16,855.4
2015-12-17,864.25
2015-12-18,857.05
2015-12-21,851.6
2015-12-22,851.45
2015-12-23,863.25
2015-12-24,864.25
2015-12-28,865.85
2015-12-29,857.9
2015-12-30,857.45
2015-12-31,862.75
