Date,LAXMIMACH
2015-01-01,3865.4
2015-01-02,3904.85
2015-01-05,4000.75
2015-01-06,3896.85
2015-01-07,3856.7
2015-01-08,3898.6
2015-01-09,3858.0
2015-01-12,3856.1
2015-01-13,3832.85
2015-01-14,3807.9
2015-01-15,3876.7
2015-01-16,3942.1
2015-01-19,4036.2
2015-01-20,4075.0
2015-01-21,4022.65
2015-01-22,4073.4
2015-01-23,3899.9
2015-01-27,3872.3
2015-01-28,3877.95
2015-01-29,3960.35
2015-01-30,3978.95
2015-02-02,3989.0
2015-02-03,3914.75
2015-02-04,3845.85
2015-02-05,3802.4
2015-02-06,3753.6
2015-02-09,3764.55
2015-02-10,3708.4
2015-02-11,3767.2
2015-02-12,3776.5
2015-02-13,3799.0
2015-02-16,3739.8
2015-02-18,3739.6
2015-02-19,3923.35
2015-02-20,3955.8
2015-02-23,3867.7
2015-02-24,3876.0
2015-02-25,3781.05
2015-02-26,3849.3
2015-02-27,3924.2
2015-02-28,3823.05
2015-03-02,3834.75
2015-03-03,3841.3
2015-03-04,3800.95
2015-03-05,3802.3
2015-03-09,3789.2
2015-03-10,3755.8
2015-03-11,3713.4
2015-03-12,3789.15
2015-03-13,3728.15
2015-03-16,3678.35
2015-03-17,3728.7
2015-03-18,3719.55
2015-03-19,3796.65
2015-03-20,3750.35
2015-03-23,3753.85
2015-03-24,3728.3
2015-03-25,3694.55
2015-03-26,3626.8
2015-03-27,3748.8
2015-03-30,3786.45
2015-03-31,3836.55
2015-04-01,3881.2
2015-04-06,3898.8
2015-04-07,3864.35
2015-04-08,3862.3
2015-04-09,3911.15
2015-04-10,4031.9
2015-04-13,3961.9
2015-04-15,3904.95
2015-04-16,3875.0
2015-04-17,3840.9
2015-04-20,3746.1
2015-04-21,3794.85
2015-04-22,3709.15
2015-04-23,3759.7
2015-04-24,3660.0
2015-04-27,3597.4
2015-04-28,3671.9
2015-04-29,3702.5
2015-04-30,3727.7
2015-05-04,3766.25
2015-05-05,3741.85
2015-05-06,3706.1
2015-05-07,3668.75
2015-05-08,3683.2
2015-05-11,3687.25
2015-05-12,3626.25
2015-05-13,3624.35
2015-05-14,3574.1
2015-05-15,3580.35
2015-05-18,3600.05
2015-05-19,3602.9
2015-05-20,3603.55
2015-05-21,3676.3
2015-05-22,3861.4
2015-05-25,3776.7
2015-05-26,3791.6
2015-05-27,3818.5
2015-05-28,3814.85
2015-05-29,3823.5
2015-06-01,3959.45
2015-06-02,3899.1
2015-06-03,3878.1
2015-06-04,3809.35
2015-06-05,3813.1
2015-06-08,3799.65
2015-06-09,3794.1
2015-06-10,3800.35
2015-06-11,3771.45
2015-06-12,3784.0
2015-06-15,3767.2
2015-06-16,3748.75
2015-06-17,3765.55
2015-06-18,3733.6
2015-06-19,3800.15
2015-06-22,3779.6
2015-06-23,3866.4
2015-06-24,3815.75
2015-06-25,3769.1
2015-06-26,3739.05
2015-06-29,3644.25
2015-06-30,3678.85
2015-07-01,3702.2
2015-07-02,3793.5
2015-07-03,3801.65
2015-07-06,3760.4
2015-07-07,3739.85
2015-07-08,3694.6
2015-07-09,3731.55
2015-07-10,3731.05
2015-07-13,3767.35
2015-07-14,3775.7
2015-07-15,3702.5
2015-07-16,3698.95
2015-07-17,3687.45
2015-07-20,3688.6
2015-07-21,3646.85
2015-07-22,3627.7
2015-07-23,3636.7
2015-07-24,3579.0
2015-07-27,3493.45
2015-07-28,3457.65
2015-07-29,3522.35
2015-07-30,3522.05
2015-07-31,3569.45
2015-08-03,3572.25
2015-08-04,3587.8
2015-08-05,3765.65
2015-08-06,4037.35
2015-08-07,3954.85
2015-08-10,3773.9
2015-08-11,3656.95
2015-08-12,3607.85
2015-08-13,3551.45
2015-08-14,3544.35
2015-08-17,3559.7
2015-08-18,3572.25
2015-08-19,3536.4
2015-08-20,3493.85
2015-08-21,3446.55
2015-08-24,3380.3
2015-08-25,3451.35
2015-08-26,3353.05
2015-08-27,3500.5
2015-08-28,3439.3
2015-08-31,3525.4
2015-09-01,3509.9
2015-09-02,3471.3
2015-09-03,3478.05
2015-09-04,3395.15
2015-09-07,3310.65
2015-09-08,3425.8
2015-09-09,3370.3
2015-09-10,3384.3
2015-09-11,3501.2
2015-09-14,3500.25
2015-09-15,3503.8
2015-09-16,3441.4
2015-09-18,3498.25
2015-09-21,3458.5
2015-09-22,3454.2
2015-09-23,3449.3
2015-09-24,3445.0
2015-09-28,3469.35
2015-09-29,3492.55
2015-09-30,3584.55
2015-10-01,3596.45
2015-10-05,3644.4
