Date,ESABINDIA
2015-01-01,714.6
2015-01-02,692.6
2015-01-05,672.2
2015-01-06,662.65
2015-01-07,667.25
2015-01-08,666.25
2015-01-09,670.1
2015-01-12,667.45
2015-01-13,670.8
2015-01-14,669.0
2015-01-15,713.45
2015-01-16,693.2
2015-01-19,696.5
2015-01-20,708.9
2015-01-21,699.75
2015-01-22,691.8
2015-01-23,682.6
2015-01-27,703.55
2015-01-28,713.85
2015-01-29,715.75
2015-01-30,688.4
2015-02-02,677.55
2015-02-03,677.3
2015-02-04,669.1
2015-02-05,659.2
2015-02-06,656.1
2015-02-09,651.55
2015-02-10,634.5
2015-02-11,636.45
2015-02-12,642.15
2015-02-13,663.0
2015-02-16,668.6
2015-02-18,680.7
2015-02-19,675.8
2015-02-20,693.8
2015-02-23,694.0
2015-02-24,698.0
2015-02-25,713.95
2015-02-26,710.05
2015-02-27,706.85
2015-02-28,704.6
2015-03-02,711.0
2015-03-03,724.1
2015-03-04,721.15
2015-03-05,735.2
2015-03-09,714.3
2015-03-10,695.85
2015-03-11,709.5
2015-03-12,695.55
2015-03-13,683.2
2015-03-16,669.95
2015-03-17,682.05
2015-03-18,658.6
2015-03-19,654.9
2015-03-20,650.1
2015-03-23,637.75
2015-03-24,630.0
2015-03-25,623.95
2015-03-26,616.9
2015-03-27,646.45
2015-03-30,685.4
2015-03-31,688.0
2015-04-01,695.35
2015-04-06,672.9
2015-04-07,673.5
2015-04-08,681.8
2015-04-09,677.35
2015-04-10,668.5
2015-04-13,682.35
2015-04-15,686.0
2015-04-16,677.05
2015-04-17,680.75
2015-04-20,664.75
2015-04-21,675.55
2015-04-22,670.15
2015-04-23,669.8
2015-04-24,667.8
2015-04-27,660.85
2015-04-28,652.85
2015-04-29,647.2
2015-04-30,634.9
2015-05-04,670.1
2015-05-05,696.15
2015-05-06,680.55
2015-05-07,667.3
2015-05-08,662.2
2015-05-11,675.0
2015-05-12,649.05
2015-05-13,654.7
2015-05-14,652.45
2015-05-15,667.8
2015-05-18,667.95
2015-05-19,701.75
2015-05-20,697.75
2015-05-21,692.1
2015-05-22,715.4
2015-05-25,724.2
2015-05-26,703.05
2015-05-27,673.45
2015-05-28,660.3
2015-05-29,665.15
2015-06-01,665.0
2015-06-02,653.1
2015-06-03,658.0
2015-06-04,672.5
2015-06-05,658.65
2015-06-08,653.6
2015-06-09,640.45
2015-06-10,644.85
2015-06-11,641.95
2015-06-12,651.75
2015-06-15,644.45
2015-06-16,636.8
2015-06-17,638.7
2015-06-18,634.95
2015-06-19,643.85
2015-06-22,645.2
2015-06-23,638.75
2015-06-24,642.1
2015-06-25,631.35
2015-06-26,627.8
2015-06-29,607.4
2015-06-30,618.8
2015-07-01,630.15
2015-07-02,634.0
2015-07-03,649.95
2015-07-06,636.95
2015-07-07,648.5
2015-07-08,638.1
2015-07-09,633.0
2015-07-10,631.8
2015-07-13,674.75
2015-07-14,668.05
2015-07-15,677.95
2015-07-16,681.0
2015-07-17,670.45
2015-07-20,662.35
2015-07-21,678.5
2015-07-22,670.0
2015-07-23,670.15
2015-07-24,662.0
2015-07-27,660.85
2015-07-28,668.05
2015-07-29,651.9
2015-07-30,658.9
2015-07-31,649.9
2015-08-03,646.2
2015-08-04,654.55
2015-08-05,645.9
2015-08-06,637.65
2015-08-07,627.65
2015-08-10,635.15
2015-08-11,630.1
2015-08-12,621.0
2015-08-13,600.9
2015-08-14,599.65
2015-08-17,594.55
2015-08-18,599.95
2015-08-19,601.2
2015-08-20,602.15
2015-08-21,606.25
2015-08-24,564.05
2015-08-25,551.4
2015-08-26,558.2
2015-08-27,565.15
2015-08-28,580.9
2015-08-31,567.85
2015-09-01,550.0
2015-09-02,558.0
2015-09-03,559.7
2015-09-04,552.3
2015-09-07,541.05
2015-09-08,543.45
2015-09-09,536.75
2015-09-10,538.0
2015-09-11,548.45
2015-09-14,535.8
2015-09-15,549.15
2015-09-16,552.35
2015-09-18,569.4
2015-09-21,570.95
2015-09-22,556.35
2015-09-23,563.95
2015-09-24,553.85
2015-09-28,550.95
2015-09-29,543.05
2015-09-30,547.2
2015-10-01,554.65
2015-10-05,562.35
2015-10-06,566.8
2015-10-07,563.4
2015-10-08,586.6
2015-10-09,568.6
2015-10-12,567.0
2015-10-13,557.0
2015-10-14,557.55
2015-10-15,565.25
2015-10-16,588.4
2015-10-19,579.0
2015-10-20,574.85
2015-10-21,571.15
2015-10-23,570.95
2015-10-26,562.45
2015-10-27,565.0
2015-10-28,564.75
2015-10-29,563.5
2015-10-30,564.4
2015-11-02,562.7
2015-11-03,570.0
2015-11-04,572.0
2015-11-05,572.35
2015-11-06,566.3
2015-11-09,564.8
2015-11-10,560.0
2015-11-11,568.65
2015-11-13,573.8
2015-11-16,567.75
2015-11-17,561.25
2015-11-18,561.0
2015-11-19,566.85
2015-11-20,557.5
2015-11-23,551.75
2015-11-24,553.65
2015-11-26,556.0
2015-11-27,561.5
2015-11-30,560.05
2015-12-01,583.1
2015-12-02,585.0
2015-12-04,625.8
2015-12-07,597.2
2015-12-08,594.75
2015-12-09,601.8
2015-12-10,588.8
2015-12-11,604.6
2015-12-14,590.9
2015-12-15,613.8
2015-12-16,615.05
2015-12-17,614.9
2015-12-18,620.35
2015-12-21,621.1
2015-12-22,626.05
2015-12-23,629.15
2015-12-24,647.65
2015-12-28,651.1
2015-12-29,640.55
2015-12-30,651.4
2015-12-31,646.0
