Date,SAKSOFT
2015-01-01,153.6
2015-01-02,184.3
2015-01-05,202.7
2015-01-06,222.7
2015-01-07,201.9
2015-01-08,220.65
2015-01-09,213.7
2015-01-12,209.3
2015-01-13,197.6
2015-01-14,198.85
2015-01-15,196.45
2015-01-16,195.35
2015-01-19,197.8
2015-01-20,189.7
2015-01-21,182.65
2015-01-22,181.55
2015-01-23,174.35
2015-01-27,165.55
2015-01-28,155.5
2015-01-29,163.25
2015-01-30,171.4
2015-02-02,177.4
2015-02-03,169.6
2015-02-04,178.05
2015-02-05,174.65
2015-02-06,165.95
2015-02-09,159.0
2015-02-10,155.6
2015-02-11,163.35
2015-02-12,161.35
2015-02-13,164.4
2015-02-16,165.7
2015-02-18,173.75
2015-02-19,173.05
2015-02-20,173.85
2015-02-23,169.2
2015-02-24,167.8
2015-02-25,164.0
2015-02-26,162.1
2015-02-27,154.3
2015-02-28,152.9
2015-03-02,153.15
2015-03-03,159.7
2015-03-04,155.45
2015-03-05,156.2
2015-03-09,159.95
2015-03-10,153.85
2015-03-11,151.85
2015-03-12,151.1
2015-03-13,145.15
2015-03-16,150.9
2015-03-17,137.8
2015-03-18,140.2
2015-03-19,135.6
2015-03-20,138.15
2015-03-23,139.8
2015-03-24,140.7
2015-03-25,140.75
2015-03-26,133.55
2015-03-27,132.65
2015-03-30,137.0
2015-03-31,137.35
2015-04-01,146.0
2015-04-06,143.2
2015-04-07,152.25
2015-04-08,165.45
2015-04-09,165.0
2015-04-10,158.3
2015-04-13,153.05
2015-04-15,158.2
2015-04-16,153.55
2015-04-17,153.2
2015-04-20,150.25
2015-04-21,149.6
2015-04-22,145.75
2015-04-23,154.55
2015-04-24,146.5
2015-04-27,142.2
2015-04-28,145.0
2015-04-29,148.55
2015-04-30,147.25
2015-05-04,152.15
2015-05-05,153.4
2015-05-06,152.8
2015-05-07,142.1
2015-05-08,149.6
2015-05-11,150.0
2015-05-12,151.25
2015-05-13,147.65
2015-05-14,152.2
2015-05-15,154.05
2015-05-18,152.1
2015-05-19,152.05
2015-05-20,163.25
2015-05-21,160.45
2015-05-22,151.7
2015-05-25,153.2
2015-05-26,154.5
2015-05-27,149.7
2015-05-28,145.4
2015-05-29,150.3
2015-06-01,146.65
2015-06-02,145.3
2015-06-03,140.65
2015-06-04,139.35
2015-06-05,142.2
2015-06-08,138.65
2015-06-09,136.1
2015-06-10,137.7
2015-06-11,133.45
2015-06-12,133.45
2015-06-15,138.0
2015-06-16,134.95
2015-06-17,135.35
2015-06-18,138.65
2015-06-19,139.4
2015-06-22,140.05
2015-06-23,139.15
2015-06-24,141.0
2015-06-25,141.35
2015-06-26,135.7
2015-06-29,134.65
2015-06-30,135.9
2015-07-01,142.6
2015-07-02,139.5
2015-07-03,141.0
2015-07-06,133.3
2015-07-07,138.25
2015-07-08,136.3
2015-07-09,135.75
2015-07-10,126.95
2015-07-13,125.0
2015-07-14,126.45
2015-07-15,129.5
2015-07-16,125.9
2015-07-17,128.55
2015-07-20,134.8
2015-07-21,133.0
2015-07-22,136.55
2015-07-23,138.45
2015-07-24,139.15
2015-07-27,133.85
2015-07-28,135.4
2015-07-29,132.55
2015-07-30,133.75
2015-07-31,139.35
2015-08-03,139.15
2015-08-04,144.05
2015-08-05,151.05
2015-08-06,155.6
2015-08-07,160.85
2015-08-10,152.9
2015-08-11,151.7
2015-08-12,146.7
2015-08-13,145.25
2015-08-14,151.7
2015-08-17,148.1
2015-08-18,152.4
2015-08-19,170.95
2015-08-20,159.7
2015-08-21,157.8
2015-08-24,144.55
2015-08-25,141.8
2015-08-26,141.65
2015-08-27,146.4
2015-08-28,139.8
2015-08-31,144.25
2015-09-01,140.15
2015-09-02,149.1
2015-09-03,145.85
2015-09-04,143.5
2015-09-07,140.45
2015-09-08,137.1
2015-09-09,133.1
2015-09-10,136.9
2015-09-11,137.3
2015-09-14,138.6
2015-09-15,134.75
2015-09-16,134.55
2015-09-18,135.8
2015-09-21,139.8
2015-09-22,131.85
2015-09-23,133.45
2015-09-24,132.85
2015-09-28,134.95
2015-09-29,134.4
2015-09-30,133.45
2015-10-01,136.95
2015-10-05,139.9
2015-10-06,138.35
2015-10-07,141.9
2015-10-08,140.95
2015-10-09,145.35
2015-10-12,144.0
2015-10-13,144.65
2015-10-14,141.35
2015-10-15,145.95
2015-10-16,143.6
2015-10-19,143.3
2015-10-20,143.5
2015-10-21,143.1
2015-10-23,140.3
2015-10-26,141.0
2015-10-27,144.65
2015-10-28,143.0
2015-10-29,142.05
2015-10-30,144.85
2015-11-02,142.75
2015-11-03,141.0
2015-11-04,145.35
2015-11-05,141.15
2015-11-06,132.55
2015-11-09,139.3
2015-11-10,135.5
2015-11-11,135.5
2015-11-13,140.25
2015-11-16,139.8
2015-11-17,140.0
2015-11-18,142.7
2015-11-19,137.35
2015-11-20,142.3
2015-11-23,148.85
2015-11-24,158.1
2015-11-26,189.7
2015-11-27,201.0
2015-11-30,212.15
2015-12-01,213.75
2015-12-02,205.75
2015-12-03,224.95
2015-12-04,228.05
2015-12-07,223.05
2015-12-08,216.0
2015-12-09,215.1
2015-12-10,218.6
2015-12-11,223.15
2015-12-14,223.75
2015-12-15,217.9
2015-12-16,214.65
2015-12-17,216.95
2015-12-18,216.35
2015-12-21,237.95
2015-12-22,257.55
2015-12-23,283.3
2015-12-24,297.45
2015-12-28,285.2
2015-12-29,299.45
2015-12-30,305.4
2015-12-31,320.65
