Date,ATFL
2015-01-01,597.0
2015-01-02,602.5
2015-01-05,610.95
2015-01-06,599.25
2015-01-07,599.45
2015-01-08,618.4
2015-01-09,609.95
2015-01-12,614.0
2015-01-13,628.6
2015-01-14,636.3
2015-01-15,650.3
2015-01-16,652.4
2015-01-19,691.95
2015-01-20,685.45
2015-01-21,696.5
2015-01-22,699.45
2015-01-23,679.05
2015-01-27,686.3
2015-01-28,679.7
2015-01-29,685.3
2015-01-30,678.65
2015-02-02,683.35
2015-02-03,686.35
2015-02-04,681.05
2015-02-05,671.45
2015-02-06,677.2
2015-02-09,691.15
2015-02-10,680.05
2015-02-11,678.75
2015-02-12,682.75
2015-02-13,692.15
2015-02-16,685.95
2015-02-18,682.6
2015-02-19,686.6
2015-02-20,670.45
2015-02-23,657.6
2015-02-24,655.65
2015-02-25,655.35
2015-02-26,649.2
2015-02-27,661.5
2015-02-28,669.0
2015-03-02,656.85
2015-03-03,701.3
2015-03-04,684.45
2015-03-05,679.45
2015-03-09,677.1
2015-03-10,679.35
2015-03-11,678.7
2015-03-12,673.6
2015-03-13,675.45
2015-03-16,667.25
2015-03-17,652.15
2015-03-18,653.25
2015-03-19,651.35
2015-03-20,636.05
2015-03-23,614.7
2015-03-24,637.75
2015-03-25,609.25
2015-03-26,625.05
2015-03-27,635.05
2015-03-30,674.45
2015-03-31,638.35
2015-04-01,629.25
2015-04-06,626.8
2015-04-07,627.75
2015-04-08,629.85
2015-04-09,628.7
2015-04-10,634.55
2015-04-13,639.45
2015-04-15,646.35
2015-04-16,647.4
2015-04-17,619.65
2015-04-20,618.3
2015-04-21,631.3
2015-04-22,635.95
2015-04-23,630.95
2015-04-24,620.4
2015-04-27,602.0
2015-04-28,630.2
2015-04-29,630.35
2015-04-30,632.8
2015-05-04,624.2
2015-05-05,624.8
2015-05-06,608.45
2015-05-07,592.8
2015-05-08,603.95
2015-05-11,613.8
2015-05-12,604.0
2015-05-13,598.25
2015-05-14,610.15
2015-05-15,620.0
2015-05-18,627.65
2015-05-19,624.5
2015-05-20,624.35
2015-05-21,613.65
2015-05-22,620.05
2015-05-25,618.6
2015-05-26,608.9
2015-05-27,602.75
2015-05-28,599.15
2015-05-29,599.65
2015-06-01,594.15
2015-06-02,589.55
2015-06-03,583.05
2015-06-04,594.35
2015-06-05,592.95
2015-06-08,581.7
2015-06-09,582.5
2015-06-10,584.8
2015-06-11,579.85
2015-06-12,586.25
2015-06-15,574.85
2015-06-16,587.5
2015-06-17,587.8
2015-06-18,586.9
2015-06-19,589.0
2015-06-22,588.7
2015-06-23,589.35
2015-06-24,580.6
2015-06-25,589.45
2015-06-26,585.3
2015-06-29,579.3
2015-06-30,577.05
2015-07-01,578.3
2015-07-02,596.05
2015-07-03,606.8
2015-07-06,604.95
2015-07-07,609.3
2015-07-08,602.5
2015-07-09,611.0
2015-07-10,616.4
2015-07-13,618.65
2015-07-14,620.95
2015-07-15,614.7
2015-07-16,610.7
2015-07-17,609.2
2015-07-20,593.55
2015-07-21,593.25
2015-07-22,595.75
2015-07-23,596.45
2015-07-24,589.75
2015-07-27,597.05
2015-07-28,591.3
2015-07-29,597.1
2015-07-30,616.5
2015-07-31,626.3
2015-08-03,619.2
2015-08-04,632.9
2015-08-05,619.2
2015-08-06,620.05
2015-08-07,627.1
2015-08-10,625.45
2015-08-11,621.3
2015-08-12,616.2
2015-08-13,610.7
2015-08-14,626.1
2015-08-17,632.5
2015-08-18,643.6
2015-08-19,635.3
2015-08-20,615.2
2015-08-21,612.1
2015-08-24,598.45
2015-08-25,592.75
2015-08-26,611.5
2015-08-27,618.5
2015-08-28,610.45
2015-08-31,602.25
2015-09-01,601.45
2015-09-02,599.85
2015-09-03,600.45
2015-09-04,594.4
2015-09-07,606.65
2015-09-08,598.15
2015-09-09,598.2
2015-09-10,598.05
2015-09-11,599.7
2015-09-14,614.2
2015-09-15,600.3
2015-09-16,600.0
2015-09-18,603.25
2015-09-21,603.7
2015-09-22,592.35
2015-09-23,595.1
2015-09-24,591.9
2015-09-28,594.0
2015-09-29,598.4
2015-09-30,591.95
2015-10-01,600.5
2015-10-05,600.0
2015-10-06,610.9
2015-10-07,608.25
2015-10-08,604.8
2015-10-09,605.65
2015-10-12,627.75
2015-10-13,638.75
2015-10-14,638.8
2015-10-15,619.45
2015-10-16,620.2
2015-10-19,596.55
2015-10-20,585.4
2015-10-21,589.65
2015-10-23,584.9
2015-10-26,583.0
2015-10-27,589.0
2015-10-28,600.75
2015-10-29,589.0
2015-10-30,585.0
2015-11-02,580.85
2015-11-03,587.15
2015-11-04,585.1
2015-11-05,577.7
2015-11-06,571.45
2015-11-09,578.25
2015-11-10,569.05
2015-11-11,585.25
2015-11-13,574.75
2015-11-16,577.8
2015-11-17,573.15
2015-11-18,569.5
2015-11-19,569.3
2015-11-20,567.4
2015-11-23,569.1
2015-11-24,569.95
2015-11-26,569.85
2015-11-27,568.95
2015-11-30,563.65
2015-12-01,572.8
2015-12-02,565.65
2015-12-03,561.95
2015-12-04,551.05
2015-12-07,561.0
2015-12-08,556.25
2015-12-09,540.35
2015-12-10,539.85
2015-12-11,543.15
2015-12-14,539.8
2015-12-15,540.2
2015-12-16,540.8
2015-12-17,533.05
2015-12-18,534.65
2015-12-21,536.75
2015-12-22,526.05
2015-12-23,537.7
2015-12-24,539.65
2015-12-28,531.9
2015-12-29,535.65
2015-12-30,530.3
2015-12-31,541.85
