Date,BSL
2015-01-01,35.9
2015-01-02,36.75
2015-01-05,36.4
2015-01-06,35.65
2015-01-07,37.0
2015-01-08,44.4
2015-01-09,45.85
2015-01-12,45.65
2015-01-13,45.0
2015-01-14,42.2
2015-01-15,43.2
2015-01-16,42.75
2015-01-19,42.95
2015-01-20,42.15
2015-01-21,41.3
2015-01-22,41.2
2015-01-23,40.55
2015-01-27,39.95
2015-01-28,40.35
2015-01-29,40.05
2015-01-30,39.75
2015-02-02,39.95
2015-02-03,39.65
2015-02-04,39.85
2015-02-05,39.7
2015-02-06,39.0
2015-02-09,39.6
2015-02-10,36.95
2015-02-11,39.15
2015-02-12,38.2
2015-02-13,38.05
2015-02-16,38.15
2015-02-18,39.0
2015-02-19,39.05
2015-02-20,38.15
2015-02-23,38.35
2015-02-24,37.15
2015-02-25,36.1
2015-02-26,36.25
2015-02-27,36.2
2015-02-28,36.25
2015-03-02,34.1
2015-03-03,34.85
2015-03-04,33.7
2015-03-05,33.0
2015-03-09,33.5
2015-03-10,33.85
2015-03-11,33.1
2015-03-12,34.9
2015-03-13,34.35
2015-03-16,34.25
2015-03-17,33.3
2015-03-18,32.6
2015-03-19,32.35
2015-03-20,31.4
2015-03-23,31.15
2015-03-24,30.9
2015-03-25,29.25
2015-03-26,28.95
2015-03-27,28.45
2015-03-30,28.6
2015-03-31,30.05
2015-04-01,31.0
2015-04-06,31.45
2015-04-07,33.4
2015-04-08,33.8
2015-04-09,35.55
2015-04-10,37.9
2015-04-13,39.35
2015-04-15,39.4
2015-04-16,38.85
2015-04-17,40.5
2015-04-20,38.25
2015-04-21,39.4
2015-04-22,40.6
2015-04-23,39.1
2015-04-24,37.85
2015-04-27,37.45
2015-04-28,38.9
2015-04-29,38.7
2015-04-30,39.2
2015-05-04,42.8
2015-05-05,43.05
2015-05-06,39.75
2015-05-07,40.65
2015-05-08,41.45
2015-05-11,45.7
2015-05-12,44.7
2015-05-13,44.85
2015-05-14,43.25
2015-05-15,42.8
2015-05-18,42.0
2015-05-19,41.6
2015-05-20,45.45
2015-05-21,46.7
2015-05-22,44.85
2015-05-25,44.4
2015-05-26,44.55
2015-05-27,44.35
2015-05-28,42.45
2015-05-29,43.25
2015-06-01,43.3
2015-06-02,42.2
2015-06-03,39.6
2015-06-04,38.7
2015-06-05,37.5
2015-06-08,37.2
2015-06-09,36.6
2015-06-10,37.0
2015-06-11,35.6
2015-06-12,35.4
2015-06-15,35.4
2015-06-16,34.85
2015-06-17,36.35
2015-06-18,38.85
2015-06-19,39.05
2015-06-22,40.4
2015-06-23,39.3
2015-06-24,42.7
2015-06-25,42.4
2015-06-26,42.45
2015-06-29,40.95
2015-06-30,45.0
2015-07-01,45.2
2015-07-02,43.8
2015-07-03,45.7
2015-07-06,48.05
2015-07-07,46.45
2015-07-08,45.0
2015-07-09,45.3
2015-07-10,44.8
2015-07-13,45.15
2015-07-14,46.15
2015-07-15,46.0
2015-07-16,45.55
2015-07-17,44.9
2015-07-20,44.75
2015-07-21,43.65
2015-07-22,43.6
2015-07-23,43.35
2015-07-24,43.95
2015-07-27,43.7
2015-07-28,44.35
2015-07-29,45.4
2015-07-30,53.4
2015-07-31,57.25
2015-08-03,56.25
2015-08-04,56.4
2015-08-05,55.3
2015-08-06,52.6
2015-08-07,52.6
2015-08-10,57.4
2015-08-11,55.0
2015-08-12,53.7
2015-08-13,51.95
2015-08-14,53.65
2015-08-17,51.5
2015-08-18,57.15
2015-08-19,57.05
2015-08-20,53.45
2015-08-21,53.05
2015-08-24,46.5
2015-08-25,48.05
2015-08-26,48.6
2015-08-27,49.65
2015-08-28,49.8
2015-08-31,48.25
2015-09-01,47.7
2015-09-02,47.2
2015-09-03,46.95
2015-09-04,44.6
2015-09-07,44.6
2015-09-08,45.5
2015-09-09,47.5
2015-09-10,46.3
2015-09-11,44.8
2015-09-14,46.35
2015-09-15,46.75
2015-09-16,46.75
2015-09-18,46.0
2015-09-21,45.15
2015-09-22,43.85
2015-09-23,44.45
2015-09-24,45.75
2015-09-28,45.05
2015-09-29,46.0
2015-09-30,45.95
2015-10-01,45.2
2015-10-05,45.65
2015-10-06,45.8
2015-10-07,45.85
2015-10-08,44.75
2015-10-09,44.65
2015-10-12,44.7
2015-10-13,45.2
2015-10-14,45.55
2015-10-15,49.2
2015-10-16,49.65
2015-10-19,50.35
2015-10-20,49.45
2015-10-21,53.55
2015-10-23,64.2
2015-10-26,77.0
2015-10-27,70.1
2015-10-28,70.75
2015-10-29,68.5
2015-10-30,65.35
2015-11-02,63.6
2015-11-03,60.5
2015-11-04,62.3
2015-11-05,63.05
2015-11-06,56.75
2015-11-09,55.7
2015-11-10,56.6
2015-11-11,57.75
2015-11-13,54.4
2015-11-16,53.3
2015-11-17,55.95
2015-11-18,55.7
2015-11-19,58.45
2015-11-20,61.35
2015-11-23,64.4
2015-11-24,62.55
2015-11-26,59.9
2015-11-27,59.0
2015-11-30,61.95
2015-12-01,64.7
2015-12-02,67.9
2015-12-03,71.25
2015-12-04,70.7
2015-12-07,72.1
2015-12-08,68.5
2015-12-09,65.1
2015-12-10,64.4
2015-12-11,67.6
2015-12-14,66.05
2015-12-15,68.35
2015-12-16,67.6
2015-12-17,70.95
2015-12-18,74.0
2015-12-21,73.25
2015-12-22,74.3
2015-12-23,77.05
2015-12-24,74.9
2015-12-28,73.25
2015-12-29,70.0
2015-12-30,73.5
2015-12-31,77.15
