Date,INDRAMEDCO
2015-01-01,57.75
2015-01-02,59.85
2015-01-05,69.85
2015-01-06,69.9
2015-01-07,71.5
2015-01-08,69.25
2015-01-09,69.65
2015-01-12,70.05
2015-01-13,67.95
2015-01-14,68.0
2015-01-15,66.8
2015-01-16,66.85
2015-01-19,68.25
2015-01-20,72.0
2015-01-21,72.35
2015-01-22,70.75
2015-01-23,70.6
2015-01-27,69.0
2015-01-28,71.5
2015-01-29,71.8
2015-01-30,66.05
2015-02-02,66.1
2015-02-03,66.0
2015-02-04,63.25
2015-02-05,62.5
2015-02-06,60.4
2015-02-09,59.2
2015-02-10,60.4
2015-02-11,63.55
2015-02-12,62.75
2015-02-13,62.5
2015-02-16,61.05
2015-02-18,62.25
2015-02-19,61.9
2015-02-20,64.15
2015-02-23,63.85
2015-02-24,62.4
2015-02-25,62.7
2015-02-26,61.15
2015-02-27,62.15
2015-02-28,61.85
2015-03-02,61.2
2015-03-03,63.2
2015-03-04,61.05
2015-03-05,61.1
2015-03-09,60.25
2015-03-10,58.95
2015-03-11,58.35
2015-03-12,58.75
2015-03-13,57.3
2015-03-16,57.75
2015-03-17,56.8
2015-03-18,58.15
2015-03-19,58.05
2015-03-20,54.9
2015-03-23,53.85
2015-03-24,53.95
2015-03-25,52.9
2015-03-26,51.5
2015-03-27,53.8
2015-03-30,55.6
2015-03-31,55.5
2015-04-01,61.15
2015-04-06,63.55
2015-04-07,63.3
2015-04-08,62.05
2015-04-09,63.75
2015-04-10,63.55
2015-04-13,63.55
2015-04-15,60.65
2015-04-16,57.8
2015-04-17,58.2
2015-04-20,55.1
2015-04-21,53.55
2015-04-22,53.55
2015-04-23,54.45
2015-04-24,52.95
2015-04-27,51.35
2015-04-28,52.1
2015-04-29,52.45
2015-04-30,52.6
2015-05-04,55.35
2015-05-05,56.85
2015-05-06,54.7
2015-05-07,53.25
2015-05-08,54.35
2015-05-11,53.85
2015-05-12,52.65
2015-05-13,52.95
2015-05-14,53.05
2015-05-15,53.5
2015-05-18,54.9
2015-05-19,54.6
2015-05-20,56.6
2015-05-21,56.0
2015-05-22,55.45
2015-05-25,56.1
2015-05-26,55.85
2015-05-27,53.7
2015-05-28,53.75
2015-05-29,54.9
2015-06-01,55.25
2015-06-02,53.9
2015-06-03,51.85
2015-06-04,52.5
2015-06-05,52.2
2015-06-08,51.95
2015-06-09,51.1
2015-06-10,51.25
2015-06-11,50.85
2015-06-12,50.4
2015-06-15,51.3
2015-06-16,50.75
2015-06-17,51.85
2015-06-18,51.8
2015-06-19,52.1
2015-06-22,53.0
2015-06-23,53.1
2015-06-24,53.05
2015-06-25,53.0
2015-06-26,52.85
2015-06-29,53.2
2015-06-30,54.55
2015-07-01,55.35
2015-07-02,55.9
2015-07-03,54.75
2015-07-06,56.5
2015-07-07,58.6
2015-07-08,61.6
2015-07-09,60.75
2015-07-10,60.95
2015-07-13,65.9
2015-07-14,67.4
2015-07-15,65.8
2015-07-16,67.2
2015-07-17,65.65
2015-07-20,71.9
2015-07-21,67.05
2015-07-22,69.55
2015-07-23,68.75
2015-07-24,68.2
2015-07-27,73.55
2015-07-28,70.65
2015-07-29,71.0
2015-07-30,69.75
2015-07-31,68.9
2015-08-03,68.15
2015-08-04,67.75
2015-08-05,68.25
2015-08-06,68.0
2015-08-07,68.65
2015-08-10,64.85
2015-08-11,63.2
2015-08-12,62.2
2015-08-13,61.7
2015-08-14,63.4
2015-08-17,62.95
2015-08-18,64.5
2015-08-19,65.25
2015-08-20,64.0
2015-08-21,64.9
2015-08-24,61.7
2015-08-25,59.5
2015-08-26,59.55
2015-08-27,61.65
2015-08-28,61.25
2015-08-31,62.35
2015-09-01,60.85
2015-09-02,59.5
2015-09-03,60.45
2015-09-04,58.25
2015-09-07,56.3
2015-09-08,56.8
2015-09-09,58.5
2015-09-10,59.2
2015-09-11,59.45
2015-09-14,59.85
2015-09-15,60.95
2015-09-16,59.45
2015-09-18,59.75
2015-09-21,60.0
2015-09-22,59.5
2015-09-23,59.85
2015-09-24,59.15
2015-09-28,59.25
2015-09-29,59.35
2015-09-30,59.8
2015-10-01,61.25
2015-10-05,62.0
2015-10-06,61.25
2015-10-07,65.45
2015-10-08,66.8
2015-10-09,66.95
2015-10-12,66.7
2015-10-13,66.65
2015-10-14,66.15
2015-10-15,67.75
2015-10-16,66.65
2015-10-19,68.05
2015-10-20,66.7
2015-10-21,66.7
2015-10-23,67.05
2015-10-26,66.3
2015-10-27,65.95
2015-10-28,64.85
2015-10-29,68.1
2015-10-30,66.95
2015-11-02,66.95
2015-11-03,66.6
2015-11-04,65.9
2015-11-05,64.95
2015-11-06,63.95
2015-11-09,64.45
2015-11-10,64.0
2015-11-11,65.6
2015-11-13,63.7
2015-11-16,65.8
2015-11-17,66.3
2015-11-18,66.05
2015-11-19,67.25
2015-11-20,67.25
2015-11-23,65.5
2015-11-24,65.5
2015-11-26,65.55
2015-11-27,70.45
2015-11-30,69.8
2015-12-01,69.45
2015-12-02,69.1
2015-12-03,70.2
2015-12-04,69.9
2015-12-07,71.85
2015-12-08,72.4
2015-12-09,67.45
2015-12-10,72.05
2015-12-11,70.9
2015-12-14,69.05
2015-12-15,67.9
2015-12-16,69.25
2015-12-17,67.3
2015-12-18,67.6
2015-12-21,67.35
2015-12-22,66.9
2015-12-23,66.95
2015-12-24,66.4
2015-12-28,67.15
2015-12-29,65.55
2015-12-30,65.35
2015-12-31,66.45
