Date,SMLISUZU
2015-01-01,872.05
2015-01-02,904.2
2015-01-05,898.65
2015-01-06,940.1
2015-01-07,952.25
2015-01-08,966.3
2015-01-09,961.55
2015-01-12,950.55
2015-01-13,954.6
2015-01-14,955.2
2015-01-15,947.75
2015-01-16,975.55
2015-01-19,967.15
2015-01-20,960.85
2015-01-21,966.45
2015-01-22,941.75
2015-01-23,954.45
2015-01-27,1026.65
2015-01-28,977.2
2015-01-29,979.2
2015-01-30,979.45
2015-02-02,993.2
2015-02-03,985.85
2015-02-04,1023.3
2015-02-05,991.7
2015-02-06,949.5
2015-02-09,912.05
2015-02-10,906.7
2015-02-11,903.4
2015-02-12,916.5
2015-02-13,929.5
2015-02-16,950.45
2015-02-18,1001.3
2015-02-19,997.55
2015-02-20,1003.5
2015-02-23,978.6
2015-02-24,1091.7
2015-02-25,1046.5
2015-02-26,1005.2
2015-02-27,1015.3
2015-02-28,1014.4
2015-03-02,1024.8
2015-03-03,1038.25
2015-03-04,1002.15
2015-03-05,1202.55
2015-03-09,1146.55
2015-03-10,1170.85
2015-03-11,1147.9
2015-03-12,1224.8
2015-03-13,1208.2
2015-03-16,1214.5
2015-03-17,1194.7
2015-03-18,1195.65
2015-03-19,1190.1
2015-03-20,1126.9
2015-03-23,1090.85
2015-03-24,1088.15
2015-03-25,1079.9
2015-03-26,1088.5
2015-03-27,1081.95
2015-03-30,1168.9
2015-03-31,1167.1
2015-04-01,1177.95
2015-04-06,1413.5
2015-04-07,1431.05
2015-04-08,1491.25
2015-04-09,1508.5
2015-04-10,1481.6
2015-04-13,1536.9
2015-04-15,1501.8
2015-04-16,1481.85
2015-04-17,1465.15
2015-04-20,1398.0
2015-04-21,1397.65
2015-04-22,1398.5
2015-04-23,1352.15
2015-04-24,1274.85
2015-04-27,1169.45
2015-04-28,1239.4
2015-04-29,1268.95
2015-04-30,1292.75
2015-05-04,1331.95
2015-05-05,1323.9
2015-05-06,1212.65
2015-05-07,1184.45
2015-05-08,1229.05
2015-05-11,1229.05
2015-05-12,1169.7
2015-05-13,1209.9
2015-05-14,1177.3
2015-05-15,1188.8
2015-05-18,1219.4
2015-05-19,1200.25
2015-05-20,1205.7
2015-05-21,1200.2
2015-05-22,1205.65
2015-05-25,1186.25
2015-05-26,1176.8
2015-05-27,1148.4
2015-05-28,1163.8
2015-05-29,1200.5
2015-06-01,1215.7
2015-06-02,1164.65
2015-06-03,1130.6
2015-06-04,1151.2
2015-06-05,1144.15
2015-06-08,1130.75
2015-06-09,1095.0
2015-06-10,1122.3
2015-06-11,1096.8
2015-06-12,1077.35
2015-06-15,1058.85
2015-06-16,1081.35
2015-06-17,1095.6
2015-06-18,1115.05
2015-06-19,1115.8
2015-06-22,1120.55
2015-06-23,1145.5
2015-06-24,1104.15
2015-06-25,1109.1
2015-06-26,1170.8
2015-06-29,1129.6
2015-06-30,1130.6
2015-07-01,1133.25
2015-07-02,1141.65
2015-07-03,1122.0
2015-07-06,1115.35
2015-07-07,1130.35
2015-07-08,1095.2
2015-07-09,1108.65
2015-07-10,1097.3
2015-07-13,1101.5
2015-07-14,1097.75
2015-07-15,1108.55
2015-07-16,1099.2
2015-07-17,1091.25
2015-07-20,1106.3
2015-07-21,1068.05
2015-07-22,1079.8
2015-07-23,1113.2
2015-07-24,1127.65
2015-07-27,1101.85
2015-07-28,1211.3
2015-07-29,1234.3
2015-07-30,1312.5
2015-07-31,1304.95
2015-08-03,1421.4
2015-08-04,1533.3
2015-08-05,1458.65
2015-08-06,1423.05
2015-08-07,1434.05
2015-08-10,1388.8
2015-08-11,1337.6
2015-08-12,1271.15
2015-08-13,1235.2
2015-08-14,1296.4
2015-08-17,1271.8
2015-08-18,1337.65
2015-08-19,1333.1
2015-08-20,1277.85
2015-08-21,1253.45
2015-08-24,1069.6
2015-08-25,1095.35
2015-08-26,1080.7
2015-08-27,1159.15
2015-08-28,1166.55
2015-08-31,1161.0
2015-09-01,1111.65
2015-09-02,1144.5
2015-09-03,1182.55
2015-09-04,1129.25
2015-09-07,1103.7
2015-09-08,1141.15
2015-09-09,1143.25
2015-09-10,1143.95
2015-09-11,1150.1
2015-09-14,1167.75
2015-09-15,1146.4
2015-09-16,1134.3
2015-09-18,1155.0
2015-09-21,1240.45
2015-09-22,1181.05
2015-09-23,1209.35
2015-09-24,1204.25
2015-09-28,1153.35
2015-09-29,1180.65
2015-09-30,1180.75
2015-10-01,1238.85
2015-10-05,1309.15
2015-10-06,1298.85
2015-10-07,1276.5
2015-10-08,1274.75
2015-10-09,1297.65
2015-10-12,1298.45
2015-10-13,1375.85
2015-10-14,1391.85
2015-10-15,1395.4
2015-10-16,1406.1
2015-10-19,1431.2
2015-10-20,1370.9
2015-10-21,1346.75
2015-10-23,1336.3
2015-10-26,1341.9
2015-10-27,1366.0
2015-10-28,1396.25
2015-10-29,1374.15
2015-10-30,1333.5
2015-11-02,1341.45
2015-11-03,1355.0
2015-11-04,1335.4
2015-11-05,1315.45
2015-11-06,1265.35
2015-11-09,1243.55
2015-11-10,1230.55
2015-11-11,1259.0
2015-11-13,1215.6
2015-11-16,1212.85
2015-11-17,1217.3
2015-11-18,1183.45
2015-11-19,1189.15
2015-11-20,1266.5
2015-11-23,1297.05
2015-11-24,1265.7
2015-11-26,1302.95
2015-11-27,1284.05
2015-11-30,1290.6
2015-12-01,1308.05
2015-12-02,1281.05
2015-12-03,1271.4
2015-12-04,1243.4
2015-12-07,1239.0
2015-12-08,1217.95
2015-12-09,1179.7
2015-12-10,1195.6
2015-12-11,1157.15
2015-12-14,1213.55
2015-12-15,1239.65
2015-12-16,1223.85
2015-12-17,1225.4
2015-12-18,1258.05
2015-12-21,1244.15
2015-12-22,1225.75
2015-12-23,1232.65
2015-12-24,1221.7
2015-12-28,1225.35
2015-12-29,1214.65
2015-12-30,1216.6
2015-12-31,1222.5
