Date,GODREJIND
2015-01-01,292.15
2015-01-02,295.55
2015-01-05,294.8
2015-01-06,278.7
2015-01-07,277.2
2015-01-08,284.05
2015-01-09,284.6
2015-01-12,288.45
2015-01-13,293.1
2015-01-14,294.85
2015-01-15,306.15
2015-01-16,314.85
2015-01-19,309.4
2015-01-20,310.95
2015-01-21,308.7
2015-01-22,309.1
2015-01-23,314.55
2015-01-27,316.55
2015-01-28,312.1
2015-01-29,315.05
2015-01-30,310.75
2015-02-02,312.35
2015-02-03,321.4
2015-02-04,307.4
2015-02-05,305.35
2015-02-06,303.9
2015-02-09,292.15
2015-02-10,308.1
2015-02-11,309.65
2015-02-12,314.85
2015-02-13,328.05
2015-02-16,323.6
2015-02-18,330.75
2015-02-19,331.6
2015-02-20,330.85
2015-02-23,329.25
2015-02-24,331.65
2015-02-25,334.05
2015-02-26,328.2
2015-02-27,331.2
2015-02-28,332.6
2015-03-02,340.3
2015-03-03,339.35
2015-03-04,335.45
2015-03-05,335.05
2015-03-09,330.75
2015-03-10,329.3
2015-03-11,330.5
2015-03-12,339.25
2015-03-13,335.55
2015-03-16,333.05
2015-03-17,345.0
2015-03-18,345.0
2015-03-19,340.5
2015-03-20,336.45
2015-03-23,333.5
2015-03-24,333.2
2015-03-25,334.15
2015-03-26,334.6
2015-03-27,345.5
2015-03-30,345.15
2015-03-31,345.85
2015-04-01,359.2
2015-04-06,360.8
2015-04-07,361.7
2015-04-08,372.6
2015-04-09,369.0
2015-04-10,382.25
2015-04-13,381.6
2015-04-15,370.0
2015-04-16,374.6
2015-04-17,370.75
2015-04-20,350.75
2015-04-21,368.65
2015-04-22,371.25
2015-04-23,367.75
2015-04-24,360.65
2015-04-27,341.2
2015-04-28,351.45
2015-04-29,339.0
2015-04-30,361.15
2015-05-04,376.4
2015-05-05,369.1
2015-05-06,366.45
2015-05-07,355.75
2015-05-08,340.3
2015-05-11,355.05
2015-05-12,340.5
2015-05-13,347.95
2015-05-14,364.1
2015-05-15,359.3
2015-05-18,363.65
2015-05-19,360.4
2015-05-20,362.65
2015-05-21,362.8
2015-05-22,359.5
2015-05-25,363.4
2015-05-26,363.9
2015-05-27,363.2
2015-05-28,377.5
2015-05-29,379.05
2015-06-01,374.4
2015-06-02,350.75
2015-06-03,342.5
2015-06-04,332.9
2015-06-05,337.9
2015-06-08,332.05
2015-06-09,332.55
2015-06-10,335.85
2015-06-11,329.3
2015-06-12,331.45
2015-06-15,331.0
2015-06-16,332.3
2015-06-17,335.4
2015-06-18,335.5
2015-06-19,344.25
2015-06-22,346.95
2015-06-23,347.3
2015-06-24,343.85
2015-06-25,358.3
2015-06-26,354.45
2015-06-29,347.15
2015-06-30,355.7
2015-07-01,362.2
2015-07-02,362.3
2015-07-03,363.25
2015-07-06,370.05
2015-07-07,373.5
2015-07-08,367.2
2015-07-09,370.0
2015-07-10,368.6
2015-07-13,377.25
2015-07-14,381.6
2015-07-15,396.65
2015-07-16,400.3
2015-07-17,394.35
2015-07-20,400.6
2015-07-21,390.85
2015-07-22,403.5
2015-07-23,393.05
2015-07-24,384.8
2015-07-27,376.45
2015-07-28,373.75
2015-07-29,372.75
2015-07-30,390.85
2015-07-31,390.65
2015-08-03,387.3
2015-08-04,389.65
2015-08-05,390.05
2015-08-06,397.05
2015-08-07,395.4
2015-08-10,402.0
2015-08-11,393.9
2015-08-12,381.8
2015-08-13,372.9
2015-08-14,385.6
2015-08-17,382.9
2015-08-18,385.1
2015-08-19,386.25
2015-08-20,375.75
2015-08-21,372.45
2015-08-24,334.7
2015-08-25,353.05
2015-08-26,340.95
2015-08-27,370.7
2015-08-28,369.45
2015-08-31,369.3
2015-09-01,366.15
2015-09-02,363.4
2015-09-03,365.25
2015-09-04,361.35
2015-09-07,364.8
2015-09-08,361.45
2015-09-09,367.6
2015-09-10,375.6
2015-09-11,363.2
2015-09-14,364.05
2015-09-15,359.25
2015-09-16,354.25
2015-09-18,353.75
2015-09-21,351.35
2015-09-22,341.95
2015-09-23,344.1
2015-09-24,355.25
2015-09-28,350.85
2015-09-29,343.35
2015-09-30,348.1
2015-10-01,350.6
2015-10-05,358.55
2015-10-06,358.4
2015-10-07,356.45
2015-10-08,359.2
2015-10-09,359.15
2015-10-12,359.35
2015-10-13,352.7
2015-10-14,348.8
2015-10-15,364.3
2015-10-16,366.15
2015-10-19,371.0
2015-10-20,372.9
2015-10-21,367.6
2015-10-23,367.05
2015-10-26,383.05
2015-10-27,383.85
2015-10-28,387.55
2015-10-29,397.6
2015-10-30,391.5
2015-11-02,396.5
2015-11-03,401.8
2015-11-04,396.55
2015-11-05,386.95
2015-11-06,392.15
2015-11-09,390.8
2015-11-10,375.55
2015-11-11,377.65
2015-11-13,382.65
2015-11-16,388.8
2015-11-17,388.0
2015-11-18,381.35
2015-11-19,383.9
2015-11-20,383.8
2015-11-23,385.6
2015-11-24,389.55
2015-11-26,396.3
2015-11-27,390.35
2015-11-30,382.65
2015-12-01,382.15
2015-12-02,377.75
2015-12-03,370.85
2015-12-04,370.95
2015-12-07,375.85
2015-12-08,369.2
2015-12-09,362.3
2015-12-10,356.3
2015-12-11,360.4
2015-12-14,360.8
2015-12-15,357.6
2015-12-16,363.1
2015-12-17,370.5
2015-12-18,377.7
2015-12-21,384.35
2015-12-22,380.2
2015-12-23,381.05
2015-12-24,380.15
2015-12-28,382.8
2015-12-29,387.55
2015-12-30,382.35
2015-12-31,379.2
