Date,ASTRAZEN
2015-01-01,870.8
2015-01-02,884.05
2015-01-05,882.8
2015-01-06,854.95
2015-01-07,847.55
2015-01-08,887.1
2015-01-09,865.7
2015-01-12,878.0
2015-01-13,864.95
2015-01-14,871.2
2015-01-15,864.1
2015-01-16,860.8
2015-01-19,856.85
2015-01-20,867.4
2015-01-21,856.85
2015-01-22,879.95
2015-01-23,867.75
2015-01-27,881.45
2015-01-28,870.25
2015-01-29,870.6
2015-01-30,872.8
2015-02-02,888.1
2015-02-03,886.15
2015-02-04,897.15
2015-02-05,879.6
2015-02-06,868.55
2015-02-09,866.15
2015-02-10,869.8
2015-02-11,874.25
2015-02-12,864.35
2015-02-13,870.15
2015-02-16,866.45
2015-02-18,862.3
2015-02-19,860.1
2015-02-20,859.5
2015-02-23,849.9
2015-02-24,840.35
2015-02-25,826.2
2015-02-26,822.5
2015-02-27,812.4
2015-02-28,821.05
2015-03-02,867.55
2015-03-03,874.65
2015-03-04,850.55
2015-03-05,951.2
2015-03-09,922.1
2015-03-10,914.85
2015-03-11,911.2
2015-03-12,935.15
2015-03-13,957.65
2015-03-16,943.35
2015-03-17,938.1
2015-03-18,922.0
2015-03-19,916.05
2015-03-20,901.95
2015-03-23,912.2
2015-03-24,892.2
2015-03-25,893.95
2015-03-26,884.75
2015-03-27,876.4
2015-03-30,907.55
2015-03-31,920.9
2015-04-01,920.35
2015-04-06,1002.9
2015-04-07,1027.7
2015-04-08,1001.65
2015-04-09,1005.45
2015-04-10,980.5
2015-04-13,979.45
2015-04-15,976.0
2015-04-16,979.45
2015-04-17,959.8
2015-04-20,920.2
2015-04-21,918.2
2015-04-22,915.1
2015-04-23,912.6
2015-04-24,875.9
2015-04-27,880.6
2015-04-28,894.45
2015-04-29,882.05
2015-04-30,881.5
2015-05-04,895.75
2015-05-05,889.35
2015-05-06,860.4
2015-05-07,856.0
2015-05-08,865.85
2015-05-11,896.7
2015-05-12,877.75
2015-05-13,882.7
2015-05-14,891.1
2015-05-15,895.2
2015-05-18,891.5
2015-05-19,885.15
2015-05-20,875.85
2015-05-21,860.2
2015-05-22,863.6
2015-05-25,858.05
2015-05-26,855.35
2015-05-27,855.55
2015-05-28,975.7
2015-05-29,962.05
2015-06-01,959.8
2015-06-02,945.05
2015-06-03,928.65
2015-06-04,919.4
2015-06-05,916.9
2015-06-08,903.9
2015-06-09,930.9
2015-06-10,954.6
2015-06-11,1145.5
2015-06-12,1098.85
2015-06-15,1256.6
2015-06-16,1262.75
2015-06-17,1239.6
2015-06-18,1243.15
2015-06-19,1201.7
2015-06-22,1170.7
2015-06-23,1242.65
2015-06-24,1203.75
2015-06-25,1202.4
2015-06-26,1189.55
2015-06-29,1184.7
2015-06-30,1192.0
2015-07-01,1199.95
2015-07-02,1179.3
2015-07-03,1167.35
2015-07-06,1176.65
2015-07-07,1203.15
2015-07-08,1186.45
