Date,HINDOILEXP
2015-01-01,36.5
2015-01-02,36.15
2015-01-05,35.65
2015-01-06,33.5
2015-01-07,33.45
2015-01-08,34.65
2015-01-09,35.85
2015-01-12,35.65
2015-01-13,34.25
2015-01-14,33.75
2015-01-15,34.35
2015-01-16,33.95
2015-01-19,34.1
2015-01-20,34.6
2015-01-21,34.05
2015-01-22,33.4
2015-01-23,33.35
2015-01-27,33.05
2015-01-28,32.9
2015-01-29,32.7
2015-01-30,32.85
2015-02-02,32.85
2015-02-03,37.3
2015-02-04,39.1
2015-02-05,36.35
2015-02-06,36.4
2015-02-09,35.3
2015-02-10,34.65
2015-02-11,34.7
2015-02-12,36.15
2015-02-13,35.5
2015-02-16,34.65
2015-02-18,41.55
2015-02-19,42.5
2015-02-20,40.75
2015-02-23,40.5
2015-02-24,47.5
2015-02-25,50.9
2015-02-26,47.95
2015-02-27,50.4
2015-02-28,47.8
2015-03-02,49.7
2015-03-03,51.25
2015-03-04,48.35
2015-03-05,48.6
2015-03-09,46.55
2015-03-10,45.25
2015-03-11,43.4
2015-03-12,46.05
2015-03-13,45.2
2015-03-16,43.4
2015-03-17,42.45
2015-03-18,42.0
2015-03-19,42.0
2015-03-20,41.3
2015-03-23,39.05
2015-03-24,37.65
2015-03-25,36.8
2015-03-26,36.85
2015-03-27,36.75
2015-03-30,38.3
2015-03-31,36.8
2015-04-01,38.5
2015-04-06,39.6
2015-04-07,41.4
2015-04-08,41.35
2015-04-09,42.3
2015-04-10,42.6
2015-04-13,46.95
2015-04-15,44.3
2015-04-16,44.35
2015-04-17,44.05
2015-04-20,42.15
2015-04-21,41.15
2015-04-22,41.5
2015-04-23,41.8
2015-04-24,39.65
2015-04-27,37.0
2015-04-28,37.85
2015-04-29,38.15
2015-04-30,37.95
2015-05-04,39.25
2015-05-05,39.05
2015-05-06,37.9
2015-05-07,36.5
2015-05-08,37.25
2015-05-11,37.75
2015-05-12,36.4
2015-05-13,36.85
2015-05-14,36.9
2015-05-15,37.05
2015-05-18,37.85
2015-05-19,42.25
2015-05-20,41.25
2015-05-21,39.0
2015-05-22,39.1
2015-05-25,38.85
2015-05-26,38.35
2015-05-27,38.6
2015-05-28,37.95
2015-05-29,38.45
2015-06-01,38.45
2015-06-02,37.4
2015-06-03,35.2
2015-06-04,34.35
2015-06-05,34.2
2015-06-08,33.4
2015-06-09,34.15
2015-06-10,35.1
2015-06-11,34.45
2015-06-12,34.95
2015-06-15,35.4
2015-06-16,35.05
2015-06-17,35.95
2015-06-18,36.8
2015-06-19,37.1
2015-06-22,37.45
2015-06-23,38.75
2015-06-24,39.0
2015-06-25,38.35
2015-06-26,37.65
2015-06-29,35.8
2015-06-30,36.95
2015-07-01,37.75
2015-07-02,37.5
2015-07-03,37.1
2015-07-06,38.05
2015-07-07,38.7
2015-07-08,37.55
2015-07-09,37.75
2015-07-10,37.9
2015-07-13,37.8
2015-07-14,39.9
2015-07-15,39.8
2015-07-16,39.5
2015-07-17,41.0
2015-07-20,40.0
2015-07-21,38.4
2015-07-22,40.05
2015-07-23,41.1
2015-07-24,39.55
2015-07-27,38.6
2015-07-28,38.65
2015-07-29,39.15
2015-07-30,39.0
2015-07-31,40.65
2015-08-03,40.45
2015-08-04,39.75
2015-08-05,40.3
2015-08-06,42.4
2015-08-07,44.15
2015-08-10,42.5
2015-08-11,41.5
2015-08-12,39.2
2015-08-13,38.25
2015-08-14,38.55
2015-08-17,38.4
2015-08-18,38.95
2015-08-19,38.5
2015-08-20,39.2
2015-08-21,38.2
2015-08-24,32.9
2015-08-25,30.55
2015-08-26,31.55
2015-08-27,34.1
2015-08-28,34.45
2015-08-31,34.65
2015-09-01,32.7
2015-09-02,34.9
2015-09-03,34.6
2015-09-04,32.9
2015-09-07,31.95
2015-09-08,32.4
2015-09-09,33.45
2015-09-10,32.55
2015-09-11,32.85
2015-09-14,33.0
2015-09-15,33.05
2015-09-16,32.85
2015-09-18,33.15
2015-09-21,33.65
2015-09-22,32.95
2015-09-23,33.0
2015-09-24,32.8
2015-09-28,32.7
2015-09-29,32.3
2015-09-30,32.55
2015-10-01,32.65
2015-10-05,33.4
2015-10-06,33.5
2015-10-07,35.55
2015-10-08,34.95
2015-10-09,35.0
2015-10-12,36.5
2015-10-13,36.35
2015-10-14,37.3
2015-10-15,36.75
2015-10-16,37.2
2015-10-19,37.2
2015-10-20,36.95
2015-10-21,36.4
2015-10-23,35.7
2015-10-26,34.8
2015-10-27,34.05
2015-10-28,34.1
2015-10-29,34.5
2015-10-30,33.85
2015-11-02,33.05
2015-11-03,33.35
2015-11-04,33.55
2015-11-05,32.3
2015-11-06,31.85
2015-11-09,31.9
2015-11-10,31.65
2015-11-11,32.15
2015-11-13,31.55
2015-11-16,31.8
2015-11-17,34.15
2015-11-18,32.85
2015-11-19,33.2
2015-11-20,33.25
2015-11-23,33.45
2015-11-24,33.75
2015-11-26,33.95
2015-11-27,33.65
2015-11-30,35.6
2015-12-01,36.1
2015-12-02,36.35
2015-12-03,35.7
2015-12-04,36.05
2015-12-07,35.25
2015-12-08,34.15
2015-12-09,32.15
2015-12-10,32.65
2015-12-11,32.35
2015-12-14,32.45
2015-12-15,32.3
2015-12-16,33.1
2015-12-17,33.55
2015-12-18,33.6
2015-12-21,34.35
2015-12-22,35.3
2015-12-23,35.25
2015-12-24,36.1
2015-12-28,35.6
2015-12-29,36.3
2015-12-30,36.05
2015-12-31,35.9
