Date,PGHH
2015-01-01,5811.1
2015-01-02,5836.05
2015-01-05,5839.7
2015-01-06,5799.35
2015-01-07,5845.65
2015-01-08,5964.9
2015-01-09,6148.2
2015-01-12,6120.0
2015-01-13,6097.5
2015-01-14,6122.95
2015-01-15,6096.8
2015-01-16,6141.85
2015-01-19,6122.25
2015-01-20,6083.9
2015-01-21,6120.5
2015-01-22,6166.75
2015-01-23,6120.8
2015-01-27,6124.25
2015-01-28,6189.35
2015-01-29,6330.25
2015-01-30,6263.7
2015-02-02,6311.45
2015-02-03,6301.5
2015-02-04,6266.6
2015-02-05,6255.4
2015-02-06,6323.3
2015-02-09,6251.45
2015-02-10,6603.0
2015-02-11,6766.05
2015-02-12,6939.1
2015-02-13,6897.2
2015-02-16,7081.35
2015-02-18,7165.7
2015-02-19,7143.9
2015-02-20,7056.95
2015-02-23,6836.95
2015-02-24,6849.8
2015-02-25,6941.5
2015-02-26,6880.3
2015-02-27,7003.75
2015-02-28,6923.6
2015-03-02,7043.1
2015-03-03,7018.25
2015-03-04,7021.5
2015-03-05,6990.45
2015-03-09,6990.0
2015-03-10,6976.3
2015-03-11,7278.2
2015-03-12,7293.2
2015-03-13,7194.8
2015-03-16,7163.65
2015-03-17,7299.45
2015-03-18,7383.0
2015-03-19,7355.85
2015-03-20,7349.15
2015-03-23,7215.3
2015-03-24,7249.4
2015-03-25,7198.15
2015-03-26,7134.15
2015-03-27,7158.25
2015-03-30,7209.2
2015-03-31,7225.15
2015-04-01,7188.95
2015-04-06,7232.05
2015-04-07,7162.75
2015-04-08,7169.6
2015-04-09,7160.0
2015-04-10,7149.9
2015-04-13,7129.8
2015-04-15,7118.8
2015-04-16,7147.9
2015-04-17,7115.65
2015-04-20,6983.65
2015-04-21,6963.85
2015-04-22,6772.25
2015-04-23,6815.8
2015-04-24,6675.95
2015-04-27,6462.75
2015-04-28,6695.5
2015-04-29,6741.1
2015-04-30,6859.2
2015-05-04,6797.05
2015-05-05,6836.8
2015-05-06,6759.3
2015-05-07,6807.35
2015-05-08,6870.95
2015-05-11,6874.0
2015-05-12,6802.85
2015-05-13,6707.9
2015-05-14,6823.3
2015-05-15,6788.8
2015-05-18,6721.8
2015-05-19,6679.45
2015-05-20,6618.7
2015-05-21,6609.7
2015-05-22,6651.55
2015-05-25,6614.8
2015-05-26,6508.25
2015-05-27,6535.9
2015-05-28,6423.2
2015-05-29,6375.3
2015-06-01,6431.3
2015-06-02,6423.4
2015-06-03,6471.65
2015-06-04,6371.55
2015-06-05,6386.4
2015-06-08,6379.9
2015-06-09,6381.75
2015-06-10,6328.25
2015-06-11,6306.65
2015-06-12,6261.45
2015-06-15,6315.45
2015-06-16,6225.65
2015-06-17,6322.75
2015-06-18,6360.7
2015-06-19,6389.2
2015-06-22,6433.55
2015-06-23,6498.65
2015-06-24,6408.85
2015-06-25,6464.55
2015-06-26,6565.55
2015-06-29,6512.05
2015-06-30,6835.0
2015-07-01,6770.4
2015-07-02,6683.2
2015-07-03,6592.75
2015-07-06,6566.85
2015-07-07,6692.6
2015-07-08,6592.2
2015-07-09,6515.75
2015-07-10,6410.65
2015-07-13,6440.3
2015-07-14,6425.35
2015-07-15,6360.65
2015-07-16,6434.85
2015-07-17,6429.4
2015-07-20,6443.25
2015-07-21,6362.3
2015-07-22,6366.25
2015-07-23,6367.95
2015-07-24,6295.8
2015-07-27,6209.65
2015-07-28,6191.6
2015-07-29,6247.8
2015-07-30,6324.6
2015-07-31,6365.95
2015-08-03,6231.8
2015-08-04,6325.85
2015-08-05,6453.05
2015-08-06,6468.95
2015-08-07,6532.55
2015-08-10,6520.1
2015-08-11,6529.2
2015-08-12,6466.6
2015-08-13,6370.2
2015-08-14,6365.05
2015-08-17,6298.6
2015-08-18,6294.25
2015-08-19,6278.2
2015-08-20,6274.55
2015-08-21,6283.1
2015-08-24,6095.4
2015-08-25,6042.5
2015-08-26,6004.1
2015-08-27,6013.25
2015-08-28,6045.3
2015-08-31,6045.45
2015-09-01,6033.15
2015-09-02,6066.7
2015-09-03,6159.9
2015-09-04,6174.45
2015-09-07,5999.2
2015-09-08,5919.4
2015-09-09,5983.45
2015-09-10,5955.95
2015-09-11,5987.9
2015-09-14,5952.2
2015-09-15,5910.0
2015-09-16,5925.35
2015-09-18,6005.2
2015-09-21,6094.0
2015-09-22,6001.6
2015-09-23,6035.1
