Date,SOTL
2015-01-01,731.7
2015-01-02,737.5
2015-01-05,729.35
2015-01-06,721.25
2015-01-07,726.7
2015-01-08,735.2
2015-01-09,733.35
2015-01-12,729.65
2015-01-13,739.8
2015-01-14,719.1
2015-01-15,730.35
2015-01-16,732.6
2015-01-19,739.75
2015-01-20,741.7
2015-01-21,736.8
2015-01-22,752.65
2015-01-23,731.35
2015-01-27,740.45
2015-01-28,734.7
2015-01-29,746.75
2015-01-30,731.4
2015-02-02,685.45
2015-02-03,674.35
2015-02-04,667.4
2015-02-05,665.0
2015-02-06,654.15
2015-02-09,635.7
2015-02-10,623.1
2015-02-11,626.05
2015-02-12,612.55
2015-02-13,610.5
2015-02-16,605.8
2015-02-18,600.3
2015-02-19,598.6
2015-02-20,605.2
2015-02-23,594.3
2015-02-24,595.55
2015-02-25,601.55
2015-02-26,596.9
2015-02-27,592.15
2015-02-28,559.65
2015-03-02,538.05
2015-03-03,543.15
2015-03-04,536.4
2015-03-05,537.0
2015-03-09,537.25
2015-03-10,528.7
2015-03-11,536.95
2015-03-12,536.95
2015-03-13,535.85
2015-03-16,537.4
2015-03-17,536.05
2015-03-18,529.25
2015-03-19,524.45
2015-03-20,514.05
2015-03-23,513.15
2015-03-24,498.5
2015-03-25,495.1
2015-03-26,498.8
2015-03-27,500.5
2015-03-30,541.4
2015-03-31,537.85
2015-04-01,542.4
2015-04-06,530.65
2015-04-07,536.35
2015-04-08,573.9
2015-04-09,580.2
2015-04-10,579.75
2015-04-13,570.55
2015-04-15,564.05
2015-04-16,564.8
2015-04-17,561.0
2015-04-20,547.7
2015-04-21,540.6
2015-04-22,547.9
2015-04-23,548.0
2015-04-24,522.5
2015-04-27,500.5
2015-04-28,517.5
2015-04-29,524.85
2015-04-30,528.85
2015-05-04,526.15
2015-05-05,521.6
2015-05-06,518.1
2015-05-07,514.45
2015-05-08,511.2
2015-05-11,514.25
2015-05-12,514.05
2015-05-13,506.1
2015-05-14,506.0
2015-05-15,517.9
2015-05-18,513.7
2015-05-19,522.05
2015-05-20,524.05
2015-05-21,527.6
2015-05-22,531.05
2015-05-25,519.55
2015-05-26,513.95
2015-05-27,521.65
2015-05-28,534.05
2015-05-29,528.6
2015-06-01,509.45
2015-06-02,511.6
2015-06-03,505.6
2015-06-04,504.1
2015-06-05,493.7
2015-06-08,492.6
2015-06-09,495.0
2015-06-10,485.3
2015-06-11,485.5
2015-06-12,486.0
2015-06-15,498.4
2015-06-16,503.25
2015-06-17,510.0
2015-06-18,516.25
2015-06-19,529.4
2015-06-22,527.15
2015-06-23,525.5
2015-06-24,530.5
2015-06-25,530.0
2015-06-26,535.0
2015-06-29,521.45
2015-06-30,540.3
2015-07-01,555.75
2015-07-02,550.75
2015-07-03,550.8
2015-07-06,551.95
2015-07-07,579.6
2015-07-08,561.35
2015-07-09,580.2
2015-07-10,589.75
2015-07-13,588.75
2015-07-14,588.85
2015-07-15,607.9
2015-07-16,626.75
2015-07-17,616.1
2015-07-20,614.15
2015-07-21,592.15
2015-07-22,619.2
2015-07-23,637.1
2015-07-24,648.65
2015-07-27,655.5
2015-07-28,654.45
2015-07-29,653.1
2015-07-30,637.8
2015-07-31,639.3
2015-08-03,673.55
2015-08-04,647.85
2015-08-05,633.9
2015-08-06,640.85
2015-08-07,632.35
2015-08-10,635.1
2015-08-11,617.0
2015-08-12,600.8
2015-08-13,577.4
2015-08-14,607.4
2015-08-17,593.45
2015-08-18,592.0
2015-08-19,604.7
2015-08-20,589.2
2015-08-21,584.45
2015-08-24,528.3
2015-08-25,517.8
2015-08-26,525.15
2015-08-27,529.5
2015-08-28,545.0
2015-08-31,545.05
2015-09-01,530.8
2015-09-02,514.9
2015-09-03,501.5
2015-09-04,497.6
2015-09-07,500.05
2015-09-08,505.95
2015-09-09,518.85
2015-09-10,512.4
2015-09-11,511.25
2015-09-14,565.45
2015-09-15,539.1
2015-09-16,536.35
2015-09-18,568.55
2015-09-21,550.5
2015-09-22,532.95
2015-09-23,531.2
2015-09-24,539.0
2015-09-28,525.55
2015-09-29,523.4
2015-09-30,543.95
2015-10-01,533.45
2015-10-05,539.35
2015-10-06,526.1
2015-10-07,538.0
2015-10-08,532.5
2015-10-09,532.55
2015-10-12,570.3
2015-10-13,567.15
2015-10-14,550.45
2015-10-15,566.5
2015-10-16,563.6
2015-10-19,551.15
2015-10-20,555.25
2015-10-21,573.7
2015-10-23,566.4
2015-10-26,590.7
2015-10-27,608.7
2015-10-28,604.85
2015-10-29,609.65
2015-10-30,611.35
2015-11-02,593.85
2015-11-03,607.95
2015-11-04,609.15
2015-11-05,611.85
2015-11-06,594.35
2015-11-09,615.1
2015-11-10,590.9
2015-11-11,600.05
2015-11-13,597.7
2015-11-16,592.0
2015-11-17,598.65
2015-11-18,604.5
2015-11-19,607.1
2015-11-20,598.55
2015-11-23,609.0
2015-11-24,602.7
2015-11-26,613.9
2015-11-27,604.55
2015-11-30,595.75
2015-12-01,590.4
2015-12-02,594.0
2015-12-03,591.0
2015-12-04,581.1
2015-12-07,585.4
2015-12-08,579.95
2015-12-09,561.15
2015-12-10,559.95
2015-12-11,556.65
2015-12-14,580.15
2015-12-15,592.75
2015-12-16,589.95
2015-12-17,582.95
2015-12-18,599.4
2015-12-21,588.7
2015-12-22,581.3
2015-12-23,590.5
2015-12-24,594.65
2015-12-28,588.75
2015-12-29,580.7
2015-12-30,577.1
2015-12-31,582.75
