Date,GAIL
2015-01-01,442.6
2015-01-02,444.6
2015-01-05,446.0
2015-01-06,431.9
2015-01-07,420.9
2015-01-08,430.75
2015-01-09,435.3
2015-01-12,430.25
2015-01-13,428.15
2015-01-14,426.5
2015-01-15,427.8
2015-01-16,424.95
2015-01-19,440.55
2015-01-20,431.35
2015-01-21,433.8
2015-01-22,431.05
2015-01-23,422.95
2015-01-27,419.15
2015-01-28,418.8
2015-01-29,423.1
2015-01-30,423.0
2015-02-02,430.0
2015-02-03,434.1
2015-02-04,431.7
2015-02-05,423.9
2015-02-06,419.5
2015-02-09,400.1
2015-02-10,410.0
2015-02-11,409.75
2015-02-12,422.65
2015-02-13,404.2
2015-02-16,406.0
2015-02-18,412.0
2015-02-19,408.7
2015-02-20,409.0
2015-02-23,400.2
2015-02-24,404.0
2015-02-25,405.75
2015-02-26,410.95
2015-02-27,406.7
2015-02-28,413.25
2015-03-02,408.9
2015-03-03,408.95
2015-03-04,405.05
2015-03-05,402.9
2015-03-09,385.85
2015-03-10,383.55
2015-03-11,389.25
2015-03-12,393.85
2015-03-13,387.25
2015-03-16,381.55
2015-03-17,379.55
2015-03-18,381.75
2015-03-19,389.9
2015-03-20,377.55
2015-03-23,383.7
2015-03-24,390.0
2015-03-25,380.2
2015-03-26,381.2
2015-03-27,379.25
2015-03-30,380.05
2015-03-31,387.8
2015-04-01,384.8
2015-04-06,399.9
2015-04-07,400.15
2015-04-08,410.4
2015-04-09,397.2
2015-04-10,399.15
2015-04-13,395.25
2015-04-15,394.85
2015-04-16,396.3
2015-04-17,388.85
2015-04-20,385.15
2015-04-21,376.05
2015-04-22,376.0
2015-04-23,375.6
2015-04-24,368.15
2015-04-27,361.5
2015-04-28,357.9
2015-04-29,365.85
2015-04-30,360.3
2015-05-04,366.8
2015-05-05,373.35
2015-05-06,365.9
2015-05-07,368.05
2015-05-08,369.1
2015-05-11,373.05
2015-05-12,367.25
2015-05-13,378.4
2015-05-14,383.35
2015-05-15,380.15
2015-05-18,394.65
2015-05-19,391.9
2015-05-20,394.1
2015-05-21,392.45
2015-05-22,397.1
2015-05-25,386.85
2015-05-26,388.3
2015-05-27,380.95
2015-05-28,379.95
2015-05-29,388.85
2015-06-01,391.3
2015-06-02,389.0
2015-06-03,374.9
2015-06-04,374.15
2015-06-05,386.15
2015-06-08,386.35
2015-06-09,390.75
2015-06-10,395.5
2015-06-11,394.6
2015-06-12,396.15
2015-06-15,397.1
2015-06-16,398.8
2015-06-17,400.0
2015-06-18,399.45
2015-06-19,396.05
2015-06-22,401.4
2015-06-23,403.8
2015-06-24,399.25
2015-06-25,412.75
2015-06-26,399.5
2015-06-29,397.15
2015-06-30,392.2
2015-07-01,390.15
2015-07-02,386.55
2015-07-03,385.25
2015-07-06,386.3
2015-07-07,384.45
2015-07-08,372.4
2015-07-09,367.15
2015-07-10,360.9
2015-07-13,372.75
2015-07-14,373.1
2015-07-15,373.75
2015-07-16,372.0
2015-07-17,371.8
2015-07-20,370.5
2015-07-21,365.0
2015-07-22,369.25
2015-07-23,370.2
2015-07-24,361.1
2015-07-27,354.0
2015-07-28,351.95
2015-07-29,346.6
2015-07-30,347.8
2015-07-31,354.95
2015-08-03,354.2
2015-08-04,344.95
2015-08-05,344.95
2015-08-06,342.95
2015-08-07,341.85
2015-08-10,344.05
2015-08-11,344.4
2015-08-12,338.3
2015-08-13,332.05
2015-08-14,337.15
2015-08-17,345.05
2015-08-18,329.75
2015-08-19,329.9
2015-08-20,320.3
2015-08-21,311.35
2015-08-24,273.35
2015-08-25,280.5
2015-08-26,282.7
2015-08-27,280.95
2015-08-28,289.05
2015-08-31,296.1
2015-09-01,292.4
2015-09-02,293.4
2015-09-03,294.55
2015-09-04,280.85
2015-09-07,276.1
2015-09-08,295.25
2015-09-09,293.85
2015-09-10,292.2
2015-09-11,285.15
2015-09-14,291.4
2015-09-15,290.05
2015-09-16,293.0
2015-09-18,287.25
2015-09-21,291.15
2015-09-22,290.05
2015-09-23,287.3
2015-09-24,294.75
2015-09-28,292.1
2015-09-29,290.9
2015-09-30,302.3
2015-10-01,293.25
2015-10-05,298.9
2015-10-06,308.65
2015-10-07,313.05
2015-10-08,305.5
2015-10-09,311.6
2015-10-12,318.9
2015-10-13,315.35
2015-10-14,316.85
2015-10-15,324.85
2015-10-16,325.0
2015-10-19,325.75
2015-10-20,325.5
2015-10-21,319.05
2015-10-23,326.25
2015-10-26,329.05
2015-10-27,318.65
2015-10-28,317.1
2015-10-29,313.0
2015-10-30,308.45
2015-11-02,310.55
2015-11-03,307.15
2015-11-04,300.7
2015-11-05,294.8
2015-11-06,288.15
2015-11-09,283.55
2015-11-10,281.1
2015-11-11,282.35
2015-11-13,282.0
2015-11-16,294.65
2015-11-17,306.1
2015-11-18,308.9
2015-11-19,317.9
2015-11-20,349.55
2015-11-23,361.9
2015-11-24,355.8
2015-11-26,367.8
2015-11-27,368.35
2015-11-30,365.1
2015-12-01,358.8
2015-12-02,360.45
2015-12-03,357.85
2015-12-04,356.05
2015-12-07,357.8
2015-12-08,339.6
2015-12-09,336.8
2015-12-10,343.65
2015-12-11,338.7
2015-12-14,340.35
2015-12-15,340.75
2015-12-16,343.95
2015-12-17,343.35
2015-12-18,339.65
2015-12-21,336.35
2015-12-22,338.4
2015-12-23,358.45
2015-12-24,362.2
2015-12-28,361.95
2015-12-29,366.05
2015-12-30,368.15
2015-12-31,375.1
