Date,PNB
2015-01-01,219.65
2015-01-02,219.8
2015-01-05,217.75
2015-01-06,207.75
2015-01-07,203.85
2015-01-08,206.55
2015-01-09,206.6
2015-01-12,208.95
2015-01-13,207.35
2015-01-14,203.05
2015-01-15,210.05
2015-01-16,205.05
2015-01-19,207.85
2015-01-20,209.25
2015-01-21,216.0
2015-01-22,212.8
2015-01-23,207.15
2015-01-27,204.65
2015-01-28,206.7
2015-01-29,199.1
2015-01-30,189.65
2015-02-02,191.8
2015-02-03,176.85
2015-02-04,177.1
2015-02-05,171.4
2015-02-06,170.45
2015-02-09,166.7
2015-02-10,166.2
2015-02-11,168.8
2015-02-12,166.15
2015-02-13,167.65
2015-02-16,166.65
2015-02-18,167.95
2015-02-19,165.35
2015-02-20,167.2
2015-02-23,163.7
2015-02-24,161.35
2015-02-25,160.15
2015-02-26,159.55
2015-02-27,166.15
2015-02-28,165.55
2015-03-02,165.75
2015-03-03,169.25
2015-03-04,164.4
2015-03-05,163.3
2015-03-09,161.45
2015-03-10,163.4
2015-03-11,163.15
2015-03-12,166.15
2015-03-13,166.05
2015-03-16,167.45
2015-03-17,167.6
2015-03-18,168.55
2015-03-19,161.95
2015-03-20,162.85
2015-03-23,163.1
2015-03-24,161.7
2015-03-25,155.5
2015-03-26,148.15
2015-03-27,146.75
2015-03-30,148.55
2015-03-31,144.4
2015-04-01,151.95
2015-04-06,148.65
2015-04-07,150.6
2015-04-08,152.8
2015-04-09,161.95
2015-04-10,163.6
2015-04-13,165.6
2015-04-15,166.7
2015-04-16,161.95
2015-04-17,163.25
2015-04-20,160.5
2015-04-21,160.6
2015-04-22,161.2
2015-04-23,160.0
2015-04-24,157.6
2015-04-27,159.65
2015-04-28,161.0
2015-04-29,160.0
2015-04-30,159.75
2015-05-04,166.65
2015-05-05,165.85
2015-05-06,160.0
2015-05-07,155.95
2015-05-08,145.7
2015-05-11,149.1
2015-05-12,142.75
2015-05-13,144.85
2015-05-14,150.6
2015-05-15,147.4
2015-05-18,148.5
2015-05-19,149.5
2015-05-20,150.45
2015-05-21,149.05
2015-05-22,149.9
2015-05-25,151.1
2015-05-26,150.25
2015-05-27,153.25
2015-05-28,156.25
2015-05-29,153.65
2015-06-01,153.85
2015-06-02,151.75
2015-06-03,149.85
2015-06-04,144.85
2015-06-05,143.7
2015-06-08,138.3
2015-06-09,136.25
2015-06-10,137.55
2015-06-11,132.45
2015-06-12,131.9
2015-06-15,130.4
2015-06-16,132.7
2015-06-17,132.45
2015-06-18,131.5
2015-06-19,133.8
2015-06-22,138.05
2015-06-23,143.2
2015-06-24,138.05
2015-06-25,138.2
2015-06-26,135.9
2015-06-29,137.55
2015-06-30,138.8
2015-07-01,140.8
2015-07-02,141.55
2015-07-03,142.3
2015-07-06,143.9
2015-07-07,145.1
2015-07-08,142.45
2015-07-09,143.9
2015-07-10,145.1
2015-07-13,145.05
2015-07-14,144.7
2015-07-15,143.55
2015-07-16,144.0
2015-07-17,144.8
2015-07-20,141.3
2015-07-21,137.9
2015-07-22,139.05
2015-07-23,139.65
2015-07-24,139.0
2015-07-27,135.15
2015-07-28,141.85
2015-07-29,137.65
2015-07-30,151.1
2015-07-31,151.0
2015-08-03,155.05
2015-08-04,159.15
2015-08-05,159.0
2015-08-06,161.95
2015-08-07,159.9
2015-08-10,159.1
2015-08-11,155.95
2015-08-12,152.7
2015-08-13,152.85
2015-08-14,166.25
2015-08-17,173.3
2015-08-18,170.6
2015-08-19,168.0
2015-08-20,159.0
2015-08-21,159.35
2015-08-24,142.6
2015-08-25,144.15
2015-08-26,142.4
2015-08-27,145.9
2015-08-28,143.25
2015-08-31,144.85
2015-09-01,134.8
2015-09-02,129.55
2015-09-03,130.8
2015-09-04,130.75
2015-09-07,127.9
2015-09-08,132.85
2015-09-09,135.65
2015-09-10,133.95
2015-09-11,134.5
2015-09-14,137.2
2015-09-15,135.4
2015-09-16,136.5
2015-09-18,138.55
2015-09-21,139.75
2015-09-22,134.5
2015-09-23,135.65
2015-09-24,135.85
2015-09-28,134.85
2015-09-29,135.05
2015-09-30,133.25
2015-10-01,132.45
2015-10-05,136.1
2015-10-06,136.8
2015-10-07,138.95
2015-10-08,139.05
2015-10-09,138.15
2015-10-12,137.55
2015-10-13,136.65
2015-10-14,135.55
2015-10-15,137.35
2015-10-16,138.35
2015-10-19,137.2
2015-10-20,138.2
2015-10-21,135.75
2015-10-23,135.8
2015-10-26,134.25
2015-10-27,134.35
2015-10-28,130.5
2015-10-29,128.85
2015-10-30,128.35
2015-11-02,129.45
2015-11-03,130.25
2015-11-04,131.1
2015-11-05,129.6
2015-11-06,132.9
2015-11-09,135.25
2015-11-10,133.75
2015-11-11,134.15
2015-11-13,136.85
2015-11-16,140.15
2015-11-17,140.85
2015-11-18,136.15
2015-11-19,139.15
2015-11-20,139.5
2015-11-23,138.8
2015-11-24,138.0
2015-11-26,139.95
2015-11-27,144.3
2015-11-30,144.75
2015-12-01,143.8
2015-12-02,139.6
2015-12-03,136.35
2015-12-04,134.5
2015-12-07,133.9
2015-12-08,131.9
2015-12-09,130.35
2015-12-10,129.05
2015-12-11,123.0
2015-12-14,124.7
2015-12-15,121.55
2015-12-16,120.85
2015-12-17,122.5
2015-12-18,122.0
2015-12-21,122.55
2015-12-22,120.65
2015-12-23,121.3
2015-12-24,120.1
2015-12-28,120.45
2015-12-29,120.0
2015-12-30,117.8
2015-12-31,115.7
