Date,INVENTURE
2015-01-01,11.55
2015-01-02,11.65
2015-01-05,11.65
2015-01-06,11.7
2015-01-07,11.65
2015-01-08,11.6
2015-01-09,11.5
2015-01-12,11.25
2015-01-13,11.35
2015-01-14,11.35
2015-01-15,12.15
2015-01-16,12.95
2015-01-19,12.85
2015-01-20,12.3
2015-01-21,12.35
2015-01-22,11.95
2015-01-23,11.8
2015-01-27,11.85
2015-01-28,12.2
2015-01-29,12.6
2015-01-30,12.4
2015-02-02,12.55
2015-02-03,12.5
2015-02-04,11.95
2015-02-05,11.65
2015-02-06,11.5
2015-02-09,11.0
2015-02-10,10.85
2015-02-11,11.1
2015-02-12,11.2
2015-02-13,11.0
2015-02-16,11.45
2015-02-18,11.45
2015-02-19,11.4
2015-02-20,11.25
2015-02-23,10.85
2015-02-24,12.5
2015-02-25,11.75
2015-02-26,12.05
2015-02-27,11.4
2015-02-28,11.2
2015-03-02,11.25
2015-03-03,11.8
2015-03-04,11.25
2015-03-05,11.55
2015-03-09,11.55
2015-03-10,11.95
2015-03-11,12.0
2015-03-12,11.7
2015-03-13,11.55
2015-03-16,11.4
2015-03-17,11.25
2015-03-18,11.05
2015-03-19,10.9
2015-03-20,10.8
2015-03-23,10.8
2015-03-24,11.55
2015-03-25,11.1
2015-03-26,11.05
2015-03-27,10.65
2015-03-30,11.3
2015-03-31,11.15
2015-04-01,11.15
2015-04-06,11.3
2015-04-07,11.05
2015-04-08,11.2
2015-04-09,11.1
2015-04-10,11.1
2015-04-13,11.25
2015-04-15,11.2
2015-04-16,11.05
2015-04-17,11.25
2015-04-20,11.15
2015-04-21,11.15
2015-04-22,11.15
2015-04-23,11.3
2015-04-24,11.15
2015-04-27,10.9
2015-04-28,11.1
2015-04-29,11.1
2015-04-30,10.95
2015-05-04,11.1
2015-05-05,11.05
2015-05-06,11.0
2015-05-07,10.8
2015-05-08,10.85
2015-05-11,11.05
2015-05-12,11.3
2015-05-13,11.35
2015-05-14,11.25
2015-05-15,11.2
2015-05-18,11.2
2015-05-19,10.95
2015-05-20,10.8
2015-05-21,11.2
2015-05-22,11.15
2015-05-25,11.1
2015-05-26,11.0
2015-05-27,11.0
2015-05-28,10.75
2015-05-29,11.35
2015-06-01,11.2
2015-06-02,11.4
2015-06-03,10.85
2015-06-04,11.0
2015-06-05,10.9
2015-06-08,10.8
2015-06-09,10.85
2015-06-10,11.05
2015-06-11,10.95
2015-06-12,10.55
2015-06-15,10.6
2015-06-16,10.6
2015-06-17,10.7
2015-06-18,10.9
2015-06-19,11.1
2015-06-22,10.6
2015-06-23,11.1
2015-06-24,11.15
2015-06-25,11.2
2015-06-26,10.8
2015-06-29,10.85
2015-06-30,10.95
2015-07-01,11.05
2015-07-02,11.2
2015-07-03,11.2
2015-07-06,11.5
2015-07-07,11.25
2015-07-08,11.2
2015-07-09,11.5
2015-07-10,11.5
2015-07-13,11.5
2015-07-14,11.6
2015-07-15,11.3
2015-07-16,11.0
2015-07-17,11.05
2015-07-20,11.25
2015-07-21,11.65
2015-07-22,12.0
2015-07-23,11.7
2015-07-24,12.0
2015-07-27,11.65
2015-07-28,11.8
2015-07-29,11.8
2015-07-30,11.05
2015-07-31,11.25
2015-08-03,11.3
2015-08-04,11.5
2015-08-05,11.05
2015-08-06,11.0
2015-08-07,11.0
2015-08-10,11.05
2015-08-11,10.75
2015-08-12,10.75
2015-08-13,10.95
2015-08-14,11.15
2015-08-17,11.25
2015-08-18,11.5
2015-08-19,11.6
2015-08-20,11.5
2015-08-21,11.7
2015-08-24,11.1
2015-08-25,11.5
2015-08-26,11.5
2015-08-27,11.6
2015-08-28,11.55
2015-08-31,11.05
2015-09-01,11.45
2015-09-02,11.35
2015-09-03,11.55
2015-09-04,11.2
2015-09-07,11.25
2015-09-08,11.55
2015-09-09,11.35
2015-09-10,11.2
2015-09-11,11.15
2015-09-14,11.05
2015-09-15,11.15
2015-09-16,11.05
2015-09-18,11.05
2015-09-21,11.1
2015-09-22,11.15
2015-09-23,11.2
2015-09-24,11.15
2015-09-28,11.15
2015-09-29,11.1
2015-09-30,11.2
2015-10-01,11.1
2015-10-05,11.15
2015-10-06,11.05
2015-10-07,11.05
2015-10-08,11.1
2015-10-09,11.05
2015-10-12,11.25
2015-10-13,11.0
2015-10-14,11.1
2015-10-15,11.15
2015-10-16,11.3
2015-10-19,11.25
2015-10-20,11.15
2015-10-21,11.05
2015-10-23,11.2
2015-10-26,11.1
2015-10-27,11.05
2015-10-28,11.05
2015-10-29,11.05
2015-10-30,11.05
2015-11-02,11.0
2015-11-03,11.0
2015-11-04,11.2
2015-11-05,11.0
2015-11-06,11.15
2015-11-09,11.05
2015-11-10,11.65
2015-11-11,12.0
2015-11-13,11.4
2015-11-16,11.35
2015-11-17,11.3
2015-11-18,11.2
2015-11-19,11.25
2015-11-20,11.05
2015-11-23,11.2
2015-11-24,11.05
2015-11-26,11.05
2015-11-27,11.05
2015-11-30,11.1
2015-12-01,11.05
2015-12-02,11.05
2015-12-03,11.3
2015-12-04,11.2
2015-12-07,11.1
2015-12-08,11.05
2015-12-09,11.0
2015-12-10,11.05
2015-12-11,11.05
2015-12-14,11.5
2015-12-15,12.65
2015-12-16,13.75
2015-12-17,13.65
2015-12-18,13.7
2015-12-21,13.5
2015-12-22,13.15
2015-12-23,13.9
2015-12-24,13.95
2015-12-28,13.95
2015-12-29,13.95
2015-12-30,13.15
2015-12-31,13.05
