Date,HMVL
2015-01-01,215.9
2015-01-02,212.2
2015-01-05,210.45
2015-01-06,203.65
2015-01-07,208.15
2015-01-08,223.7
2015-01-09,229.85
2015-01-12,239.65
2015-01-13,241.1
2015-01-14,244.45
2015-01-15,243.05
2015-01-16,240.15
2015-01-19,248.35
2015-01-20,243.75
2015-01-21,241.6
2015-01-22,236.5
2015-01-23,232.65
2015-01-27,236.9
2015-01-28,232.8
2015-01-29,238.7
2015-01-30,237.9
2015-02-02,234.0
2015-02-03,233.85
2015-02-04,233.65
2015-02-05,229.9
2015-02-06,227.05
2015-02-09,224.75
2015-02-10,224.65
2015-02-11,224.1
2015-02-12,224.5
2015-02-13,226.6
2015-02-16,224.9
2015-02-18,225.05
2015-02-19,222.85
2015-02-20,225.6
2015-02-23,223.3
2015-02-24,221.6
2015-02-25,220.7
2015-02-26,225.1
2015-02-27,229.8
2015-02-28,228.95
2015-03-02,236.1
2015-03-03,234.3
2015-03-04,226.95
2015-03-05,227.7
2015-03-09,230.05
2015-03-10,225.15
2015-03-11,226.85
2015-03-12,229.6
2015-03-13,229.1
2015-03-16,224.35
2015-03-17,225.05
2015-03-18,234.85
2015-03-19,229.25
2015-03-20,226.1
2015-03-23,222.3
2015-03-24,219.7
2015-03-25,218.6
2015-03-26,220.0
2015-03-27,213.7
2015-03-30,212.4
2015-03-31,220.25
2015-04-01,224.25
2015-04-06,222.8
2015-04-07,224.9
2015-04-08,223.95
2015-04-09,224.8
2015-04-10,225.0
2015-04-13,219.35
2015-04-15,223.55
2015-04-16,217.7
2015-04-17,222.55
2015-04-20,213.9
2015-04-21,215.95
2015-04-22,215.25
2015-04-23,214.55
2015-04-24,211.15
2015-04-27,215.4
2015-04-28,215.3
2015-04-29,225.15
2015-04-30,224.7
2015-05-04,224.2
2015-05-05,222.6
2015-05-06,217.55
2015-05-07,213.6
2015-05-08,224.05
2015-05-11,225.3
2015-05-12,223.1
2015-05-13,221.0
2015-05-14,236.5
2015-05-15,231.45
2015-05-18,234.25
2015-05-19,234.5
2015-05-20,232.65
2015-05-21,230.7
2015-05-22,228.9
2015-05-25,225.75
2015-05-26,223.8
2015-05-27,220.0
2015-05-28,219.25
2015-05-29,219.7
2015-06-01,217.0
2015-06-02,218.4
2015-06-03,212.05
2015-06-04,212.05
2015-06-05,206.65
2015-06-08,210.75
2015-06-09,211.25
2015-06-10,208.7
2015-06-11,207.3
2015-06-12,207.45
2015-06-15,207.05
2015-06-16,206.8
2015-06-17,209.0
2015-06-18,206.95
2015-06-19,207.65
2015-06-22,209.65
2015-06-23,211.2
2015-06-24,213.45
2015-06-25,212.45
2015-06-26,213.95
2015-06-29,209.65
2015-06-30,209.0
2015-07-01,211.7
2015-07-02,211.9
2015-07-03,211.75
2015-07-06,216.2
2015-07-07,217.8
2015-07-08,214.4
2015-07-09,215.9
2015-07-10,222.5
2015-07-13,239.5
2015-07-14,252.5
2015-07-15,250.0
2015-07-16,253.3
2015-07-17,251.75
2015-07-20,251.35
2015-07-21,243.15
2015-07-22,247.8
2015-07-23,249.5
2015-07-24,243.95
2015-07-27,236.8
2015-07-28,248.2
2015-07-29,245.85
2015-07-30,243.15
2015-07-31,240.75
2015-08-03,245.4
2015-08-04,242.4
2015-08-05,243.35
2015-08-06,244.6
2015-08-07,240.1
2015-08-10,240.0
2015-08-11,242.85
2015-08-12,233.05
2015-08-13,239.05
2015-08-14,241.4
2015-08-17,235.5
2015-08-18,236.4
2015-08-19,229.95
2015-08-20,227.25
2015-08-21,226.45
2015-08-24,207.6
2015-08-25,215.55
2015-08-26,215.0
2015-08-27,219.45
2015-08-28,213.35
2015-08-31,217.05
2015-09-01,219.55
2015-09-02,218.7
2015-09-03,219.85
2015-09-04,217.1
2015-09-07,209.75
2015-09-08,208.0
2015-09-09,224.35
2015-09-10,218.55
2015-09-11,219.35
2015-09-14,219.95
2015-09-15,218.2
2015-09-16,216.45
2015-09-18,217.9
2015-09-21,223.9
2015-09-22,223.35
2015-09-23,227.7
2015-09-24,236.45
2015-09-28,231.35
2015-09-29,228.6
2015-09-30,234.65
2015-10-01,240.85
2015-10-05,239.2
2015-10-06,242.75
2015-10-07,240.65
2015-10-08,250.2
2015-10-09,267.95
2015-10-12,278.35
2015-10-13,281.1
2015-10-14,263.85
2015-10-15,279.75
2015-10-16,277.75
2015-10-19,286.5
2015-10-20,272.95
2015-10-21,280.9
2015-10-23,281.4
2015-10-26,274.9
2015-10-27,278.3
2015-10-28,273.15
2015-10-29,270.15
2015-10-30,271.75
2015-11-02,269.75
2015-11-03,274.25
2015-11-04,274.05
2015-11-05,273.2
2015-11-06,278.35
2015-11-09,279.35
2015-11-10,273.8
2015-11-11,277.65
2015-11-13,271.9
2015-11-16,273.85
2015-11-17,272.2
2015-11-18,268.6
2015-11-19,268.35
2015-11-20,274.0
2015-11-23,285.2
2015-11-24,282.8
2015-11-26,287.85
2015-11-27,282.55
2015-11-30,288.85
2015-12-01,289.1
2015-12-02,288.45
2015-12-03,287.75
2015-12-04,281.45
2015-12-07,272.55
2015-12-08,277.8
2015-12-09,274.35
2015-12-10,282.15
2015-12-11,282.9
2015-12-14,279.4
2015-12-15,281.8
2015-12-16,283.35
2015-12-17,281.2
2015-12-18,282.25
2015-12-21,290.35
2015-12-22,287.5
2015-12-23,288.65
2015-12-24,292.55
2015-12-28,294.8
2015-12-29,291.2
2015-12-30,291.15
2015-12-31,295.15
