Date,MRO-TEK
2015-01-01,17.45
2015-01-02,18.1
2015-01-05,18.25
2015-01-06,17.35
2015-01-07,16.95
2015-01-08,19.25
2015-01-09,18.5
2015-01-12,18.25
2015-01-13,18.0
2015-01-14,17.4
2015-01-15,17.2
2015-01-16,17.45
2015-01-19,17.85
2015-01-20,17.35
2015-01-21,16.7
2015-01-22,16.7
2015-01-23,16.5
2015-01-27,16.65
2015-01-28,16.25
2015-01-29,16.0
2015-01-30,15.8
2015-02-02,15.7
2015-02-03,15.55
2015-02-04,15.2
2015-02-05,14.3
2015-02-06,13.5
2015-02-09,13.85
2015-02-10,14.3
2015-02-11,14.65
2015-02-12,14.9
2015-02-13,14.5
2015-02-16,14.9
2015-02-18,14.75
2015-02-19,16.8
2015-02-20,19.45
2015-02-23,19.8
2015-02-24,18.3
2015-02-25,18.1
2015-02-26,17.25
2015-02-27,17.25
2015-02-28,16.9
2015-03-02,16.45
2015-03-03,16.65
2015-03-04,15.95
2015-03-05,15.8
2015-03-09,15.55
2015-03-10,15.35
2015-03-11,15.25
2015-03-12,16.1
2015-03-13,15.45
2015-03-16,15.7
2015-03-17,15.35
2015-03-18,15.1
2015-03-19,15.05
2015-03-20,14.75
2015-03-23,14.5
2015-03-24,14.15
2015-03-25,13.35
2015-03-26,13.4
2015-03-27,14.0
2015-03-30,14.7
2015-03-31,15.45
2015-04-01,15.85
2015-04-06,15.7
2015-04-07,15.5
2015-04-08,15.75
2015-04-09,15.45
2015-04-10,18.5
2015-04-13,16.5
2015-04-15,15.7
2015-04-16,15.1
2015-04-17,15.0
2015-04-20,14.55
2015-04-21,14.45
2015-04-22,14.25
2015-04-23,14.4
2015-04-24,13.85
2015-04-27,13.75
2015-04-28,14.15
2015-04-29,14.6
2015-04-30,13.9
2015-05-04,14.6
2015-05-05,14.35
2015-05-06,14.2
2015-05-07,13.45
2015-05-08,13.6
2015-05-11,13.55
2015-05-12,13.5
2015-05-13,13.2
2015-05-14,13.5
2015-05-15,13.45
2015-05-18,13.15
2015-05-19,13.6
2015-05-20,13.35
2015-05-21,13.6
2015-05-22,13.6
2015-05-25,13.3
2015-05-26,13.25
2015-05-27,13.2
2015-05-28,12.6
2015-05-29,12.35
2015-06-01,11.7
2015-06-02,11.65
2015-06-03,10.6
2015-06-04,10.7
2015-06-05,10.6
2015-06-08,10.45
2015-06-09,10.4
2015-06-10,10.75
2015-06-11,10.4
2015-06-12,10.4
2015-06-15,12.45
2015-06-16,11.75
2015-06-17,11.25
2015-06-18,11.05
2015-06-19,11.0
2015-06-22,11.45
2015-06-23,11.7
2015-06-24,11.65
2015-06-25,11.65
2015-06-26,11.2
2015-06-29,11.1
2015-06-30,11.45
2015-07-01,12.15
2015-07-02,11.6
2015-07-03,11.75
2015-07-06,11.8
2015-07-07,11.85
2015-07-08,11.95
2015-07-09,11.8
2015-07-10,12.45
2015-07-13,12.35
2015-07-14,12.05
2015-07-15,14.1
2015-07-16,13.7
2015-07-17,16.4
2015-07-20,18.8
2015-07-21,19.6
2015-07-22,19.75
2015-07-23,19.45
2015-07-24,20.3
2015-07-27,19.9
2015-07-28,19.2
2015-07-29,19.1
2015-07-30,19.5
2015-07-31,19.6
2015-08-03,19.5
2015-08-04,18.7
2015-08-05,17.4
2015-08-06,17.05
2015-08-07,17.0
2015-08-10,16.7
2015-08-11,16.8
2015-08-12,16.9
2015-08-13,16.2
2015-08-14,16.85
2015-08-17,18.2
2015-08-18,19.35
2015-08-19,19.95
2015-08-20,19.4
2015-08-21,18.4
2015-08-24,16.9
2015-08-25,16.7
2015-08-26,16.55
2015-08-27,16.75
2015-08-28,18.1
2015-08-31,17.65
2015-09-01,16.75
2015-09-02,16.4
2015-09-03,16.75
2015-09-04,15.8
2015-09-07,15.3
2015-09-08,15.2
2015-09-09,15.45
2015-09-10,15.25
2015-09-11,15.25
2015-09-14,15.85
2015-09-15,15.55
2015-09-16,17.05
2015-09-18,17.85
2015-09-21,19.3
2015-09-22,18.7
2015-09-23,18.95
2015-09-24,18.5
2015-09-28,18.4
2015-09-29,18.65
2015-09-30,19.35
2015-10-01,19.45
2015-10-05,19.95
2015-10-06,21.95
2015-10-07,25.65
2015-10-08,24.65
2015-10-09,22.85
2015-10-12,22.15
2015-10-13,22.9
2015-10-14,22.95
2015-10-15,24.3
2015-10-16,26.7
2015-10-19,27.15
2015-10-20,29.85
2015-10-21,31.3
2015-10-23,32.85
2015-10-26,31.25
2015-10-27,29.7
2015-10-28,28.25
2015-10-29,27.75
2015-10-30,28.9
2015-11-02,27.9
2015-11-03,27.65
2015-11-04,27.15
2015-11-05,28.5
2015-11-06,28.85
2015-11-09,30.45
2015-11-10,29.5
2015-11-11,29.6
2015-11-13,28.55
2015-11-16,27.75
2015-11-17,27.15
2015-11-18,26.95
2015-11-19,28.4
2015-11-20,28.0
2015-11-23,28.35
2015-11-24,27.85
2015-11-26,27.3
2015-11-27,27.85
2015-11-30,27.6
2015-12-01,27.5
2015-12-02,28.05
2015-12-03,28.55
2015-12-04,28.5
2015-12-07,34.2
2015-12-08,40.8
2015-12-09,36.75
2015-12-10,34.9
2015-12-11,31.7
2015-12-14,31.7
2015-12-15,33.25
2015-12-16,33.85
2015-12-17,35.5
2015-12-18,37.25
2015-12-21,39.1
2015-12-22,37.15
2015-12-23,35.85
2015-12-24,37.25
2015-12-28,37.05
2015-12-29,36.95
2015-12-30,37.15
2015-12-31,36.65
