Date,LAKSHVILAS
2015-01-01,85.1
2015-01-02,85.2
2015-01-05,84.85
2015-01-06,83.4
2015-01-07,87.9
2015-01-08,89.8
2015-01-09,88.05
2015-01-12,89.9
2015-01-13,89.3
2015-01-14,86.1
2015-01-15,86.95
2015-01-16,86.15
2015-01-19,87.05
2015-01-20,87.3
2015-01-21,89.85
2015-01-22,90.75
2015-01-23,89.65
2015-01-27,89.1
2015-01-28,88.75
2015-01-29,88.55
2015-01-30,89.2
2015-02-02,95.1
2015-02-03,97.6
2015-02-04,100.7
2015-02-05,98.4
2015-02-06,97.0
2015-02-09,97.55
2015-02-10,98.0
2015-02-11,97.35
2015-02-12,98.75
2015-02-13,100.65
2015-02-16,102.3
2015-02-18,102.35
2015-02-19,102.05
2015-02-20,101.85
2015-02-23,100.3
2015-02-24,99.3
2015-02-25,97.65
2015-02-26,95.85
2015-02-27,97.6
2015-02-28,97.6
2015-03-02,97.75
2015-03-03,98.7
2015-03-04,95.55
2015-03-05,98.45
2015-03-09,96.2
2015-03-10,95.4
2015-03-11,95.1
2015-03-12,96.25
2015-03-13,96.0
2015-03-16,96.45
2015-03-17,97.05
2015-03-18,97.35
2015-03-19,96.5
2015-03-20,97.8
2015-03-23,97.75
2015-03-24,98.0
2015-03-25,98.4
2015-03-26,98.55
2015-03-27,96.85
2015-03-30,97.6
2015-03-31,101.6
2015-04-01,102.95
2015-04-06,104.3
2015-04-07,103.65
2015-04-08,103.15
2015-04-09,104.8
2015-04-10,106.65
2015-04-13,105.8
2015-04-15,104.7
2015-04-16,103.0
2015-04-17,102.95
2015-04-20,99.6
2015-04-21,98.45
2015-04-22,98.7
2015-04-23,97.9
2015-04-24,97.4
2015-04-27,98.05
2015-04-28,102.15
2015-04-29,103.05
2015-04-30,102.8
2015-05-04,104.95
2015-05-05,105.35
2015-05-06,102.45
2015-05-07,101.7
2015-05-08,105.7
2015-05-11,104.75
2015-05-12,104.05
2015-05-13,103.95
2015-05-14,104.8
2015-05-15,105.0
2015-05-18,103.3
2015-05-19,102.7
2015-05-20,102.8
2015-05-21,102.4
2015-05-22,101.6
2015-05-25,99.95
2015-05-26,99.5
2015-05-27,99.5
2015-05-28,99.4
2015-05-29,100.1
2015-06-01,100.05
2015-06-02,98.55
2015-06-03,95.4
2015-06-04,96.95
2015-06-05,96.45
2015-06-08,94.5
2015-06-09,93.55
2015-06-10,93.8
2015-06-11,92.35
2015-06-12,92.2
2015-06-15,92.85
2015-06-16,92.95
2015-06-17,91.9
2015-06-18,93.15
2015-06-19,93.1
2015-06-22,94.75
2015-06-23,94.2
2015-06-24,93.4
2015-06-25,92.3
2015-06-26,90.85
2015-06-29,92.4
2015-06-30,91.95
2015-07-01,91.45
2015-07-02,89.8
2015-07-03,89.9
2015-07-06,90.9
2015-07-07,92.55
2015-07-08,92.4
2015-07-09,92.5
2015-07-10,92.8
2015-07-13,93.95
2015-07-14,93.15
2015-07-15,92.7
2015-07-16,93.5
2015-07-17,93.95
2015-07-20,94.8
2015-07-21,94.0
2015-07-22,94.45
2015-07-23,94.25
2015-07-24,91.5
2015-07-27,90.2
2015-07-28,88.55
2015-07-29,87.55
2015-07-30,88.05
2015-07-31,88.75
2015-08-03,89.05
2015-08-04,88.6
2015-08-05,88.85
2015-08-06,88.6
2015-08-07,88.5
2015-08-10,88.0
2015-08-11,86.25
2015-08-12,84.45
2015-08-13,84.65
2015-08-14,86.6
2015-08-17,88.6
2015-08-18,89.1
2015-08-19,89.0
2015-08-20,77.1
2015-08-21,78.7
2015-08-24,74.4
2015-08-25,75.9
2015-08-26,73.9
2015-08-27,75.35
2015-08-28,76.75
2015-08-31,76.55
2015-09-01,75.75
2015-09-02,74.9
2015-09-03,74.75
2015-09-04,72.65
2015-09-07,72.4
2015-09-08,73.05
2015-09-09,75.25
2015-09-10,74.7
2015-09-11,75.25
2015-09-14,75.6
2015-09-15,77.4
2015-09-16,77.65
2015-09-18,79.1
2015-09-21,80.15
2015-09-22,79.0
2015-09-23,79.25
2015-09-24,82.0
2015-09-28,82.15
2015-09-29,82.75
2015-09-30,84.6
2015-10-01,89.0
2015-10-05,88.15
2015-10-06,90.45
2015-10-07,91.0
2015-10-08,89.55
2015-10-09,90.5
2015-10-12,90.6
2015-10-13,90.25
2015-10-14,88.7
2015-10-15,90.95
2015-10-16,91.55
2015-10-19,89.7
2015-10-20,90.05
2015-10-21,89.7
2015-10-23,89.1
2015-10-26,87.3
2015-10-27,87.0
2015-10-28,85.85
2015-10-29,86.5
2015-10-30,86.1
2015-11-02,85.45
2015-11-03,85.75
2015-11-04,85.75
2015-11-05,84.5
2015-11-06,85.2
2015-11-09,85.25
2015-11-10,84.2
2015-11-11,85.2
2015-11-13,84.1
2015-11-16,84.95
2015-11-17,84.55
2015-11-18,84.15
2015-11-19,88.6
2015-11-20,89.7
2015-11-23,88.9
2015-11-24,89.45
2015-11-26,90.6
2015-11-27,91.65
2015-11-30,89.1
2015-12-01,89.65
2015-12-02,89.55
2015-12-03,89.0
2015-12-04,88.45
2015-12-07,90.15
2015-12-08,88.6
2015-12-09,87.85
2015-12-10,88.6
2015-12-11,88.45
2015-12-14,92.65
2015-12-15,93.1
2015-12-16,91.1
2015-12-17,91.15
2015-12-18,91.0
2015-12-21,97.65
2015-12-22,94.9
2015-12-23,95.75
2015-12-24,98.85
2015-12-28,97.45
2015-12-29,96.3
2015-12-30,96.75
2015-12-31,96.9
