Date,DEEPAKNTR
2015-01-01,82.85
2015-01-02,85.25
2015-01-05,84.3
2015-01-06,81.95
2015-01-07,82.8
2015-01-08,82.55
2015-01-09,82.6
2015-01-12,82.55
2015-01-13,82.5
2015-01-14,83.4
2015-01-15,82.9
2015-01-16,83.0
2015-01-19,83.25
2015-01-20,82.6
2015-01-21,81.1
2015-01-22,81.75
2015-01-23,81.2
2015-01-27,85.6
2015-01-28,82.2
2015-01-29,82.8
2015-01-30,82.6
2015-02-02,85.35
2015-02-03,84.65
2015-02-04,83.65
2015-02-05,81.9
2015-02-06,82.3
2015-02-09,82.0
2015-02-10,81.7
2015-02-11,83.0
2015-02-12,84.05
2015-02-13,83.9
2015-02-16,84.35
2015-02-18,82.05
2015-02-19,80.3
2015-02-20,78.75
2015-02-23,76.35
2015-02-24,75.8
2015-02-25,75.0
2015-02-26,75.25
2015-02-27,74.55
2015-02-28,75.7
2015-03-02,74.8
2015-03-03,75.9
2015-03-04,74.15
2015-03-05,72.5
2015-03-09,72.6
2015-03-10,72.05
2015-03-11,70.95
2015-03-12,71.65
2015-03-13,69.65
2015-03-16,66.8
2015-03-17,67.8
2015-03-18,67.7
2015-03-19,71.35
2015-03-20,68.8
2015-03-23,69.05
2015-03-24,68.75
2015-03-25,67.4
2015-03-26,66.55
2015-03-27,64.95
2015-03-30,66.25
2015-03-31,68.5
2015-04-01,69.95
2015-04-06,68.15
2015-04-07,66.8
2015-04-08,68.95
2015-04-09,72.55
2015-04-10,75.75
2015-04-13,75.65
2015-04-15,76.25
2015-04-16,76.0
2015-04-17,75.85
2015-04-20,74.95
2015-04-21,71.65
2015-04-22,71.3
2015-04-23,70.75
2015-04-24,67.9
2015-04-27,69.3
2015-04-28,68.65
2015-04-29,68.65
2015-04-30,69.0
2015-05-04,69.3
2015-05-05,68.7
2015-05-06,68.5
2015-05-07,67.25
2015-05-08,67.7
2015-05-11,69.35
2015-05-12,68.0
2015-05-13,70.95
2015-05-14,67.95
2015-05-15,66.95
2015-05-18,66.0
2015-05-19,69.9
2015-05-20,68.65
2015-05-21,68.4
2015-05-22,67.05
2015-05-25,67.5
2015-05-26,67.45
2015-05-27,65.85
2015-05-28,66.55
2015-05-29,67.05
2015-06-01,69.6
2015-06-02,69.6
2015-06-03,66.75
2015-06-04,67.75
2015-06-05,65.55
2015-06-08,64.5
2015-06-09,62.95
2015-06-10,62.55
2015-06-11,63.65
2015-06-12,64.05
2015-06-15,64.15
2015-06-16,63.5
2015-06-17,62.95
2015-06-18,63.0
2015-06-19,63.35
2015-06-22,64.75
2015-06-23,66.05
2015-06-24,65.15
2015-06-25,64.5
2015-06-26,62.9
2015-06-29,62.95
2015-06-30,62.1
2015-07-01,64.2
2015-07-02,64.6
2015-07-03,65.15
2015-07-06,65.45
2015-07-07,66.4
2015-07-08,66.0
2015-07-09,68.0
2015-07-10,71.85
2015-07-13,71.2
2015-07-14,72.25
2015-07-15,72.0
2015-07-16,72.55
2015-07-17,72.8
2015-07-20,72.65
2015-07-21,76.5
2015-07-22,78.0
2015-07-23,75.7
2015-07-24,74.85
2015-07-27,72.3
2015-07-28,70.3
2015-07-29,71.05
2015-07-30,71.8
2015-07-31,71.3
2015-08-03,68.8
2015-08-04,70.0
2015-08-05,70.85
2015-08-06,70.1
2015-08-07,68.65
2015-08-10,70.25
2015-08-11,69.55
2015-08-12,68.2
2015-08-13,67.6
2015-08-14,67.65
2015-08-17,68.3
2015-08-18,68.0
2015-08-19,67.55
2015-08-20,66.95
2015-08-21,66.3
2015-08-24,60.75
2015-08-25,61.35
2015-08-26,60.2
2015-08-27,63.1
2015-08-28,60.5
2015-08-31,61.35
2015-09-01,59.85
2015-09-02,60.05
2015-09-03,59.9
2015-09-04,59.0
2015-09-07,58.0
2015-09-08,56.05
2015-09-09,57.55
2015-09-10,56.35
2015-09-11,56.7
2015-09-14,57.65
2015-09-15,57.35
2015-09-16,55.95
2015-09-18,58.1
2015-09-21,62.0
2015-09-22,62.65
2015-09-23,63.65
2015-09-24,64.25
2015-09-28,62.9
2015-09-29,63.2
2015-09-30,63.1
2015-10-01,62.4
2015-10-05,64.75
2015-10-06,65.05
2015-10-07,64.25
2015-10-08,63.55
2015-10-09,63.45
2015-10-12,63.7
2015-10-13,63.1
2015-10-14,66.0
2015-10-15,65.45
2015-10-16,66.25
2015-10-19,65.6
2015-10-20,65.9
2015-10-21,63.85
2015-10-23,64.35
2015-10-26,63.45
2015-10-27,62.75
2015-10-28,67.75
2015-10-29,66.3
2015-10-30,65.1
2015-11-02,65.35
2015-11-03,67.5
2015-11-04,67.0
2015-11-05,64.75
2015-11-06,65.1
2015-11-09,64.1
2015-11-10,64.0
2015-11-11,64.3
2015-11-13,63.35
2015-11-16,63.4
2015-11-17,63.95
2015-11-18,63.8
2015-11-19,63.65
2015-11-20,66.1
2015-11-23,65.45
2015-11-24,68.25
2015-11-26,70.3
2015-11-27,70.45
2015-11-30,70.65
2015-12-01,69.9
2015-12-02,68.7
2015-12-03,67.95
2015-12-04,67.5
2015-12-07,66.55
2015-12-08,67.75
2015-12-09,63.9
2015-12-10,64.75
2015-12-11,63.8
2015-12-14,63.5
2015-12-15,63.8
2015-12-16,64.1
2015-12-17,69.1
2015-12-18,69.95
2015-12-21,72.15
2015-12-22,77.7
2015-12-23,77.55
2015-12-24,77.0
2015-12-28,75.95
2015-12-29,73.6
2015-12-30,73.6
2015-12-31,73.55
