Date,PANACEABIO
2015-01-01,151.7
2015-01-02,152.2
2015-01-05,149.05
2015-01-06,147.45
2015-01-07,143.05
2015-01-08,144.6
2015-01-09,142.65
2015-01-12,142.1
2015-01-13,140.85
2015-01-14,139.5
2015-01-15,141.85
2015-01-16,142.95
2015-01-19,148.15
2015-01-20,144.75
2015-01-21,140.35
2015-01-22,141.7
2015-01-23,139.5
2015-01-27,138.4
2015-01-28,140.2
2015-01-29,139.35
2015-01-30,137.15
2015-02-02,139.8
2015-02-03,139.4
2015-02-04,143.85
2015-02-05,138.9
2015-02-06,135.05
2015-02-09,127.85
2015-02-10,128.2
2015-02-11,130.75
2015-02-12,133.3
2015-02-13,133.8
2015-02-16,131.1
2015-02-18,129.8
2015-02-19,129.7
2015-02-20,135.55
2015-02-23,140.45
2015-02-24,136.85
2015-02-25,132.65
2015-02-26,133.3
2015-02-27,131.6
2015-02-28,130.7
2015-03-02,128.2
2015-03-03,128.65
2015-03-04,127.75
2015-03-05,125.55
2015-03-09,123.05
2015-03-10,124.95
2015-03-11,123.8
2015-03-12,125.35
2015-03-13,121.35
2015-03-16,123.25
2015-03-17,121.85
2015-03-18,121.15
2015-03-19,119.5
2015-03-20,113.15
2015-03-23,109.0
2015-03-24,111.65
2015-03-25,109.8
2015-03-26,108.2
2015-03-27,101.75
2015-03-30,122.1
2015-03-31,141.1
2015-04-01,134.0
2015-04-06,129.1
2015-04-07,147.15
2015-04-08,148.3
2015-04-09,160.25
2015-04-10,176.25
2015-04-13,168.35
2015-04-15,163.8
2015-04-16,157.75
2015-04-17,157.2
2015-04-20,155.95
2015-04-21,151.8
2015-04-22,152.1
2015-04-23,148.65
2015-04-24,141.05
2015-04-27,132.0
2015-04-28,131.95
2015-04-29,137.0
2015-04-30,139.05
2015-05-04,145.45
2015-05-05,142.55
2015-05-06,137.05
2015-05-07,130.75
2015-05-08,131.55
2015-05-11,132.1
2015-05-12,129.4
2015-05-13,143.6
2015-05-14,151.95
2015-05-15,152.0
2015-05-18,151.55
2015-05-19,149.8
2015-05-20,147.05
2015-05-21,157.05
2015-05-22,150.1
2015-05-25,151.55
2015-05-26,148.9
2015-05-27,146.95
2015-05-28,147.35
2015-05-29,144.75
2015-06-01,136.3
2015-06-02,135.05
2015-06-03,129.35
2015-06-04,127.2
2015-06-05,127.9
2015-06-08,122.95
2015-06-09,123.25
2015-06-10,128.3
2015-06-11,122.95
2015-06-12,122.9
2015-06-15,126.5
2015-06-16,123.25
2015-06-17,125.75
2015-06-18,125.15
2015-06-19,125.7
2015-06-22,126.95
2015-06-23,132.7
2015-06-24,130.35
2015-06-25,130.15
2015-06-26,127.4
2015-06-29,122.65
2015-06-30,124.9
2015-07-01,127.0
2015-07-02,131.85
2015-07-03,129.05
2015-07-06,132.15
2015-07-07,132.1
2015-07-08,128.95
2015-07-09,128.55
2015-07-10,127.95
2015-07-13,128.65
2015-07-14,130.1
2015-07-15,155.4
2015-07-16,161.45
2015-07-17,154.0
2015-07-20,150.7
2015-07-21,150.35
2015-07-22,150.25
2015-07-23,150.8
2015-07-24,148.5
2015-07-27,144.0
2015-07-28,146.1
2015-07-29,147.8
2015-07-30,154.0
2015-07-31,170.05
2015-08-03,161.7
2015-08-04,170.3
2015-08-05,170.2
2015-08-06,170.05
2015-08-07,170.2
2015-08-10,171.05
2015-08-11,170.2
2015-08-12,157.4
2015-08-13,158.9
2015-08-14,140.45
2015-08-17,141.15
2015-08-18,140.9
2015-08-19,141.2
2015-08-20,140.2
2015-08-21,141.3
2015-08-24,129.3
2015-08-25,129.25
2015-08-26,129.65
2015-08-27,132.3
2015-08-28,136.0
2015-08-31,130.75
2015-09-01,128.5
2015-09-02,128.85
2015-09-03,131.25
2015-09-04,130.8
2015-09-07,128.95
2015-09-08,128.65
2015-09-09,131.55
2015-09-10,132.5
2015-09-11,134.7
2015-09-14,133.8
2015-09-15,132.05
2015-09-16,132.25
2015-09-18,132.7
2015-09-21,132.7
2015-09-22,132.65
2015-09-23,131.85
2015-09-24,130.75
2015-09-28,132.25
2015-09-29,129.95
2015-09-30,131.9
2015-10-01,133.2
2015-10-05,135.9
2015-10-06,137.4
2015-10-07,137.6
2015-10-08,139.15
2015-10-09,140.5
2015-10-12,141.65
2015-10-13,141.25
2015-10-14,140.0
2015-10-15,140.65
2015-10-16,136.5
2015-10-19,138.25
2015-10-20,138.05
2015-10-21,140.5
2015-10-23,147.65
2015-10-26,149.15
2015-10-27,143.1
2015-10-28,145.55
2015-10-29,142.25
2015-10-30,140.75
2015-11-02,137.9
2015-11-03,138.05
2015-11-04,136.4
2015-11-05,135.1
2015-11-06,132.9
2015-11-09,128.95
2015-11-10,128.95
2015-11-11,132.8
2015-11-13,133.05
2015-11-16,135.05
2015-11-17,136.1
2015-11-18,136.0
2015-11-19,140.1
2015-11-20,139.9
2015-11-23,139.8
2015-11-24,142.6
2015-11-26,140.1
2015-11-27,140.2
2015-11-30,145.05
2015-12-01,144.1
2015-12-02,144.6
2015-12-03,144.0
2015-12-04,153.5
2015-12-07,147.35
2015-12-08,139.25
2015-12-09,135.95
2015-12-10,139.2
2015-12-11,136.4
2015-12-14,139.4
2015-12-15,137.2
2015-12-16,137.6
2015-12-17,138.05
2015-12-18,136.95
2015-12-21,137.55
2015-12-22,138.65
2015-12-23,137.55
2015-12-24,137.75
2015-12-28,138.9
2015-12-29,136.7
2015-12-30,135.4
2015-12-31,134.2
