Date,TRIVENI
2015-01-01,23.45
2015-01-02,24.35
2015-01-05,25.15
2015-01-06,23.15
2015-01-07,23.7
2015-01-08,23.8
2015-01-09,23.75
2015-01-12,24.5
2015-01-13,24.15
2015-01-14,23.65
2015-01-15,25.3
2015-01-16,24.55
2015-01-19,24.65
2015-01-20,24.3
2015-01-21,24.3
2015-01-22,24.9
2015-01-23,24.2
2015-01-27,25.0
2015-01-28,24.3
2015-01-29,24.6
2015-01-30,24.15
2015-02-02,24.0
2015-02-03,23.45
2015-02-04,23.35
2015-02-05,23.0
2015-02-06,22.3
2015-02-09,21.75
2015-02-10,21.45
2015-02-11,21.8
2015-02-12,22.1
2015-02-13,22.05
2015-02-16,21.95
2015-02-18,22.95
2015-02-19,22.9
2015-02-20,23.15
2015-02-23,22.25
2015-02-24,22.45
2015-02-25,22.0
2015-02-26,21.75
2015-02-27,21.8
2015-02-28,21.75
2015-03-02,22.0
2015-03-03,21.95
2015-03-04,21.8
2015-03-05,22.0
2015-03-09,21.15
2015-03-10,21.05
2015-03-11,21.15
2015-03-12,21.05
2015-03-13,20.2
2015-03-16,20.25
2015-03-17,20.1
2015-03-18,19.95
2015-03-19,19.9
2015-03-20,19.65
2015-03-23,18.65
2015-03-24,18.55
2015-03-25,17.9
2015-03-26,18.35
2015-03-27,18.2
2015-03-30,18.05
2015-03-31,18.4
2015-04-01,18.9
2015-04-06,19.55
2015-04-07,19.75
2015-04-08,19.45
2015-04-09,19.65
2015-04-10,19.05
2015-04-13,19.2
2015-04-15,19.45
2015-04-16,19.6
2015-04-17,18.45
2015-04-20,18.0
2015-04-21,18.05
2015-04-22,17.7
2015-04-23,18.05
2015-04-24,18.1
2015-04-27,19.05
2015-04-28,18.1
2015-04-29,18.9
2015-04-30,18.65
2015-05-04,18.65
2015-05-05,18.45
2015-05-06,18.15
2015-05-07,17.9
2015-05-08,18.35
2015-05-11,18.15
2015-05-12,20.0
2015-05-13,19.5
2015-05-14,19.8
2015-05-15,19.4
2015-05-18,19.85
2015-05-19,18.95
2015-05-20,18.9
2015-05-21,19.0
2015-05-22,19.35
2015-05-25,18.65
2015-05-26,18.6
2015-05-27,18.55
2015-05-28,18.45
2015-05-29,18.75
2015-06-01,18.5
2015-06-02,17.95
2015-06-03,17.0
2015-06-04,17.1
2015-06-05,16.75
2015-06-08,17.55
2015-06-09,17.45
2015-06-10,17.2
2015-06-11,16.55
2015-06-12,16.3
2015-06-15,16.0
2015-06-16,16.1
2015-06-17,16.25
2015-06-18,16.25
2015-06-19,16.25
2015-06-22,16.4
2015-06-23,16.3
2015-06-24,16.05
2015-06-25,16.0
2015-06-26,16.0
2015-06-29,15.75
2015-06-30,15.75
2015-07-01,16.05
2015-07-02,15.85
2015-07-03,15.65
2015-07-06,17.05
2015-07-07,16.95
2015-07-08,16.55
2015-07-09,16.95
2015-07-10,16.85
2015-07-13,17.2
2015-07-14,17.75
2015-07-15,18.25
2015-07-16,18.05
2015-07-17,18.8
2015-07-20,19.3
2015-07-21,18.55
2015-07-22,19.2
2015-07-23,19.55
2015-07-24,19.95
2015-07-27,23.9
2015-07-28,25.2
2015-07-29,26.5
2015-07-30,26.0
2015-07-31,25.7
2015-08-03,25.1
2015-08-04,25.3
2015-08-05,26.1
2015-08-06,25.65
2015-08-07,25.4
2015-08-10,25.4
2015-08-11,25.1
2015-08-12,24.7
2015-08-13,24.0
2015-08-14,23.9
2015-08-17,23.75
2015-08-18,24.55
2015-08-19,24.55
2015-08-20,24.7
2015-08-21,24.5
2015-08-24,22.1
2015-08-25,22.0
2015-08-26,21.75
2015-08-27,22.35
2015-08-28,22.95
2015-08-31,23.35
2015-09-01,23.45
2015-09-02,24.15
2015-09-03,24.3
2015-09-04,23.35
2015-09-07,23.35
2015-09-08,23.2
2015-09-09,23.45
2015-09-10,23.2
2015-09-11,23.45
2015-09-14,23.6
2015-09-15,23.95
2015-09-16,24.1
2015-09-18,24.6
2015-09-21,24.4
2015-09-22,24.4
2015-09-23,24.5
2015-09-24,24.2
2015-09-28,24.35
2015-09-29,24.55
2015-09-30,25.85
2015-10-01,26.35
2015-10-05,27.35
2015-10-06,30.5
2015-10-07,29.75
2015-10-08,29.05
2015-10-09,28.0
2015-10-12,28.35
2015-10-13,31.3
2015-10-14,32.5
2015-10-15,33.65
2015-10-16,33.9
2015-10-19,35.2
2015-10-20,36.85
2015-10-21,35.0
2015-10-23,33.95
2015-10-26,31.8
2015-10-27,32.95
2015-10-28,32.25
2015-10-29,30.15
2015-10-30,29.05
2015-11-02,28.9
2015-11-03,28.65
2015-11-04,28.65
2015-11-05,27.8
2015-11-06,27.4
2015-11-09,28.9
2015-11-10,28.75
2015-11-11,30.15
2015-11-13,30.85
2015-11-16,33.4
2015-11-17,34.25
2015-11-18,37.25
2015-11-19,35.05
2015-11-20,35.7
2015-11-23,35.8
2015-11-24,39.35
2015-11-26,38.6
2015-11-27,38.8
2015-11-30,37.3
2015-12-01,39.05
2015-12-02,38.7
2015-12-03,38.4
2015-12-04,38.0
2015-12-07,37.75
2015-12-08,36.95
2015-12-09,34.75
2015-12-10,36.4
2015-12-11,36.05
2015-12-14,37.95
2015-12-15,40.95
2015-12-16,41.2
2015-12-17,41.8
2015-12-18,42.0
2015-12-21,42.0
2015-12-22,41.35
2015-12-23,42.5
2015-12-24,42.25
2015-12-28,42.15
2015-12-29,40.7
2015-12-30,41.2
2015-12-31,42.95
