Date,VIMTALABS
2015-01-01,73.25
2015-01-02,73.65
2015-01-05,74.95
2015-01-06,70.6
2015-01-07,70.9
2015-01-08,72.8
2015-01-09,70.6
2015-01-12,69.05
2015-01-13,67.85
2015-01-14,66.7
2015-01-15,68.1
2015-01-16,67.6
2015-01-19,67.65
2015-01-20,68.45
2015-01-21,67.0
2015-01-22,66.6
2015-01-23,65.55
2015-01-27,63.75
2015-01-28,64.65
2015-01-29,63.8
2015-01-30,63.5
2015-02-02,64.6
2015-02-03,64.8
2015-02-04,64.1
2015-02-05,63.6
2015-02-06,61.65
2015-02-09,61.3
2015-02-10,59.45
2015-02-11,60.25
2015-02-12,60.4
2015-02-13,63.7
2015-02-16,60.25
2015-02-18,62.85
2015-02-19,60.5
2015-02-20,60.2
2015-02-23,60.0
2015-02-24,60.1
2015-02-25,60.05
2015-02-26,60.0
2015-02-27,60.35
2015-02-28,60.35
2015-03-02,60.25
2015-03-03,60.15
2015-03-04,60.0
2015-03-05,60.0
2015-03-09,60.0
2015-03-10,60.05
2015-03-11,60.25
2015-03-12,60.15
2015-03-13,72.15
2015-03-16,86.55
2015-03-17,92.05
2015-03-18,84.75
2015-03-19,84.8
2015-03-20,76.95
2015-03-23,72.95
2015-03-24,70.75
2015-03-25,74.25
2015-03-26,70.65
2015-03-27,71.6
2015-03-30,75.15
2015-03-31,75.05
2015-04-01,74.8
2015-04-06,74.7
2015-04-07,74.8
2015-04-08,74.0
2015-04-09,74.1
2015-04-10,77.8
2015-04-13,79.6
2015-04-15,76.75
2015-04-16,76.2
2015-04-17,74.45
2015-04-20,71.0
2015-04-21,70.95
2015-04-22,71.45
2015-04-23,72.35
2015-04-24,69.6
2015-04-27,66.15
2015-04-28,65.1
2015-04-29,67.3
2015-04-30,65.35
2015-05-04,71.85
2015-05-05,71.25
2015-05-06,66.5
2015-05-07,64.35
2015-05-08,67.95
2015-05-11,66.95
2015-05-12,66.5
2015-05-13,65.5
2015-05-14,65.65
2015-05-15,66.85
2015-05-18,65.95
2015-05-19,67.65
2015-05-20,66.5
2015-05-21,65.55
2015-05-22,68.05
2015-05-25,66.65
2015-05-26,65.5
2015-05-27,66.05
2015-05-28,65.35
2015-05-29,65.55
2015-06-01,64.75
2015-06-02,62.55
2015-06-03,61.25
2015-06-04,61.4
2015-06-05,68.9
2015-06-08,62.2
2015-06-09,62.55
2015-06-10,62.15
2015-06-11,60.35
2015-06-12,60.95
2015-06-15,62.1
2015-06-16,62.95
2015-06-17,63.85
2015-06-18,64.95
2015-06-19,65.1
2015-06-22,65.7
2015-06-23,66.7
2015-06-24,66.25
2015-06-25,73.8
2015-06-26,72.55
2015-06-29,68.05
2015-06-30,68.65
2015-07-01,71.15
2015-07-02,71.1
2015-07-03,72.15
2015-07-06,73.4
2015-07-07,75.1
2015-07-08,78.5
2015-07-09,84.8
2015-07-10,84.1
2015-07-13,87.9
2015-07-14,88.55
2015-07-15,88.85
2015-07-16,89.05
2015-07-17,86.5
2015-07-20,82.45
2015-07-21,83.3
2015-07-22,83.7
2015-07-23,84.15
2015-07-24,83.8
2015-07-27,81.95
2015-07-28,81.0
2015-07-29,83.35
2015-07-30,87.0
2015-07-31,87.9
2015-08-03,94.7
2015-08-04,93.1
2015-08-05,91.4
2015-08-06,86.65
2015-08-07,85.95
2015-08-10,86.05
2015-08-11,84.6
2015-08-12,79.95
2015-08-13,78.4
2015-08-14,80.3
2015-08-17,79.8
2015-08-18,80.25
2015-08-19,81.65
2015-08-20,77.55
2015-08-21,77.95
2015-08-24,67.95
2015-08-25,66.65
2015-08-26,64.4
2015-08-27,66.9
2015-08-28,66.55
2015-08-31,67.95
2015-09-01,65.8
2015-09-02,64.9
2015-09-03,67.8
2015-09-04,65.6
2015-09-07,63.95
2015-09-08,65.0
2015-09-09,67.05
2015-09-10,66.45
2015-09-11,66.1
2015-09-14,66.3
2015-09-15,64.6
2015-09-16,63.85
2015-09-18,64.6
2015-09-21,65.95
2015-09-22,65.1
2015-09-23,65.2
2015-09-24,67.4
2015-09-28,64.7
2015-09-29,64.65
2015-09-30,66.45
2015-10-01,68.2
2015-10-05,69.45
2015-10-06,68.8
2015-10-07,71.65
2015-10-08,71.0
2015-10-09,71.1
2015-10-12,70.7
2015-10-13,74.3
2015-10-14,78.4
2015-10-15,77.2
2015-10-16,87.0
2015-10-19,81.95
2015-10-20,83.0
2015-10-21,83.25
2015-10-23,81.25
2015-10-26,76.35
2015-10-27,77.1
2015-10-28,77.4
2015-10-29,77.0
2015-10-30,75.3
2015-11-02,74.05
2015-11-03,73.6
2015-11-04,74.2
2015-11-05,73.9
2015-11-06,73.1
2015-11-09,78.85
2015-11-10,83.45
2015-11-11,86.35
2015-11-13,91.25
2015-11-16,90.45
2015-11-17,87.45
2015-11-18,83.65
2015-11-19,86.5
2015-11-20,87.0
2015-11-23,86.5
2015-11-24,88.1
2015-11-26,89.45
2015-11-27,92.15
2015-11-30,105.15
2015-12-01,109.3
2015-12-02,105.0
2015-12-03,106.65
2015-12-04,102.95
2015-12-07,101.75
2015-12-08,103.65
2015-12-09,95.85
2015-12-10,99.95
2015-12-11,98.55
2015-12-14,98.1
2015-12-15,98.7
2015-12-16,98.55
2015-12-17,105.9
2015-12-18,104.3
2015-12-21,103.95
2015-12-22,104.7
2015-12-23,106.2
2015-12-24,106.15
2015-12-28,105.65
2015-12-29,104.05
2015-12-30,103.95
2015-12-31,102.6
