Date,PITTIENG
2015-01-01,72.25
2015-01-02,74.6
2015-01-05,78.75
2015-01-06,75.05
2015-01-07,81.2
2015-01-08,89.05
2015-01-09,85.3
2015-01-12,84.5
2015-01-13,84.5
2015-01-14,83.3
2015-01-15,79.75
2015-01-16,79.2
2015-01-19,88.7
2015-01-20,91.85
2015-01-21,91.1
2015-01-22,91.1
2015-01-23,90.8
2015-01-27,93.25
2015-01-28,88.35
2015-01-29,106.0
2015-01-30,111.05
2015-02-02,110.95
2015-02-03,112.95
2015-02-04,112.25
2015-02-05,112.35
2015-02-06,108.5
2015-02-09,106.15
2015-02-10,107.3
2015-02-11,111.25
2015-02-12,110.6
2015-02-13,110.65
2015-02-16,106.25
2015-02-18,104.05
2015-02-19,109.4
2015-02-20,115.15
2015-02-23,117.15
2015-02-24,114.3
2015-02-25,113.15
2015-02-26,110.8
2015-02-27,112.5
2015-02-28,117.8
2015-03-02,118.6
2015-03-03,116.8
2015-03-04,113.7
2015-03-05,110.95
2015-03-09,108.9
2015-03-10,111.15
2015-03-11,109.35
2015-03-12,118.35
2015-03-13,120.8
2015-03-16,124.9
2015-03-17,124.1
2015-03-18,122.7
2015-03-19,123.15
2015-03-20,119.0
2015-03-23,117.25
2015-03-24,108.9
2015-03-25,111.95
2015-03-26,110.0
2015-03-27,106.95
2015-03-30,112.65
2015-03-31,114.15
2015-04-01,124.25
2015-04-06,127.35
2015-04-07,127.15
2015-04-08,133.5
2015-04-09,129.25
2015-04-10,133.15
2015-04-13,136.5
2015-04-15,132.4
2015-04-16,68.5
2015-04-17,72.85
2015-04-20,77.65
2015-04-21,75.05
2015-04-22,69.3
2015-04-23,71.2
2015-04-24,66.25
2015-04-27,71.05
2015-04-28,68.05
2015-04-29,67.35
2015-04-30,65.75
2015-05-04,67.9
2015-05-05,66.9
2015-05-06,62.7
2015-05-07,58.05
2015-05-08,62.95
2015-05-11,62.85
2015-05-12,61.05
2015-05-13,61.75
2015-05-14,62.6
2015-05-15,63.1
2015-05-18,64.95
2015-05-19,68.25
2015-05-20,67.75
2015-05-21,68.0
2015-05-22,66.65
2015-05-25,63.85
2015-05-26,62.4
2015-05-27,64.65
2015-05-28,62.45
2015-05-29,61.15
2015-06-01,61.0
2015-06-02,59.55
2015-06-03,55.4
2015-06-04,57.85
2015-06-05,57.7
2015-06-08,55.05
2015-06-09,53.45
2015-06-10,55.2
2015-06-11,53.2
2015-06-12,53.95
2015-06-15,55.05
2015-06-16,54.5
2015-06-17,55.25
2015-06-18,55.95
2015-06-19,56.85
2015-06-22,56.75
2015-06-23,60.2
2015-06-24,59.0
2015-06-25,61.4
2015-06-26,60.9
2015-06-29,58.2
2015-06-30,59.45
2015-07-01,63.4
2015-07-02,63.05
2015-07-03,63.45
2015-07-06,67.0
2015-07-07,68.5
2015-07-08,68.25
2015-07-09,67.75
2015-07-10,67.45
2015-07-13,69.25
2015-07-14,68.7
2015-07-15,67.75
2015-07-16,67.8
2015-07-17,67.9
2015-07-20,67.05
2015-07-21,66.2
2015-07-22,66.85
2015-07-23,67.15
2015-07-24,69.35
2015-07-27,72.45
2015-07-28,72.05
2015-07-29,72.95
2015-07-30,72.25
2015-07-31,71.7
2015-08-03,80.15
2015-08-04,84.9
2015-08-05,84.0
2015-08-06,79.25
2015-08-07,81.25
2015-08-10,77.45
2015-08-11,70.75
2015-08-12,69.05
2015-08-13,68.35
2015-08-14,68.2
2015-08-17,67.3
2015-08-18,67.75
2015-08-19,69.25
2015-08-20,68.2
2015-08-21,66.75
2015-08-24,59.1
2015-08-25,58.1
2015-08-26,59.65
2015-08-27,63.0
2015-08-28,63.25
2015-08-31,62.0
2015-09-01,60.65
2015-09-02,60.6
2015-09-03,61.7
2015-09-04,58.85
2015-09-07,56.35
2015-09-08,55.95
2015-09-09,58.75
2015-09-10,60.85
2015-09-11,60.85
2015-09-14,60.2
2015-09-15,62.35
2015-09-16,60.05
2015-09-18,60.65
2015-09-21,60.3
2015-09-22,59.35
2015-09-23,58.55
2015-09-24,59.25
2015-09-28,59.05
2015-09-29,58.75
2015-09-30,59.65
2015-10-01,58.35
2015-10-05,59.25
2015-10-06,62.9
2015-10-07,63.95
2015-10-08,63.3
2015-10-09,64.05
2015-10-12,61.85
2015-10-13,61.95
2015-10-14,61.55
2015-10-15,61.3
2015-10-16,61.8
2015-10-19,62.5
2015-10-20,62.15
2015-10-21,61.75
2015-10-23,62.25
2015-10-26,61.65
2015-10-27,59.35
2015-10-28,61.6
2015-10-29,64.2
2015-10-30,60.35
2015-11-02,61.8
2015-11-03,60.8
2015-11-04,60.4
2015-11-05,58.25
2015-11-06,57.0
2015-11-09,58.7
2015-11-10,58.75
2015-11-11,59.55
2015-11-13,59.1
2015-11-16,49.0
2015-11-17,49.65
2015-11-18,48.25
2015-11-19,47.5
2015-11-20,47.0
2015-11-23,46.1
2015-11-24,46.8
2015-11-26,49.9
2015-11-27,51.45
2015-11-30,52.4
2015-12-01,53.55
2015-12-02,54.85
2015-12-03,54.45
2015-12-04,53.6
2015-12-07,53.5
2015-12-08,52.0
2015-12-09,50.15
2015-12-10,50.75
2015-12-11,50.5
2015-12-14,52.3
2015-12-15,51.45
2015-12-16,52.1
2015-12-17,52.7
2015-12-18,51.9
2015-12-21,51.7
2015-12-22,51.9
2015-12-23,50.6
2015-12-24,50.65
2015-12-28,50.0
2015-12-29,49.95
2015-12-30,49.5
2015-12-31,49.9
