Date,NATCOPHARM
2015-01-01,1519.65
2015-01-02,1529.3
2015-01-05,1497.7
2015-01-06,1428.35
2015-01-07,1404.85
2015-01-08,1430.3
2015-01-09,1411.65
2015-01-12,1423.8
2015-01-13,1434.5
2015-01-14,1425.1
2015-01-15,1468.9
2015-01-16,1530.2
2015-01-19,1544.25
2015-01-20,1517.15
2015-01-21,1430.75
2015-01-22,1410.9
2015-01-23,1362.25
2015-01-27,1368.8
2015-01-28,1360.1
2015-01-29,1365.55
2015-01-30,1381.1
2015-02-02,1365.25
2015-02-03,1382.5
2015-02-04,1362.8
2015-02-05,1366.5
2015-02-06,1368.65
2015-02-09,1365.65
2015-02-10,1436.5
2015-02-11,1435.25
2015-02-12,1402.4
2015-02-13,1402.5
2015-02-16,1404.25
2015-02-18,1402.65
2015-02-19,1391.95
2015-02-20,1387.65
2015-02-23,1382.6
2015-02-24,1366.0
2015-02-25,1359.35
2015-02-26,1333.8
2015-02-27,1354.5
2015-02-28,1373.9
2015-03-02,1428.2
2015-03-03,1552.0
2015-03-04,1494.7
2015-03-05,1509.05
2015-03-09,1552.35
2015-03-10,1646.1
2015-03-11,1790.05
2015-03-12,2055.8
2015-03-13,2217.95
2015-03-16,2110.55
2015-03-17,2138.1
2015-03-18,2166.15
2015-03-19,2166.2
2015-03-20,1949.6
2015-03-23,1992.95
2015-03-24,2125.55
2015-03-25,2146.9
2015-03-26,2101.6
2015-03-27,2112.65
2015-03-30,2086.6
2015-03-31,2108.95
2015-04-01,2319.8
2015-04-06,2428.15
2015-04-07,2590.8
2015-04-08,2619.75
2015-04-09,2567.2
2015-04-10,2484.2
2015-04-13,2397.7
2015-04-15,2352.1
2015-04-16,2374.15
2015-04-17,2339.85
2015-04-20,2244.25
2015-04-21,2155.55
2015-04-22,2064.5
2015-04-23,2013.5
2015-04-24,1938.65
2015-04-27,1850.65
2015-04-28,2064.7
2015-04-29,2103.75
2015-04-30,2137.95
2015-05-04,2184.85
2015-05-05,2176.1
