Date,GUFICBIO
2015-01-01,16.9
2015-01-02,16.8
2015-01-05,16.65
2015-01-06,15.95
2015-01-07,15.9
2015-01-08,16.4
2015-01-09,16.15
2015-01-12,15.95
2015-01-13,17.8
2015-01-14,18.15
2015-01-15,17.95
2015-01-16,17.35
2015-01-19,17.25
2015-01-20,16.95
2015-01-21,17.65
2015-01-22,17.25
2015-01-23,16.8
2015-01-27,16.55
2015-01-28,16.55
2015-01-29,16.4
2015-01-30,16.0
2015-02-02,16.85
2015-02-03,16.75
2015-02-04,16.5
2015-02-05,16.1
2015-02-06,15.65
2015-02-09,15.2
2015-02-10,15.65
2015-02-11,15.1
2015-02-12,15.05
2015-02-13,14.85
2015-02-16,14.3
2015-02-18,14.55
2015-02-19,14.4
2015-02-20,14.15
2015-02-23,14.1
2015-02-24,14.0
2015-02-25,14.2
2015-02-26,14.15
2015-02-27,14.1
2015-02-28,14.25
2015-03-02,14.2
2015-03-03,14.45
2015-03-04,14.2
2015-03-05,14.05
2015-03-09,13.95
2015-03-10,14.0
2015-03-11,13.75
2015-03-12,13.95
2015-03-13,13.5
2015-03-16,13.05
2015-03-17,13.2
2015-03-18,12.95
2015-03-19,12.85
2015-03-20,12.2
2015-03-23,11.8
2015-03-24,11.4
2015-03-25,10.4
2015-03-26,10.5
2015-03-27,10.75
2015-03-30,11.7
2015-03-31,12.75
2015-04-01,15.3
2015-04-06,16.8
2015-04-07,17.8
2015-04-08,17.3
2015-04-09,16.65
2015-04-10,16.8
2015-04-13,16.95
2015-04-15,18.35
2015-04-16,17.9
2015-04-17,17.9
2015-04-20,16.85
2015-04-21,17.2
2015-04-22,16.95
2015-04-23,17.1
2015-04-24,16.55
2015-04-27,14.9
2015-04-28,15.75
2015-04-29,15.55
2015-04-30,15.35
2015-05-04,16.75
2015-05-05,16.7
2015-05-06,16.0
2015-05-07,15.85
2015-05-08,15.6
2015-05-11,16.3
2015-05-12,15.45
2015-05-13,15.6
2015-05-14,15.75
2015-05-15,15.35
2015-05-18,15.45
2015-05-19,15.5
2015-05-20,15.2
2015-05-21,15.2
2015-05-22,15.1
2015-05-25,14.7
2015-05-26,14.7
2015-05-27,14.4
2015-05-28,14.55
2015-05-29,14.7
2015-06-01,14.05
2015-06-02,14.05
2015-06-03,13.35
2015-06-04,13.7
2015-06-05,13.6
2015-06-08,13.85
2015-06-09,13.55
2015-06-10,13.3
2015-06-11,13.15
2015-06-12,12.95
2015-06-15,12.8
2015-06-16,13.0
2015-06-17,13.3
2015-06-18,13.65
2015-06-19,13.05
2015-06-22,13.35
2015-06-23,13.95
2015-06-24,14.65
2015-06-25,15.3
2015-06-26,16.15
2015-06-29,15.7
2015-06-30,15.55
2015-07-01,15.7
2015-07-02,15.45
2015-07-03,15.25
2015-07-06,15.8
2015-07-07,16.3
2015-07-08,15.3
2015-07-09,15.3
2015-07-10,15.15
2015-07-13,15.35
2015-07-14,15.8
2015-07-15,16.05
2015-07-16,16.0
2015-07-17,19.2
2015-07-20,23.0
2015-07-21,23.85
2015-07-22,24.5
2015-07-23,24.55
2015-07-24,23.6
2015-07-27,22.35
2015-07-28,24.55
2015-07-29,27.0
2015-07-30,28.0
2015-07-31,26.75
2015-08-03,27.0
2015-08-04,26.8
2015-08-05,27.75
2015-08-06,26.4
2015-08-07,25.5
2015-08-10,26.5
2015-08-11,25.25
2015-08-12,25.4
2015-08-13,24.55
2015-08-14,25.5
2015-08-17,30.55
2015-08-18,36.65
2015-08-19,36.6
2015-08-20,32.95
2015-08-21,33.35
2015-08-24,30.05
2015-08-25,27.75
2015-08-26,26.5
2015-08-27,27.8
2015-08-28,29.15
2015-08-31,29.3
2015-09-01,27.85
2015-09-02,26.5
2015-09-03,27.8
2015-09-04,26.55
2015-09-07,25.4
2015-09-08,25.75
2015-09-09,26.4
2015-09-10,25.65
2015-09-11,26.65
2015-09-14,27.35
2015-09-15,28.7
2015-09-16,29.2
2015-09-18,29.5
2015-09-21,30.95
2015-09-22,32.2
2015-09-23,33.8
2015-09-24,35.45
2015-09-28,37.15
2015-09-29,35.65
2015-09-30,37.4
2015-10-01,38.15
2015-10-05,37.85
2015-10-06,38.3
2015-10-07,37.7
2015-10-08,35.85
2015-10-09,35.35
2015-10-12,35.05
2015-10-13,34.65
2015-10-14,34.9
2015-10-15,36.6
2015-10-16,38.4
2015-10-19,40.3
2015-10-20,42.3
2015-10-21,40.45
2015-10-23,38.45
2015-10-26,40.35
2015-10-27,42.35
2015-10-28,40.4
2015-10-29,41.5
2015-10-30,41.2
2015-11-02,42.45
2015-11-03,41.4
2015-11-04,41.1
2015-11-05,40.05
2015-11-06,38.85
2015-11-09,42.7
2015-11-10,40.8
2015-11-11,40.85
2015-11-13,44.45
2015-11-16,48.85
2015-11-17,51.25
2015-11-18,48.9
2015-11-19,51.3
2015-11-20,53.85
2015-11-23,55.5
2015-11-24,58.25
2015-11-26,61.15
2015-11-27,62.0
2015-11-30,62.15
2015-12-01,62.1
2015-12-02,59.9
2015-12-03,58.0
2015-12-04,56.0
2015-12-07,58.8
2015-12-08,60.55
2015-12-09,57.55
2015-12-10,55.9
2015-12-11,53.8
2015-12-14,53.75
2015-12-15,56.4
2015-12-16,54.5
2015-12-17,57.2
2015-12-18,59.05
2015-12-21,58.7
2015-12-22,57.0
2015-12-23,57.9
2015-12-24,59.05
2015-12-28,57.95
2015-12-29,55.95
2015-12-30,54.35
2015-12-31,54.95
