Date,NCC
2015-01-01,82.6
2015-01-02,81.95
2015-01-05,80.8
2015-01-06,77.0
2015-01-07,76.1
2015-01-08,79.3
2015-01-09,79.2
2015-01-12,78.55
2015-01-13,77.35
2015-01-14,75.75
2015-01-15,77.25
2015-01-16,76.4
2015-01-19,75.25
2015-01-20,74.95
2015-01-21,72.5
2015-01-22,73.95
2015-01-23,72.05
2015-01-27,71.95
2015-01-28,75.9
2015-01-29,75.15
2015-01-30,75.85
2015-02-02,75.05
2015-02-03,72.65
2015-02-04,74.9
2015-02-05,71.2
2015-02-06,70.65
2015-02-09,63.55
2015-02-10,63.2
2015-02-11,75.8
2015-02-12,84.2
2015-02-13,82.15
2015-02-16,80.55
2015-02-18,78.5
2015-02-19,78.8
2015-02-20,78.2
2015-02-23,76.85
2015-02-24,77.1
2015-02-25,77.9
2015-02-26,76.3
2015-02-27,76.35
2015-02-28,79.0
2015-03-02,92.45
2015-03-03,94.7
2015-03-04,88.05
2015-03-05,93.65
2015-03-09,91.0
2015-03-10,89.0
2015-03-11,91.05
2015-03-12,99.35
2015-03-13,100.2
2015-03-16,98.8
2015-03-17,99.4
2015-03-18,100.5
2015-03-19,99.2
2015-03-20,95.95
2015-03-23,97.05
2015-03-24,96.85
2015-03-25,96.8
2015-03-26,94.6
2015-03-27,95.45
2015-03-30,104.7
2015-03-31,112.05
2015-04-01,110.55
2015-04-06,115.45
2015-04-07,113.95
2015-04-08,113.75
2015-04-09,110.55
2015-04-10,108.95
2015-04-13,106.7
2015-04-15,105.45
2015-04-16,99.45
2015-04-17,99.25
2015-04-20,96.9
2015-04-21,99.8
2015-04-22,97.8
2015-04-23,98.45
2015-04-24,93.8
2015-04-27,89.9
2015-04-28,93.45
2015-04-29,91.7
2015-04-30,90.9
2015-05-04,94.55
2015-05-05,101.9
2015-05-06,96.05
2015-05-07,91.4
2015-05-08,93.4
2015-05-11,97.55
2015-05-12,93.3
2015-05-13,95.85
2015-05-14,101.85
2015-05-15,96.25
2015-05-18,87.7
2015-05-19,89.6
2015-05-20,86.95
2015-05-21,84.15
2015-05-22,84.95
2015-05-25,83.4
2015-05-26,85.7
2015-05-27,84.55
2015-05-28,81.1
2015-05-29,82.35
2015-06-01,82.5
2015-06-02,80.1
2015-06-03,75.3
2015-06-04,74.35
2015-06-05,72.55
2015-06-08,68.6
2015-06-09,67.6
2015-06-10,73.45
2015-06-11,72.1
2015-06-12,70.25
2015-06-15,72.0
2015-06-16,75.75
2015-06-17,79.95
2015-06-18,80.35
2015-06-19,76.9
2015-06-22,79.8
2015-06-23,78.85
2015-06-24,78.7
2015-06-25,80.6
2015-06-26,81.55
2015-06-29,77.0
2015-06-30,78.65
2015-07-01,80.4
2015-07-02,79.95
2015-07-03,79.45
2015-07-06,79.55
2015-07-07,80.05
2015-07-08,78.5
2015-07-09,78.5
2015-07-10,80.05
2015-07-13,80.55
2015-07-14,83.45
2015-07-15,83.85
2015-07-16,83.35
2015-07-17,82.15
2015-07-20,85.15
2015-07-21,82.55
2015-07-22,83.7
2015-07-23,86.55
2015-07-24,87.3
2015-07-27,82.35
2015-07-28,82.3
2015-07-29,82.25
2015-07-30,83.35
2015-07-31,82.5
2015-08-03,81.3
2015-08-04,82.2
2015-08-05,83.15
2015-08-06,82.4
2015-08-07,82.2
2015-08-10,80.95
2015-08-11,76.5
2015-08-12,73.05
2015-08-13,75.0
2015-08-14,78.45
2015-08-17,77.9
2015-08-18,78.75
2015-08-19,77.75
2015-08-20,78.8
2015-08-21,78.0
2015-08-24,69.75
2015-08-25,69.5
2015-08-26,71.6
2015-08-27,73.95
2015-08-28,74.0
2015-08-31,71.7
2015-09-01,69.45
2015-09-02,67.0
2015-09-03,66.05
2015-09-04,58.1
2015-09-07,55.15
2015-09-08,59.0
2015-09-09,63.1
2015-09-10,61.55
2015-09-11,63.0
2015-09-14,62.9
2015-09-15,62.75
2015-09-16,63.95
2015-09-18,66.4
2015-09-21,68.05
2015-09-22,70.45
2015-09-23,68.8
2015-09-24,71.4
2015-09-28,69.45
2015-09-29,73.05
2015-09-30,74.8
2015-10-01,74.6
2015-10-05,76.1
2015-10-06,75.25
2015-10-07,75.5
2015-10-08,75.3
2015-10-09,75.1
2015-10-12,75.6
2015-10-13,81.1
2015-10-14,81.0
2015-10-15,81.0
2015-10-16,81.45
2015-10-19,82.55
2015-10-20,82.3
2015-10-21,81.3
2015-10-23,81.3
2015-10-26,79.5
2015-10-27,78.75
2015-10-28,82.9
2015-10-29,83.05
2015-10-30,80.35
2015-11-02,78.4
2015-11-03,77.85
2015-11-04,78.8
2015-11-05,75.55
2015-11-06,73.9
2015-11-09,76.8
2015-11-10,75.4
2015-11-11,77.25
2015-11-13,78.65
2015-11-16,78.25
2015-11-17,78.8
2015-11-18,78.1
2015-11-19,79.35
2015-11-20,79.4
2015-11-23,78.25
2015-11-24,77.95
2015-11-26,78.15
2015-11-27,78.05
2015-11-30,77.55
2015-12-01,77.3
2015-12-02,77.1
2015-12-03,77.75
2015-12-04,77.45
2015-12-07,78.1
2015-12-08,77.15
2015-12-09,71.85
2015-12-10,74.95
2015-12-11,72.4
2015-12-14,73.2
2015-12-15,73.0
2015-12-16,74.3
2015-12-17,76.55
2015-12-18,76.35
2015-12-21,76.9
2015-12-22,75.25
2015-12-23,75.7
2015-12-24,77.85
2015-12-28,77.5
2015-12-29,78.2
2015-12-30,77.1
2015-12-31,75.8
