Date,DHUNINV
2015-01-01,126.05
2015-01-02,131.05
2015-01-05,137.6
2015-01-06,135.9
2015-01-07,134.45
2015-01-08,134.75
2015-01-09,134.0
2015-01-12,133.45
2015-01-13,133.1
2015-01-14,134.25
2015-01-15,130.6
2015-01-16,128.1
2015-01-19,126.1
2015-01-20,124.7
2015-01-21,122.0
2015-01-22,120.25
2015-01-23,125.2
2015-01-27,119.95
2015-01-28,116.75
2015-01-29,111.7
2015-01-30,107.05
2015-02-02,110.75
2015-02-03,110.55
2015-02-04,113.05
2015-02-05,108.7
2015-02-06,107.95
2015-02-09,113.3
2015-02-10,112.0
2015-02-11,110.05
2015-02-12,115.55
2015-02-13,113.3
2015-02-16,111.3
2015-02-18,109.15
2015-02-19,111.95
2015-02-20,108.4
2015-02-23,105.5
2015-02-24,105.6
2015-02-25,104.0
2015-02-26,104.6
2015-02-27,100.45
2015-02-28,99.55
2015-03-02,98.4
2015-03-03,102.35
2015-03-04,102.0
2015-03-05,103.9
2015-03-09,99.05
2015-03-10,108.95
2015-03-11,110.0
2015-03-12,112.0
2015-03-13,103.6
2015-03-16,109.0
2015-03-17,104.0
2015-03-18,106.9
2015-03-20,105.0
2015-03-24,102.0
2015-03-25,97.05
2015-03-26,95.1
2015-03-27,99.4
2015-03-30,101.9
2015-03-31,100.0
2015-04-01,99.85
2015-04-06,98.9
2015-04-07,97.6
2015-04-08,102.5
2015-04-09,108.0
2015-04-10,99.5
2015-04-13,104.25
2015-04-15,103.2
2015-04-16,105.0
2015-04-17,108.8
2015-04-20,106.0
2015-04-21,104.05
2015-04-22,102.1
2015-04-23,103.0
2015-04-24,100.7
2015-04-27,94.2
2015-04-28,95.05
2015-04-29,95.7
2015-04-30,95.1
2015-05-04,103.0
2015-05-05,100.0
2015-05-06,98.0
2015-05-07,94.05
2015-05-08,101.5
2015-05-11,100.75
2015-05-12,102.8
2015-05-13,102.0
2015-05-14,101.5
2015-05-15,106.9
2015-05-18,111.0
2015-05-19,106.1
2015-05-20,112.8
2015-05-21,111.3
2015-05-22,110.4
2015-05-26,109.0
2015-05-27,105.1
2015-05-28,110.5
2015-05-29,115.8
2015-06-01,113.0
2015-06-02,112.0
2015-06-03,106.9
2015-06-04,106.1
2015-06-05,108.95
2015-06-08,108.8
2015-06-09,105.0
2015-06-10,108.0
2015-06-11,105.0
2015-06-12,106.05
2015-06-15,108.9
2015-06-16,105.0
2015-06-17,104.6
2015-06-18,109.0
2015-06-19,110.9
2015-06-22,109.3
2015-06-23,113.4
2015-06-24,113.55
2015-06-25,112.5
2015-06-26,110.1
2015-06-29,110.0
2015-06-30,116.1
2015-07-01,119.95
2015-07-02,129.8
2015-07-03,127.15
2015-07-06,126.1
2015-07-07,125.4
2015-07-08,119.8
2015-07-09,127.3
2015-07-10,125.85
2015-07-13,130.0
2015-07-14,131.65
2015-07-15,157.95
2015-07-16,168.95
2015-07-17,162.45
2015-07-20,161.55
2015-07-21,153.55
2015-07-22,140.7
2015-07-23,146.1
2015-07-24,149.4
2015-07-27,149.9
2015-07-28,147.85
2015-07-29,145.15
2015-07-30,142.65
2015-07-31,147.4
2015-08-03,147.55
2015-08-04,148.95
2015-08-05,154.15
2015-08-06,154.75
2015-08-07,153.05
2015-08-10,154.1
2015-08-11,156.5
2015-08-12,150.75
2015-08-13,150.0
2015-08-14,168.55
2015-08-17,169.85
2015-08-18,164.85
2015-08-19,170.5
2015-08-20,162.9
2015-08-21,162.4
2015-08-24,145.5
2015-08-25,146.25
2015-08-26,143.55
2015-08-27,150.0
2015-08-28,150.0
2015-08-31,158.0
2015-09-01,149.2
2015-09-02,146.45
2015-09-03,147.4
2015-09-04,142.0
2015-09-07,136.6
2015-09-08,135.65
2015-09-09,138.4
2015-09-10,138.0
2015-09-11,142.0
2015-09-14,144.55
2015-09-15,142.5
2015-09-16,140.25
2015-09-18,136.5
2015-09-21,149.35
2015-09-22,142.3
2015-09-23,142.45
2015-09-24,145.15
2015-09-28,142.95
2015-09-29,139.35
2015-09-30,139.45
2015-10-01,138.95
2015-10-05,137.3
2015-10-06,145.0
2015-10-07,140.0
2015-10-08,139.2
2015-10-09,138.5
2015-10-12,143.8
2015-10-13,141.9
2015-10-14,140.1
2015-10-15,141.9
2015-10-16,140.0
2015-10-19,139.35
2015-10-20,147.0
2015-10-21,148.7
2015-10-23,149.0
2015-10-26,149.95
2015-10-27,146.6
2015-10-28,145.7
2015-10-29,146.9
2015-10-30,149.0
2015-11-02,148.95
2015-11-03,151.55
2015-11-04,146.6
2015-11-05,149.65
2015-11-06,145.7
2015-11-09,146.25
2015-11-10,146.5
2015-11-11,146.8
2015-11-13,150.4
2015-11-16,146.35
2015-11-17,149.8
2015-11-18,148.2
2015-11-19,147.05
2015-11-20,146.65
2015-11-23,143.0
2015-11-24,143.05
2015-11-26,143.65
2015-11-27,142.05
2015-11-30,143.75
2015-12-01,141.55
2015-12-02,143.0
2015-12-03,143.3
2015-12-04,143.85
2015-12-07,147.4
2015-12-08,151.85
2015-12-09,147.65
2015-12-10,149.05
2015-12-11,147.1
2015-12-14,149.05
2015-12-15,145.4
2015-12-16,151.0
2015-12-17,151.45
2015-12-18,150.2
2015-12-21,151.85
2015-12-22,149.0
2015-12-23,149.85
2015-12-24,153.95
2015-12-28,153.0
2015-12-29,150.9
2015-12-30,150.1
2015-12-31,149.2
