Date,IGL
2015-01-01,451.45
2015-01-02,452.25
2015-01-05,459.85
2015-01-06,447.05
2015-01-07,431.95
2015-01-08,454.75
2015-01-09,451.6
2015-01-12,452.6
2015-01-13,459.05
2015-01-14,446.4
2015-01-15,452.75
2015-01-16,467.25
2015-01-19,462.1
2015-01-20,466.6
2015-01-21,477.95
2015-01-22,474.6
2015-01-23,470.5
2015-01-27,469.4
2015-01-28,475.8
2015-01-29,470.2
2015-01-30,464.6
2015-02-02,464.05
2015-02-03,463.4
2015-02-04,468.35
2015-02-05,461.95
2015-02-06,459.6
2015-02-09,454.0
2015-02-10,430.6
2015-02-11,429.75
2015-02-12,429.05
2015-02-13,427.4
2015-02-16,426.65
2015-02-18,426.6
2015-02-19,427.5
2015-02-20,435.95
2015-02-23,439.2
2015-02-24,441.0
2015-02-25,440.35
2015-02-26,427.05
2015-02-27,439.4
2015-02-28,436.9
2015-03-02,444.5
2015-03-03,442.65
2015-03-04,435.95
2015-03-05,432.05
2015-03-09,432.05
2015-03-10,432.35
2015-03-11,437.45
2015-03-12,435.15
2015-03-13,423.65
2015-03-16,425.75
2015-03-17,423.0
2015-03-18,420.7
2015-03-19,419.1
2015-03-20,412.75
2015-03-23,414.5
2015-03-24,413.25
2015-03-25,411.1
2015-03-26,414.55
2015-03-27,413.95
2015-03-30,416.9
2015-03-31,419.45
2015-04-01,412.3
2015-04-06,411.4
2015-04-07,420.1
2015-04-08,423.25
2015-04-09,420.15
2015-04-10,422.65
2015-04-13,433.45
2015-04-15,422.5
2015-04-16,418.5
2015-04-17,419.85
2015-04-20,419.3
2015-04-21,432.65
2015-04-22,444.8
2015-04-23,446.8
2015-04-24,427.45
2015-04-27,418.65
2015-04-28,418.55
2015-04-29,417.55
2015-04-30,411.75
2015-05-04,417.15
2015-05-05,416.2
2015-05-06,403.0
2015-05-07,396.95
2015-05-08,398.45
2015-05-11,407.1
2015-05-12,409.4
2015-05-13,405.9
2015-05-14,405.3
2015-05-15,401.75
2015-05-18,413.9
2015-05-19,409.9
2015-05-20,412.05
2015-05-21,410.25
2015-05-22,413.4
2015-05-25,411.65
2015-05-26,406.5
2015-05-27,406.95
2015-05-28,400.15
2015-05-29,404.5
2015-06-01,408.15
2015-06-02,398.25
2015-06-03,403.4
2015-06-04,392.4
2015-06-05,393.0
2015-06-08,385.2
2015-06-09,378.8
2015-06-10,386.8
2015-06-11,385.0
2015-06-12,387.7
2015-06-15,386.35
2015-06-16,385.45
2015-06-17,401.35
2015-06-18,398.65
2015-06-19,394.0
2015-06-22,395.0
2015-06-23,394.85
2015-06-24,394.8
2015-06-25,398.8
2015-06-26,416.05
2015-06-29,428.1
2015-06-30,417.8
2015-07-01,455.3
2015-07-02,445.65
2015-07-03,444.8
2015-07-06,454.0
2015-07-07,451.2
2015-07-08,444.65
2015-07-09,445.35
2015-07-10,445.05
2015-07-13,445.55
2015-07-14,444.55
2015-07-15,443.75
2015-07-16,456.95
2015-07-17,462.1
2015-07-20,460.35
2015-07-21,460.0
2015-07-22,470.8
2015-07-23,469.6
2015-07-24,461.2
2015-07-27,458.1
2015-07-28,464.2
2015-07-29,461.95
2015-07-30,478.65
2015-07-31,484.15
2015-08-03,488.5
2015-08-04,483.7
2015-08-05,479.8
2015-08-06,503.85
2015-08-07,494.9
2015-08-10,510.0
2015-08-11,492.9
2015-08-12,479.65
2015-08-13,483.4
2015-08-14,492.2
2015-08-17,489.35
2015-08-18,488.1
2015-08-19,486.35
2015-08-20,479.3
2015-08-21,481.6
2015-08-24,457.55
2015-08-25,458.4
2015-08-26,459.85
2015-08-27,472.55
2015-08-28,485.05
2015-08-31,477.5
2015-09-01,475.95
2015-09-02,466.45
2015-09-03,466.1
2015-09-04,461.55
2015-09-07,464.5
2015-09-08,465.0
2015-09-09,464.45
2015-09-10,461.35
2015-09-11,469.85
2015-09-14,466.85
2015-09-15,465.15
2015-09-16,466.65
2015-09-18,475.8
2015-09-21,482.45
2015-09-22,476.0
2015-09-23,468.0
2015-09-24,470.35
2015-09-28,464.2
2015-09-29,460.55
2015-09-30,477.45
2015-10-01,467.4
2015-10-05,470.5
2015-10-06,476.0
2015-10-07,469.75
2015-10-08,465.1
2015-10-09,467.0
2015-10-12,467.35
2015-10-13,471.55
2015-10-14,478.45
2015-10-15,485.4
2015-10-16,482.2
2015-10-19,479.9
2015-10-20,479.3
2015-10-21,477.2
2015-10-23,484.3
2015-10-26,493.35
2015-10-27,493.45
2015-10-28,491.9
2015-10-29,489.95
2015-10-30,489.0
2015-11-02,486.35
2015-11-03,484.1
2015-11-04,479.85
2015-11-05,479.05
2015-11-06,476.65
2015-11-09,472.35
2015-11-10,473.8
2015-11-11,474.05
2015-11-13,469.65
2015-11-16,468.0
2015-11-17,471.95
2015-11-18,460.0
2015-11-19,463.8
2015-11-20,481.3
2015-11-23,484.95
2015-11-24,480.75
2015-11-26,481.1
2015-11-27,472.45
2015-11-30,482.95
2015-12-01,480.2
2015-12-02,479.9
2015-12-03,479.9
2015-12-04,473.9
2015-12-07,466.25
2015-12-08,462.1
2015-12-09,459.95
2015-12-10,465.0
2015-12-11,481.8
2015-12-14,474.15
2015-12-15,469.0
2015-12-16,500.25
2015-12-17,498.65
2015-12-18,493.95
2015-12-21,508.9
2015-12-22,509.15
2015-12-23,519.3
2015-12-24,515.3
2015-12-28,527.45
2015-12-29,534.5
2015-12-30,526.4
2015-12-31,529.0
