Date,FEDDERELEC
2015-01-01,67.85
2015-01-02,70.7
2015-01-05,77.85
2015-01-06,73.3
2015-01-07,72.25
2015-01-08,75.4
2015-01-09,74.45
2015-01-12,74.55
2015-01-13,72.25
2015-01-14,72.45
2015-01-15,73.3
2015-01-16,74.05
2015-01-19,75.85
2015-01-20,75.7
2015-01-21,73.95
2015-01-22,74.3
2015-01-23,74.55
2015-01-27,73.1
2015-01-28,74.3
2015-01-29,73.25
2015-01-30,72.8
2015-02-02,73.2
2015-02-03,72.9
2015-02-04,72.3
2015-02-05,71.1
2015-02-06,69.95
2015-02-09,66.35
2015-02-10,67.1
2015-02-11,68.05
2015-02-12,65.85
2015-02-13,66.1
2015-02-16,64.75
2015-02-18,65.15
2015-02-19,67.5
2015-02-20,69.75
2015-02-23,68.9
2015-02-24,66.55
2015-02-25,66.35
2015-02-26,66.05
2015-02-27,66.85
2015-02-28,65.7
2015-03-02,69.65
2015-03-03,71.25
2015-03-04,68.1
2015-03-05,68.4
2015-03-09,68.25
2015-03-10,67.65
2015-03-11,67.4
2015-03-12,68.05
2015-03-13,66.7
2015-03-16,65.35
2015-03-17,65.5
2015-03-18,65.85
2015-03-19,67.9
2015-03-20,65.7
2015-03-23,62.8
2015-03-24,62.6
2015-03-25,63.15
2015-03-26,64.35
2015-03-27,62.25
2015-03-30,63.4
2015-03-31,64.75
2015-04-01,71.75
2015-04-06,78.9
2015-04-07,78.4
2015-04-08,76.85
2015-04-09,77.05
2015-04-10,82.5
2015-04-13,87.75
2015-04-15,86.75
2015-04-16,83.05
2015-04-17,79.7
2015-04-20,77.45
2015-04-21,78.65
2015-04-22,79.3
2015-04-23,77.15
2015-04-24,74.45
2015-04-27,71.25
2015-04-28,73.9
2015-04-29,74.95
2015-04-30,74.0
2015-05-04,74.7
2015-05-05,74.0
2015-05-06,71.35
2015-05-07,69.5
2015-05-08,71.35
2015-05-11,81.95
2015-05-12,76.45
2015-05-13,78.15
2015-05-14,78.5
2015-05-15,81.4
2015-05-18,81.5
2015-05-19,79.85
2015-05-20,79.75
2015-05-21,79.3
2015-05-22,78.65
2015-05-25,78.15
2015-05-26,79.8
2015-05-27,79.15
2015-05-28,78.45
2015-05-29,79.2
2015-06-01,78.7
2015-06-02,77.15
2015-06-03,72.25
2015-06-04,72.25
2015-06-05,72.45
2015-06-08,71.55
2015-06-09,68.6
2015-06-10,71.15
2015-06-11,69.4
2015-06-12,67.8
2015-06-15,69.5
2015-06-16,70.7
2015-06-17,71.05
2015-06-18,70.85
2015-06-19,70.5
2015-06-22,71.6
2015-06-23,71.8
2015-06-24,72.15
2015-06-25,72.35
2015-06-26,72.1
2015-06-29,70.0
2015-06-30,72.05
2015-07-01,73.95
2015-07-02,75.6
2015-07-03,74.9
2015-07-06,74.65
2015-07-07,75.7
2015-07-08,84.2
2015-07-09,81.45
2015-07-10,82.7
2015-07-13,85.0
2015-07-14,83.85
2015-07-15,85.45
2015-07-16,102.4
2015-07-17,95.65
2015-07-20,103.2
2015-07-21,96.25
2015-07-22,101.15
2015-07-23,102.95
2015-07-24,103.3
2015-07-27,101.75
2015-07-28,101.2
2015-07-29,108.35
2015-07-30,106.55
2015-07-31,106.2
2015-08-03,109.65
2015-08-04,110.55
2015-08-05,107.0
2015-08-06,105.05
2015-08-07,104.8
2015-08-10,103.1
2015-08-11,101.3
2015-08-12,99.35
2015-08-13,95.75
2015-08-14,88.85
2015-08-17,87.25
2015-08-18,92.15
2015-08-19,90.1
2015-08-20,86.25
2015-08-21,83.85
2015-08-24,67.65
2015-08-25,70.7
2015-08-26,71.8
2015-08-27,73.8
2015-08-28,73.9
2015-08-31,74.7
2015-09-01,68.25
2015-09-02,67.95
2015-09-03,69.65
2015-09-04,65.8
2015-09-07,64.75
2015-09-08,65.6
2015-09-09,67.5
2015-09-10,66.45
2015-09-11,67.6
2015-09-14,67.9
2015-09-15,65.35
2015-09-16,65.8
2015-09-18,67.5
2015-09-21,68.85
2015-09-22,67.9
2015-09-23,68.1
2015-09-24,68.7
2015-09-28,71.35
2015-09-29,69.95
2015-09-30,71.2
2015-10-01,71.35
2015-10-05,75.95
2015-10-06,73.85
2015-10-07,74.35
2015-10-08,72.5
2015-10-09,70.35
2015-10-12,68.9
2015-10-13,74.65
2015-10-14,80.25
2015-10-15,82.65
2015-10-16,80.95
2015-10-19,79.55
2015-10-20,79.65
2015-10-21,79.6
2015-10-23,82.95
2015-10-26,83.85
2015-10-27,81.7
2015-10-28,81.4
2015-10-29,81.4
2015-10-30,80.1
2015-11-02,78.55
2015-11-03,81.5
2015-11-04,84.3
2015-11-05,82.85
2015-11-06,80.85
2015-11-09,79.5
2015-11-10,82.6
2015-11-11,84.4
2015-11-13,88.15
2015-11-16,90.75
2015-11-17,87.65
2015-11-18,89.2
2015-11-19,91.3
2015-11-20,93.25
2015-11-23,94.05
2015-11-24,92.6
2015-11-26,90.0
2015-11-27,93.55
2015-11-30,98.8
2015-12-01,95.25
2015-12-02,99.95
2015-12-03,104.15
2015-12-04,104.1
2015-12-07,104.35
2015-12-08,98.1
2015-12-09,93.25
2015-12-10,96.95
2015-12-11,96.65
2015-12-14,98.2
2015-12-15,101.65
2015-12-16,99.45
2015-12-17,101.1
2015-12-18,104.95
2015-12-21,106.3
2015-12-22,103.8
2015-12-23,104.65
2015-12-24,103.65
2015-12-28,102.25
2015-12-29,101.1
2015-12-30,100.0
2015-12-31,101.65
