Date,AUTOAXLES
2015-01-01,706.05
2015-01-02,705.2
2015-01-05,705.0
2015-01-06,668.3
2015-01-07,692.05
2015-01-08,702.75
2015-01-09,719.45
2015-01-12,710.3
2015-01-13,710.1
2015-01-14,708.7
2015-01-15,723.45
2015-01-16,713.3
2015-01-19,721.55
2015-01-20,709.05
2015-01-21,697.7
2015-01-22,720.35
2015-01-23,724.4
2015-01-27,744.55
2015-01-28,733.7
2015-01-29,731.15
2015-01-30,725.95
2015-02-02,725.8
2015-02-03,719.55
2015-02-04,745.05
2015-02-05,749.95
2015-02-06,724.0
2015-02-09,720.05
2015-02-10,727.95
2015-02-11,730.0
2015-02-12,738.15
2015-02-13,732.7
2015-02-16,763.5
2015-02-18,754.1
2015-02-19,739.75
2015-02-20,766.95
2015-02-23,759.6
2015-02-24,769.9
2015-02-25,752.45
2015-02-26,749.9
2015-02-27,767.15
2015-02-28,748.5
2015-03-02,749.95
2015-03-03,747.0
2015-03-04,735.75
2015-03-05,720.8
2015-03-09,709.7
2015-03-10,704.35
2015-03-11,711.1
2015-03-12,713.2
2015-03-13,728.1
2015-03-16,719.75
2015-03-17,716.1
2015-03-18,727.25
2015-03-19,740.05
2015-03-20,740.9
2015-03-23,721.1
2015-03-24,743.2
2015-03-25,747.25
2015-03-26,750.0
2015-03-27,788.85
2015-03-30,839.0
2015-03-31,834.15
2015-04-01,810.2
2015-04-06,775.4
2015-04-07,775.4
2015-04-08,778.5
2015-04-09,783.35
2015-04-10,778.6
2015-04-13,780.0
2015-04-15,766.9
2015-04-16,750.05
2015-04-17,760.05
2015-04-20,756.3
2015-04-21,779.4
2015-04-22,768.65
2015-04-23,756.45
2015-04-24,741.6
2015-04-27,720.1
2015-04-28,726.15
2015-04-29,722.75
2015-04-30,757.85
2015-05-04,796.7
2015-05-05,778.4
2015-05-06,789.1
2015-05-07,774.6
2015-05-08,786.45
2015-05-11,768.65
2015-05-12,756.5
2015-05-13,748.0
2015-05-14,733.35
2015-05-15,727.5
2015-05-18,741.35
2015-05-19,734.85
2015-05-20,765.1
2015-05-21,750.15
2015-05-22,766.75
2015-05-25,772.95
2015-05-26,770.95
2015-05-27,753.8
2015-05-28,740.15
2015-05-29,746.9
2015-06-01,742.85
2015-06-02,746.0
2015-06-03,724.35
2015-06-04,721.7
2015-06-05,733.8
2015-06-08,717.45
2015-06-09,714.45
2015-06-10,711.85
2015-06-11,707.9
2015-06-12,699.45
2015-06-15,673.45
2015-06-16,662.6
2015-06-17,653.4
2015-06-18,642.75
2015-06-19,628.85
2015-06-22,622.65
2015-06-23,630.3
2015-06-24,654.05
2015-06-25,664.15
2015-06-26,667.7
2015-06-29,647.95
2015-06-30,654.5
2015-07-01,650.55
2015-07-02,651.85
2015-07-03,662.65
2015-07-06,661.25
2015-07-07,662.75
2015-07-08,654.1
2015-07-09,672.15
2015-07-10,666.05
2015-07-13,664.7
2015-07-14,659.4
2015-07-15,655.9
2015-07-16,659.65
2015-07-17,659.7
2015-07-20,663.65
2015-07-21,653.15
2015-07-22,654.15
2015-07-23,649.65
2015-07-24,642.55
2015-07-27,641.3
2015-07-28,656.45
2015-07-29,655.85
2015-07-30,665.0
2015-07-31,751.9
2015-08-03,776.75
2015-08-04,773.9
2015-08-05,774.65
2015-08-06,749.7
2015-08-07,739.8
2015-08-10,758.3
2015-08-11,715.4
2015-08-12,717.55
2015-08-13,704.85
2015-08-14,710.25
2015-08-17,702.65
2015-08-18,707.8
2015-08-19,713.75
2015-08-20,684.2
2015-08-21,648.85
2015-08-24,625.0
2015-08-25,646.9
2015-08-26,647.05
2015-08-27,656.85
2015-08-28,669.8
2015-08-31,711.7
2015-09-01,690.6
2015-09-02,686.6
2015-09-03,683.15
2015-09-04,688.95
2015-09-07,679.4
2015-09-08,663.7
2015-09-09,673.65
2015-09-10,676.5
2015-09-11,660.1
2015-09-14,686.0
2015-09-15,679.6
2015-09-16,679.95
2015-09-18,680.65
2015-09-21,694.0
2015-09-22,695.4
2015-09-23,690.0
2015-09-24,699.55
2015-09-28,696.1
2015-09-29,673.3
2015-09-30,691.8
2015-10-01,676.9
2015-10-05,689.3
2015-10-06,683.35
2015-10-07,693.55
2015-10-08,685.85
2015-10-09,684.0
2015-10-12,683.25
2015-10-13,694.85
2015-10-14,685.75
2015-10-15,708.7
2015-10-16,708.65
2015-10-19,692.5
2015-10-20,683.0
2015-10-21,677.3
2015-10-23,686.0
2015-10-26,685.5
2015-10-27,688.95
2015-10-28,657.75
2015-10-29,660.3
2015-10-30,654.65
2015-11-02,653.0
2015-11-03,631.5
2015-11-04,652.5
2015-11-05,651.9
2015-11-06,670.2
2015-11-09,675.55
2015-11-10,675.8
2015-11-11,687.45
2015-11-13,680.25
2015-11-16,681.35
2015-11-17,678.15
2015-11-18,681.0
2015-11-19,675.0
2015-11-20,683.15
2015-11-23,675.05
2015-11-24,691.85
2015-11-26,725.5
2015-11-27,693.65
2015-11-30,715.15
2015-12-01,691.6
2015-12-02,702.4
2015-12-03,693.0
2015-12-04,738.65
2015-12-07,706.7
2015-12-08,707.0
2015-12-09,697.0
2015-12-10,704.65
2015-12-11,697.0
2015-12-14,699.25
2015-12-15,702.6
2015-12-16,701.45
2015-12-17,719.45
2015-12-18,702.4
2015-12-21,707.8
2015-12-22,702.75
2015-12-23,699.0
2015-12-24,698.15
2015-12-28,690.6
2015-12-29,684.15
2015-12-30,700.75
2015-12-31,725.2
