Date,BIL
2015-01-01,401.95
2015-01-02,404.8
2015-01-05,411.75
2015-01-06,410.0
2015-01-07,410.35
2015-01-08,410.05
2015-01-09,412.0
2015-01-12,413.35
2015-01-13,413.95
2015-01-14,413.2
2015-01-15,408.05
2015-01-16,409.25
2015-01-19,407.6
2015-01-20,407.6
2015-01-21,406.95
2015-01-22,406.85
2015-01-23,406.25
2015-01-27,412.45
2015-01-28,408.25
2015-01-29,409.6
2015-01-30,406.95
2015-02-02,411.75
2015-02-03,410.65
2015-02-04,408.5
2015-02-05,407.9
2015-02-06,410.25
2015-02-09,408.2
2015-02-10,402.15
2015-02-11,402.0
2015-02-12,403.15
2015-02-13,404.05
2015-02-16,394.95
2015-02-18,405.95
2015-02-19,413.2
2015-02-20,417.2
2015-02-23,418.55
2015-02-24,415.1
2015-02-25,415.7
2015-02-26,409.0
2015-02-27,405.45
2015-02-28,409.8
2015-03-02,411.65
2015-03-03,412.3
2015-03-04,418.85
2015-03-05,436.15
2015-03-09,436.05
2015-03-10,427.0
2015-03-11,423.3
2015-03-12,428.1
2015-03-13,420.7
2015-03-16,413.1
2015-03-17,413.95
2015-03-18,407.85
2015-03-19,410.1
2015-03-20,407.7
2015-03-23,401.55
2015-03-24,401.3
2015-03-25,404.15
2015-03-26,403.85
2015-03-27,400.0
2015-03-30,399.85
2015-03-31,417.45
2015-04-01,419.35
2015-04-06,422.75
2015-04-07,424.95
2015-04-08,424.6
2015-04-09,432.0
2015-04-10,426.3
2015-04-13,440.3
2015-04-15,435.1
2015-04-16,423.4
2015-04-17,430.75
2015-04-20,430.45
2015-04-21,423.5
2015-04-22,419.45
2015-04-23,423.05
2015-04-24,419.0
2015-04-27,412.6
2015-04-28,412.75
2015-04-29,410.95
2015-04-30,407.35
2015-05-04,404.5
2015-05-05,402.3
2015-05-06,404.8
2015-05-07,398.55
2015-05-08,408.8
2015-05-11,404.4
2015-05-12,409.25
2015-05-13,410.05
2015-05-14,419.15
2015-05-15,415.2
2015-05-18,418.4
2015-05-19,415.0
2015-05-20,419.15
2015-05-21,418.05
2015-05-22,420.3
2015-05-25,458.75
2015-05-26,464.35
2015-05-27,457.05
2015-05-28,457.65
2015-05-29,452.65
2015-06-01,469.95
2015-06-02,466.85
2015-06-03,460.8
2015-06-04,468.9
2015-06-05,464.15
2015-06-08,457.7
2015-06-09,454.15
2015-06-10,464.85
2015-06-11,461.95
2015-06-12,447.3
2015-06-15,449.0
2015-06-16,462.7
2015-06-17,457.2
2015-06-18,454.7
2015-06-19,455.9
2015-06-22,451.0
2015-06-23,452.6
2015-06-24,451.3
2015-06-25,444.7
2015-06-26,471.2
2015-06-29,459.8
2015-06-30,502.1
2015-07-01,506.85
2015-07-02,507.5
2015-07-03,532.3
2015-07-06,520.85
2015-07-07,525.05
2015-07-08,523.7
2015-07-09,525.6
2015-07-10,523.2
2015-07-13,534.75
2015-07-14,532.8
2015-07-15,541.95
2015-07-16,541.35
2015-07-17,539.45
2015-07-20,549.45
2015-07-21,540.3
2015-07-22,550.65
2015-07-23,548.05
2015-07-24,545.4
2015-07-27,549.8
2015-07-28,544.85
2015-07-29,539.8
2015-07-30,528.4
2015-07-31,539.3
2015-08-03,546.2
2015-08-04,566.35
2015-08-05,580.0
2015-08-06,581.2
2015-08-07,590.0
2015-08-10,589.15
2015-08-11,585.95
2015-08-12,574.25
2015-08-13,566.15
2015-08-14,564.35
2015-08-17,582.3
2015-08-18,573.55
2015-08-19,574.65
2015-08-20,558.2
2015-08-21,559.3
2015-08-24,496.5
2015-08-25,501.65
2015-08-26,498.1
2015-08-27,503.85
2015-08-28,498.95
2015-08-31,502.35
2015-09-01,493.05
2015-09-02,483.65
2015-09-03,488.0
2015-09-04,476.85
2015-09-07,469.3
2015-09-08,483.3
2015-09-09,502.75
2015-09-10,485.25
2015-09-11,487.6
2015-09-14,481.65
2015-09-15,476.75
2015-09-16,468.7
2015-09-18,466.2
2015-09-21,472.5
2015-09-22,463.25
2015-09-23,461.15
2015-09-24,472.9
2015-09-28,499.05
2015-09-29,502.25
2015-09-30,535.25
2015-10-01,531.15
2015-10-05,578.8
2015-10-06,578.75
2015-10-07,601.1
2015-10-08,618.05
2015-10-09,625.85
2015-10-12,613.95
2015-10-13,591.4
2015-10-14,594.85
2015-10-15,588.55
2015-10-16,576.35
2015-10-19,594.6
2015-10-20,599.1
2015-10-21,596.45
2015-10-23,604.85
2015-10-26,581.6
2015-10-27,579.55
2015-10-28,569.0
2015-10-29,563.2
2015-10-30,555.9
2015-11-02,556.35
2015-11-03,559.35
2015-11-04,549.55
2015-11-05,550.7
2015-11-06,569.05
2015-11-09,567.05
2015-11-10,557.8
2015-11-11,569.1
2015-11-13,558.35
2015-11-16,596.55
2015-11-17,586.5
2015-11-18,574.85
2015-11-19,570.75
2015-11-20,569.6
2015-11-23,572.75
2015-11-24,572.85
2015-11-26,573.0
2015-11-27,564.85
2015-11-30,561.8
2015-12-01,566.75
2015-12-02,579.95
2015-12-03,568.15
2015-12-04,553.75
2015-12-07,556.25
2015-12-08,545.25
2015-12-09,546.35
2015-12-10,550.6
2015-12-11,535.1
2015-12-14,529.85
2015-12-15,546.6
2015-12-16,528.75
2015-12-17,530.8
2015-12-18,532.95
2015-12-21,532.55
2015-12-22,531.7
2015-12-23,522.45
2015-12-24,519.7
2015-12-28,511.4
2015-12-29,519.05
2015-12-30,522.35
2015-12-31,521.15
