Date,IVZINGOLD
2015-01-01,2515.05
2015-01-02,2530.0
2015-01-05,2545.0
2015-01-06,2555.0
2015-01-07,2580.0
2015-01-08,2541.0
2015-01-09,2550.0
2015-01-12,2550.0
2015-01-13,2570.0
2015-01-14,2569.0
2015-01-15,2542.5
2015-01-16,2614.0
2015-01-19,2630.0
2015-01-20,2650.0
2015-01-21,2670.0
2015-01-22,2655.0
2015-01-23,2644.85
2015-01-27,2626.0
2015-01-28,2655.75
2015-01-29,2603.7
2015-01-30,2635.0
2015-02-02,2615.7
2015-02-03,2689.75
2015-02-04,2602.0
2015-02-05,2604.8
2015-02-06,2664.9
2015-02-09,2562.45
2015-02-10,2575.95
2015-02-11,2585.0
2015-02-12,2570.0
2015-02-13,2558.45
2015-02-16,2580.0
2015-02-18,2510.0
2015-02-19,2540.0
2015-02-20,2541.5
2015-02-23,2520.55
2015-02-24,2515.0
2015-02-25,2501.2
2015-02-26,2524.95
2015-02-27,2512.75
2015-02-28,2515.0
2015-03-02,2540.0
2015-03-03,2492.5
2015-03-04,2505.0
2015-03-05,2500.0
2015-03-09,2475.0
2015-03-10,2490.0
2015-03-11,2455.0
2015-03-12,2460.0
2015-03-13,2453.0
2015-03-16,2450.0
2015-03-17,2430.2
2015-03-18,2458.0
2015-03-19,2440.35
2015-03-20,2458.0
2015-03-23,2488.25
2015-03-24,2475.1
2015-03-25,2477.5
2015-03-26,2578.9
2015-03-27,2490.0
2015-03-30,2460.5
2015-03-31,2449.7
2015-04-01,2497.0
2015-04-06,2540.0
2015-04-07,2540.0
2015-04-08,2530.0
2015-04-09,2500.1
2015-04-10,2500.0
2015-04-13,2484.25
2015-04-15,2508.8
2015-04-16,2532.0
2015-04-17,2500.0
2015-04-20,2535.0
2015-04-21,2585.8
2015-04-22,2540.0
2015-04-23,2520.0
2015-04-24,2510.0
2015-04-27,2515.55
2015-04-28,2549.65
2015-04-29,2491.1
2015-04-30,2554.45
2015-05-04,2534.0
2015-05-05,2533.0
2015-05-06,2530.0
2015-05-07,2545.0
