Date,CERA
2015-01-01,1800.15
2015-01-02,1819.55
2015-01-05,1836.1
2015-01-06,1808.95
2015-01-07,1820.05
2015-01-08,1814.4
2015-01-09,1830.1
2015-01-12,1986.7
2015-01-13,2002.7
2015-01-14,2046.35
2015-01-15,2055.9
2015-01-16,2031.65
2015-01-19,2093.95
2015-01-20,2106.0
2015-01-21,2056.85
2015-01-22,2113.2
2015-01-23,2106.85
2015-01-27,2130.5
2015-01-28,2139.1
2015-01-29,2093.55
2015-01-30,2133.1
2015-02-02,2399.35
2015-02-03,2381.05
2015-02-04,2358.6
2015-02-05,2348.0
2015-02-06,2292.2
2015-02-09,2305.5
2015-02-10,2295.3
2015-02-11,2353.4
2015-02-12,2467.8
2015-02-13,2803.65
2015-02-16,2649.8
2015-02-18,2664.95
2015-02-19,2634.25
2015-02-20,2613.6
2015-02-23,2540.4
2015-02-24,2472.85
2015-02-25,2511.65
2015-02-26,2637.85
2015-02-27,2596.6
2015-02-28,2588.7
2015-03-02,2650.15
2015-03-03,2622.6
2015-03-04,2714.05
2015-03-05,2718.9
2015-03-09,2672.2
2015-03-10,2622.15
2015-03-11,2566.8
2015-03-12,2623.15
2015-03-13,2590.45
2015-03-16,2565.55
2015-03-17,2591.9
2015-03-18,2585.3
2015-03-19,2578.15
2015-03-20,2581.75
2015-03-23,2545.2
2015-03-24,2551.5
2015-03-25,2509.05
2015-03-26,2478.95
2015-03-27,2501.25
2015-03-30,2499.7
2015-03-31,2481.35
2015-04-01,2495.3
2015-04-06,2500.15
2015-04-07,2474.8
2015-04-08,2598.8
2015-04-09,2690.35
2015-04-10,2763.35
2015-04-13,2852.55
2015-04-15,2828.5
2015-04-16,2804.1
2015-04-17,2717.4
2015-04-20,2733.5
2015-04-21,2637.1
2015-04-22,2606.7
2015-04-23,2186.2
2015-04-24,2116.35
2015-04-27,2043.1
2015-04-28,2113.5
2015-04-29,2142.55
2015-04-30,2178.05
2015-05-04,2184.7
2015-05-05,2223.1
2015-05-06,2154.0
2015-05-07,2058.55
2015-05-08,2056.7
2015-05-11,2086.55
2015-05-12,2057.3
2015-05-13,2122.4
2015-05-14,2135.2
2015-05-15,2127.5
2015-05-18,2131.95
2015-05-19,2160.0
2015-05-20,2206.5
2015-05-21,2191.7
2015-05-22,2241.2
2015-05-25,2195.7
2015-05-26,2232.65
2015-05-27,2212.4
2015-05-28,2220.0
2015-05-29,2346.15
2015-06-01,2340.1
2015-06-02,2271.75
2015-06-03,2218.85
2015-06-04,2145.75
2015-06-05,2161.6
2015-06-08,2126.8
2015-06-09,2012.3
2015-06-10,2005.35
2015-06-11,1991.9
2015-06-12,1953.0
2015-06-15,1964.4
2015-06-16,1975.2
2015-06-17,1971.15
2015-06-18,2051.55
2015-06-19,2015.65
2015-06-22,2016.8
2015-06-23,2047.45
2015-06-24,2013.5
2015-06-25,2028.0
2015-06-26,2002.85
2015-06-29,1953.8
2015-06-30,1956.65
2015-07-01,2007.75
2015-07-02,1970.9
2015-07-03,1959.15
2015-07-06,1919.95
2015-07-07,1843.0
