Date,GSFC
2015-01-01,106.55
2015-01-02,105.95
2015-01-05,104.65
2015-01-06,102.55
2015-01-07,103.05
2015-01-08,103.3
2015-01-09,101.7
2015-01-12,102.8
2015-01-13,104.5
2015-01-14,105.55
2015-01-15,103.75
2015-01-16,102.85
2015-01-19,105.05
2015-01-20,103.8
2015-01-21,103.6
2015-01-22,116.75
2015-01-23,122.3
2015-01-27,107.55
2015-01-28,101.9
2015-01-29,101.4
2015-01-30,100.35
2015-02-02,98.15
2015-02-03,99.15
2015-02-04,97.35
2015-02-05,95.75
2015-02-06,93.3
2015-02-09,91.7
2015-02-10,90.75
2015-02-11,93.9
2015-02-12,93.85
2015-02-13,93.1
2015-02-16,91.35
2015-02-18,94.75
2015-02-19,95.2
2015-02-20,92.45
2015-02-23,91.2
2015-02-24,93.9
2015-02-25,94.0
2015-02-26,92.65
2015-02-27,93.6
2015-02-28,92.95
2015-03-02,91.2
2015-03-03,91.55
2015-03-04,90.4
2015-03-05,87.15
2015-03-09,86.55
2015-03-10,89.15
2015-03-11,89.7
2015-03-12,89.4
2015-03-13,90.7
2015-03-16,86.85
2015-03-17,86.0
2015-03-18,85.7
2015-03-19,87.05
2015-03-20,79.85
2015-03-23,81.0
2015-03-24,77.3
2015-03-25,79.1
2015-03-26,79.05
2015-03-27,79.05
2015-03-30,83.15
2015-03-31,83.25
2015-04-01,85.85
2015-04-06,84.35
2015-04-07,89.2
2015-04-08,86.1
2015-04-09,86.35
2015-04-10,86.0
2015-04-13,86.15
2015-04-15,85.4
2015-04-16,84.9
2015-04-17,83.0
2015-04-20,80.8
2015-04-21,79.45
2015-04-22,80.5
2015-04-23,79.6
2015-04-24,76.7
2015-04-27,76.25
2015-04-28,75.9
2015-04-29,76.7
2015-04-30,76.55
2015-05-04,78.1
2015-05-05,77.35
2015-05-06,75.2
2015-05-07,73.1
2015-05-08,75.0
2015-05-11,75.85
2015-05-12,74.3
2015-05-13,76.0
2015-05-14,77.1
2015-05-15,74.2
2015-05-18,74.2
2015-05-19,74.85
2015-05-20,74.8
2015-05-21,74.15
2015-05-22,73.3
2015-05-25,73.35
2015-05-26,72.35
2015-05-27,71.7
2015-05-28,70.4
2015-05-29,71.0
2015-06-01,70.4
2015-06-02,69.15
2015-06-03,66.8
2015-06-04,66.7
2015-06-05,67.45
2015-06-08,66.4
2015-06-09,67.8
2015-06-10,69.1
2015-06-11,68.1
2015-06-12,68.25
2015-06-15,67.2
2015-06-16,68.15
2015-06-17,67.7
2015-06-18,69.35
2015-06-19,70.75
2015-06-22,72.5
2015-06-23,68.7
2015-06-24,69.35
2015-06-25,68.75
2015-06-26,67.95
2015-06-29,66.8
2015-06-30,67.05
2015-07-01,69.3
2015-07-02,69.85
2015-07-03,69.85
2015-07-06,70.2
2015-07-07,74.35
2015-07-08,75.25
2015-07-09,75.35
2015-07-10,75.85
2015-07-13,76.2
2015-07-14,74.3
2015-07-15,74.55
2015-07-16,73.65
2015-07-17,77.6
2015-07-20,78.55
2015-07-21,76.25
2015-07-22,76.65
2015-07-23,77.4
2015-07-24,76.7
2015-07-27,76.15
2015-07-28,75.05
2015-07-29,72.65
2015-07-30,72.6
2015-07-31,73.05
2015-08-03,72.75
2015-08-04,72.45
2015-08-05,72.75
2015-08-06,76.9
2015-08-07,76.15
2015-08-10,78.65
2015-08-11,77.2
2015-08-12,74.7
2015-08-13,73.8
2015-08-14,74.35
2015-08-17,74.6
2015-08-18,76.1
2015-08-19,74.15
2015-08-20,73.4
2015-08-21,72.7
2015-08-24,67.2
2015-08-25,67.45
2015-08-26,67.5
2015-08-27,69.0
2015-08-28,69.55
2015-08-31,66.7
2015-09-01,66.3
2015-09-02,65.3
2015-09-03,65.25
2015-09-04,64.05
2015-09-07,62.0
2015-09-08,61.6
2015-09-09,64.65
2015-09-10,63.8
2015-09-11,65.75
2015-09-14,67.3
2015-09-15,66.3
2015-09-16,65.05
2015-09-18,65.9
2015-09-21,67.2
2015-09-22,65.65
2015-09-23,65.4
2015-09-24,65.05
2015-09-28,66.2
2015-09-29,66.25
2015-09-30,70.05
2015-10-01,70.9
2015-10-05,71.45
2015-10-06,71.1
2015-10-07,70.5
2015-10-08,72.45
2015-10-09,71.55
2015-10-12,70.5
2015-10-13,69.45
2015-10-14,69.0
2015-10-15,69.4
2015-10-16,69.0
2015-10-19,69.3
2015-10-20,69.15
2015-10-21,69.45
2015-10-23,69.55
2015-10-26,75.5
2015-10-27,73.05
2015-10-28,74.7
2015-10-29,73.85
2015-10-30,72.35
2015-11-02,71.65
2015-11-03,71.3
2015-11-04,70.95
2015-11-05,70.45
2015-11-06,69.25
2015-11-09,69.15
2015-11-10,68.3
2015-11-11,69.4
2015-11-13,68.4
2015-11-16,69.15
2015-11-17,69.75
2015-11-18,70.1
2015-11-19,70.25
2015-11-20,71.2
2015-11-23,71.65
2015-11-24,73.4
2015-11-26,73.75
2015-11-27,73.5
2015-11-30,73.3
2015-12-01,74.85
2015-12-02,74.9
2015-12-03,74.4
2015-12-04,73.2
2015-12-07,72.7
2015-12-08,71.5
2015-12-09,69.55
2015-12-10,70.25
2015-12-11,70.25
2015-12-14,70.85
2015-12-15,71.1
2015-12-16,71.25
2015-12-17,72.0
2015-12-18,71.2
2015-12-21,71.6
2015-12-22,72.1
2015-12-23,72.25
2015-12-24,71.9
2015-12-28,72.05
2015-12-29,71.65
2015-12-30,71.9
2015-12-31,74.0
