Date,SANOFI
2015-01-01,3577.1
2015-01-02,3582.45
2015-01-05,3588.4
2015-01-06,3579.2
2015-01-07,3541.0
2015-01-08,3568.05
2015-01-09,3561.8
2015-01-12,3550.45
2015-01-13,3495.7
2015-01-14,3444.5
2015-01-15,3434.65
2015-01-16,3426.8
2015-01-19,3425.75
2015-01-20,3491.15
2015-01-21,3479.3
2015-01-22,3494.9
2015-01-23,3449.65
2015-01-27,3428.55
2015-01-28,3413.15
2015-01-29,3353.8
2015-01-30,3313.15
2015-02-02,3367.3
2015-02-03,3360.3
2015-02-04,3363.05
2015-02-05,3369.65
2015-02-06,3366.95
2015-02-09,3390.65
2015-02-10,3443.4
2015-02-11,3393.65
2015-02-12,3421.35
2015-02-13,3489.1
2015-02-16,3525.35
2015-02-18,3458.15
2015-02-19,3504.6
2015-02-20,3441.6
2015-02-23,3445.7
2015-02-24,3397.6
2015-02-25,3309.15
2015-02-26,3301.8
2015-02-27,3308.45
2015-02-28,3332.65
2015-03-02,3397.25
2015-03-03,3393.15
2015-03-04,3359.6
2015-03-05,3379.2
2015-03-09,3354.6
2015-03-10,3375.25
2015-03-11,3315.3
2015-03-12,3360.6
2015-03-13,3339.65
2015-03-16,3328.1
2015-03-17,3319.9
2015-03-18,3286.5
2015-03-19,3302.7
2015-03-20,3290.25
2015-03-23,3290.55
2015-03-24,3274.7
2015-03-25,3295.4
2015-03-26,3268.05
2015-03-27,3247.8
2015-03-30,3277.8
2015-03-31,3385.9
2015-04-01,3351.55
2015-04-06,3359.2
2015-04-07,3369.85
2015-04-08,3362.7
2015-04-09,3390.3
2015-04-10,3389.7
2015-04-13,3386.25
2015-04-15,3424.0
2015-04-16,3387.45
2015-04-17,3299.3
2015-04-20,3233.55
2015-04-21,3228.3
2015-04-22,3238.65
2015-04-23,3200.0
2015-04-24,3199.9
2015-04-27,3154.85
2015-04-28,3151.05
2015-04-29,3192.75
2015-04-30,3319.85
2015-05-04,3350.1
2015-05-05,3323.35
2015-05-06,3342.95
2015-05-07,3279.4
2015-05-08,3212.85
2015-05-11,3174.95
2015-05-12,3099.95
2015-05-13,3175.0
2015-05-14,3172.3
