Date,NBVENTURES
2015-01-01,196.6
2015-01-02,201.55
2015-01-05,197.5
2015-01-06,194.6
2015-01-07,194.05
2015-01-08,194.0
2015-01-09,196.25
2015-01-12,198.1
2015-01-13,194.55
2015-01-14,195.75
2015-01-15,193.45
2015-01-16,193.7
2015-01-19,193.65
2015-01-20,193.5
2015-01-21,192.1
2015-01-22,193.3
2015-01-23,195.35
2015-01-27,192.65
2015-01-28,194.05
2015-01-29,193.95
2015-01-30,193.5
2015-02-02,192.15
2015-02-03,194.45
2015-02-04,196.9
2015-02-05,193.95
2015-02-06,180.45
2015-02-09,190.2
2015-02-10,184.35
2015-02-11,185.0
2015-02-12,186.2
2015-02-13,185.5
2015-02-16,185.85
2015-02-18,185.5
2015-02-19,185.85
2015-02-20,190.15
2015-02-23,188.45
2015-02-24,189.0
2015-02-25,190.0
2015-02-26,189.5
2015-02-27,189.6
2015-02-28,192.9
2015-03-02,189.55
2015-03-03,190.95
2015-03-04,189.1
2015-03-05,188.05
2015-03-09,188.8
2015-03-10,187.5
2015-03-11,188.0
2015-03-12,188.0
2015-03-13,188.05
2015-03-16,187.2
2015-03-17,184.0
2015-03-18,183.95
2015-03-19,181.85
2015-03-20,177.45
2015-03-23,172.45
2015-03-24,181.9
2015-03-25,180.1
2015-03-26,176.75
2015-03-27,174.35
2015-03-30,182.25
2015-03-31,177.9
2015-04-01,179.0
2015-04-06,177.85
2015-04-07,177.95
2015-04-08,177.65
2015-04-09,176.95
2015-04-10,181.35
2015-04-13,179.75
2015-04-15,176.2
2015-04-16,177.55
2015-04-17,178.85
2015-04-20,177.1
2015-04-21,176.45
2015-04-22,173.65
2015-04-23,172.9
2015-04-24,168.6
2015-04-27,166.7
2015-04-28,165.45
2015-04-29,165.1
2015-04-30,164.65
2015-05-04,164.1
2015-05-05,163.4
2015-05-06,162.3
2015-05-07,163.25
2015-05-08,162.4
2015-05-11,161.65
2015-05-12,160.3
2015-05-13,159.75
2015-05-14,158.6
2015-05-15,159.3
2015-05-18,160.15
2015-05-19,157.2
2015-05-20,158.6
2015-05-21,157.4
2015-05-22,157.75
2015-05-25,156.25
2015-05-26,156.05
2015-05-27,154.85
2015-05-28,153.9
2015-05-29,152.35
2015-06-01,156.1
2015-06-02,154.1
2015-06-03,152.7
2015-06-04,150.85
2015-06-05,150.2
2015-06-08,147.35
2015-06-09,147.25
2015-06-10,148.05
2015-06-11,147.45
2015-06-12,145.5
2015-06-15,148.45
2015-06-16,149.85
2015-06-17,149.45
2015-06-18,148.0
2015-06-19,148.0
2015-06-22,147.95
2015-06-23,148.0
2015-06-24,147.75
2015-06-25,145.9
2015-06-26,145.25
2015-06-29,144.4
2015-06-30,143.45
2015-07-01,145.4
2015-07-02,145.05
2015-07-03,146.3
2015-07-06,145.0
2015-07-07,145.05
2015-07-08,144.9
2015-07-09,144.45
2015-07-10,144.15
2015-07-13,143.75
2015-07-14,144.25
2015-07-15,145.95
2015-07-16,144.55
2015-07-17,144.9
2015-07-20,143.55
2015-07-21,143.95
2015-07-22,143.7
2015-07-23,143.35
2015-07-24,140.45
2015-07-27,142.15
2015-07-28,141.4
2015-07-29,169.65
2015-07-30,171.2
2015-07-31,168.9
2015-08-03,168.1
2015-08-04,168.85
2015-08-05,169.2
2015-08-06,169.45
2015-08-07,169.65
2015-08-10,166.9
2015-08-11,154.65
2015-08-12,153.7
2015-08-13,152.55
2015-08-14,153.3
2015-08-17,158.95
2015-08-18,167.95
2015-08-19,169.6
2015-08-20,159.15
2015-08-21,159.3
2015-08-24,139.5
2015-08-25,137.75
2015-08-26,138.9
2015-08-27,144.7
2015-08-28,148.15
2015-08-31,150.5
2015-09-01,144.0
2015-09-02,143.8
2015-09-03,140.35
2015-09-04,137.25
2015-09-07,136.1
2015-09-08,134.85
2015-09-09,137.7
2015-09-10,134.25
2015-09-11,135.95
2015-09-14,136.4
2015-09-15,160.5
2015-09-16,155.6
2015-09-18,151.3
2015-09-21,152.8
2015-09-22,148.35
2015-09-23,151.75
2015-09-24,150.5
2015-09-28,147.65
2015-09-29,147.6
2015-09-30,149.4
2015-10-01,147.45
2015-10-05,151.9
2015-10-06,149.6
2015-10-07,154.15
2015-10-08,151.35
2015-10-09,151.1
2015-10-12,151.1
2015-10-13,153.5
2015-10-14,151.3
2015-10-15,151.35
2015-10-16,152.95
2015-10-19,153.0
2015-10-20,155.05
2015-10-21,157.85
2015-10-23,156.95
2015-10-26,153.95
2015-10-27,150.3
2015-10-28,150.4
2015-10-29,151.55
2015-10-30,150.65
2015-11-02,152.0
2015-11-03,154.85
2015-11-04,151.0
2015-11-05,151.05
2015-11-06,148.8
2015-11-09,145.6
2015-11-10,166.3
2015-11-11,163.1
2015-11-13,158.35
2015-11-16,166.0
2015-11-17,162.5
2015-11-18,159.9
2015-11-19,159.95
2015-11-20,163.2
2015-11-23,164.0
2015-11-24,164.0
2015-11-26,165.7
2015-11-27,163.8
2015-11-30,163.8
2015-12-01,165.05
2015-12-02,167.05
2015-12-03,166.3
2015-12-04,164.85
2015-12-07,165.35
2015-12-08,164.3
2015-12-09,160.9
2015-12-10,162.65
2015-12-11,159.45
2015-12-14,163.3
2015-12-15,164.95
2015-12-16,164.1
2015-12-17,165.8
2015-12-18,164.65
2015-12-21,165.1
2015-12-22,164.7
2015-12-23,164.85
2015-12-24,164.7
2015-12-28,163.15
2015-12-29,162.75
2015-12-30,163.45
2015-12-31,164.15
