Date,ALBK
2015-01-01,134.35
2015-01-02,132.0
2015-01-05,129.85
2015-01-06,124.5
2015-01-07,123.6
2015-01-08,127.25
2015-01-09,126.8
2015-01-12,130.0
2015-01-13,127.4
2015-01-14,124.9
2015-01-15,130.15
2015-01-16,128.0
2015-01-19,128.85
2015-01-20,130.45
2015-01-21,130.95
2015-01-22,128.1
2015-01-23,126.45
2015-01-27,126.45
2015-01-28,127.25
2015-01-29,122.4
2015-01-30,116.0
2015-02-02,115.25
2015-02-03,111.15
2015-02-04,110.45
2015-02-05,107.25
2015-02-06,109.45
2015-02-09,105.75
2015-02-10,106.15
2015-02-11,108.6
2015-02-12,108.55
2015-02-13,111.6
2015-02-16,111.35
2015-02-18,111.0
2015-02-19,109.4
2015-02-20,111.6
2015-02-23,109.1
2015-02-24,106.35
2015-02-25,106.4
2015-02-26,103.65
2015-02-27,109.4
2015-02-28,109.15
2015-03-02,108.65
2015-03-03,110.55
2015-03-04,106.7
2015-03-05,106.4
2015-03-09,103.2
2015-03-10,105.2
2015-03-11,105.85
2015-03-12,107.6
2015-03-13,106.65
2015-03-16,106.05
2015-03-17,108.15
2015-03-18,109.25
2015-03-19,104.85
2015-03-20,103.1
2015-03-23,99.3
2015-03-24,98.05
2015-03-25,97.55
2015-03-26,95.4
2015-03-27,98.25
2015-03-30,101.0
2015-03-31,100.2
2015-04-01,101.4
2015-04-06,100.5
2015-04-07,100.65
2015-04-08,101.05
2015-04-09,103.75
2015-04-10,104.95
2015-04-13,105.2
2015-04-15,106.4
2015-04-16,104.0
2015-04-17,104.5
2015-04-20,100.95
2015-04-21,101.35
2015-04-22,102.65
2015-04-23,101.35
2015-04-24,100.1
2015-04-27,97.6
2015-04-28,98.8
2015-04-29,99.05
2015-04-30,103.25
2015-05-04,103.9
2015-05-05,102.85
2015-05-06,100.85
2015-05-07,99.35
2015-05-08,99.55
2015-05-11,102.7
2015-05-12,98.35
2015-05-13,101.35
2015-05-14,108.6
2015-05-15,106.95
2015-05-18,104.3
2015-05-19,102.75
2015-05-20,102.3
2015-05-21,101.2
2015-05-22,100.8
2015-05-25,101.0
2015-05-26,100.35
2015-05-27,103.3
2015-05-28,105.45
2015-05-29,106.65
2015-06-01,106.65
2015-06-02,99.25
2015-06-03,95.4
2015-06-04,96.6
2015-06-05,96.15
2015-06-08,93.4
2015-06-09,93.55
2015-06-10,94.1
2015-06-11,90.85
2015-06-12,92.35
2015-06-15,90.0
2015-06-16,91.25
2015-06-17,91.45
2015-06-18,90.15
2015-06-19,91.35
2015-06-22,93.75
2015-06-23,94.4
2015-06-24,91.45
2015-06-25,91.1
2015-06-26,90.2
2015-06-29,87.15
2015-06-30,86.75
2015-07-01,88.8
2015-07-02,88.0
2015-07-03,88.45
2015-07-06,89.75
2015-07-07,89.65
2015-07-08,88.0
2015-07-09,91.65
2015-07-10,92.35
2015-07-13,92.75
2015-07-14,91.75
2015-07-15,90.05
2015-07-16,90.85
2015-07-17,91.3
2015-07-20,88.85
2015-07-21,87.4
2015-07-22,88.6
2015-07-23,88.95
2015-07-24,87.75
2015-07-27,83.65
2015-07-28,83.3
2015-07-29,87.25
2015-07-30,88.05
2015-07-31,91.95
2015-08-03,93.45
2015-08-04,94.35
2015-08-05,94.15
2015-08-06,94.55
2015-08-07,92.85
2015-08-10,91.25
2015-08-11,89.75
2015-08-12,87.15
2015-08-13,85.85
2015-08-14,91.0
2015-08-17,96.3
2015-08-18,98.25
2015-08-19,93.65
2015-08-20,88.35
2015-08-21,88.05
2015-08-24,82.4
2015-08-25,83.05
2015-08-26,82.95
2015-08-27,85.2
2015-08-28,83.8
2015-08-31,83.05
2015-09-01,80.05
2015-09-02,79.25
2015-09-03,80.0
2015-09-04,76.5
2015-09-07,75.2
2015-09-08,76.1
2015-09-09,77.4
2015-09-10,75.3
2015-09-11,75.2
2015-09-14,76.75
2015-09-15,75.55
2015-09-16,75.45
2015-09-18,76.65
2015-09-21,78.8
2015-09-22,75.85
2015-09-23,78.25
2015-09-24,76.4
2015-09-28,77.15
2015-09-29,77.3
2015-09-30,76.75
2015-10-01,75.05
2015-10-05,76.45
2015-10-06,77.45
2015-10-07,77.95
2015-10-08,77.85
2015-10-09,77.95
2015-10-12,78.45
2015-10-13,77.65
2015-10-14,77.65
2015-10-15,78.35
2015-10-16,78.65
2015-10-19,78.4
2015-10-20,79.85
2015-10-21,77.65
2015-10-23,78.2
2015-10-26,77.3
2015-10-27,77.35
2015-10-28,75.45
2015-10-29,74.7
2015-10-30,75.15
2015-11-02,76.3
2015-11-03,75.6
2015-11-04,75.5
2015-11-05,74.4
2015-11-06,74.5
2015-11-09,78.2
2015-11-10,76.6
2015-11-11,76.85
2015-11-13,75.25
2015-11-16,75.65
2015-11-17,75.85
2015-11-18,74.0
2015-11-19,74.45
2015-11-20,73.95
2015-11-23,73.9
2015-11-24,73.65
2015-11-26,73.25
2015-11-27,75.8
2015-11-30,77.2
2015-12-01,77.35
2015-12-02,75.9
2015-12-03,74.8
2015-12-04,73.1
2015-12-07,73.0
2015-12-08,70.45
2015-12-09,69.45
2015-12-10,68.65
2015-12-11,67.85
2015-12-14,67.95
2015-12-15,67.55
2015-12-16,68.05
2015-12-17,69.45
2015-12-18,70.3
2015-12-21,71.05
2015-12-22,70.25
2015-12-23,70.85
2015-12-24,70.65
2015-12-28,71.15
2015-12-29,69.5
2015-12-30,68.8
2015-12-31,69.15
