Date,SHARDACROP
2015-01-01,268.2
2015-01-02,268.85
2015-01-05,262.95
2015-01-06,254.45
2015-01-07,254.8
2015-01-08,259.5
2015-01-09,255.45
2015-01-12,255.55
2015-01-13,255.9
2015-01-14,256.25
2015-01-15,257.25
2015-01-16,258.75
2015-01-19,260.4
2015-01-20,256.1
2015-01-21,259.5
2015-01-22,257.05
2015-01-23,258.65
2015-01-27,276.2
2015-01-28,265.05
2015-01-29,267.4
2015-01-30,261.5
2015-02-02,265.3
2015-02-03,271.8
2015-02-04,274.3
2015-02-05,268.65
2015-02-06,264.95
2015-02-09,263.6
2015-02-10,261.3
2015-02-11,264.75
2015-02-12,263.65
2015-02-13,263.75
2015-02-16,275.6
2015-02-18,276.95
2015-02-19,269.5
2015-02-20,269.0
2015-02-23,269.75
2015-02-24,269.0
2015-02-25,275.5
2015-02-26,269.25
2015-02-27,272.25
2015-02-28,274.1
2015-03-02,277.2
2015-03-03,287.1
2015-03-04,297.7
2015-03-05,310.45
2015-03-09,324.65
2015-03-10,325.25
2015-03-11,317.25
2015-03-12,319.55
2015-03-13,310.85
2015-03-16,305.6
2015-03-17,322.5
2015-03-18,311.95
2015-03-19,307.5
2015-03-20,294.0
2015-03-23,298.5
2015-03-24,296.35
2015-03-25,300.15
2015-03-26,293.95
2015-03-27,285.3
2015-03-30,323.6
2015-03-31,316.1
2015-04-01,315.75
2015-04-06,322.4
2015-04-07,326.65
2015-04-08,323.15
2015-04-09,344.2
2015-04-10,355.35
2015-04-13,399.15
2015-04-15,380.35
2015-04-16,371.65
2015-04-17,360.7
2015-04-20,342.75
2015-04-21,348.85
2015-04-22,345.05
2015-04-23,338.95
2015-04-24,313.55
2015-04-27,307.55
2015-04-28,314.95
2015-04-29,313.75
2015-04-30,309.35
2015-05-04,321.15
2015-05-05,313.85
2015-05-06,300.5
2015-05-07,300.25
2015-05-08,322.75
2015-05-11,339.45
2015-05-12,337.95
2015-05-13,349.7
2015-05-14,348.95
2015-05-15,343.25
2015-05-18,348.3
2015-05-19,344.9
2015-05-20,349.05
2015-05-21,363.45
2015-05-22,357.1
2015-05-25,363.9
2015-05-26,358.75
2015-05-27,355.65
2015-05-28,353.6
2015-05-29,362.15
2015-06-01,348.05
2015-06-02,332.35
2015-06-03,308.8
2015-06-04,301.05
2015-06-05,305.5
2015-06-08,302.0
2015-06-09,300.0
2015-06-10,303.45
2015-06-11,293.35
2015-06-12,284.85
2015-06-15,280.8
2015-06-16,284.5
2015-06-17,285.8
2015-06-18,334.65
2015-06-19,331.3
2015-06-22,342.75
2015-06-23,339.8
2015-06-24,332.3
2015-06-25,336.6
2015-06-26,332.5
2015-06-29,328.8
2015-06-30,333.35
2015-07-01,337.1
2015-07-02,342.0
2015-07-03,344.35
2015-07-06,343.55
2015-07-07,344.5
2015-07-08,333.65
2015-07-09,335.55
2015-07-10,338.95
2015-07-13,348.05
2015-07-14,348.05
2015-07-15,351.95
2015-07-16,351.0
2015-07-17,345.75
2015-07-20,350.3
2015-07-21,343.15
2015-07-22,344.4
2015-07-23,341.9
2015-07-24,341.2
2015-07-27,342.35
2015-07-28,336.55
2015-07-29,334.65
2015-07-30,333.0
2015-07-31,341.7
2015-08-03,345.3
2015-08-04,343.65
2015-08-05,348.9
2015-08-06,323.1
2015-08-07,329.4
2015-08-10,337.9
2015-08-11,328.9
2015-08-12,322.75
2015-08-13,325.1
2015-08-14,334.75
2015-08-17,331.3
2015-08-18,330.2
2015-08-19,335.05
2015-08-20,327.95
2015-08-21,323.5
2015-08-24,285.6
2015-08-25,284.35
2015-08-26,290.25
2015-08-27,305.2
2015-08-28,299.9
2015-08-31,311.45
2015-09-01,296.15
2015-09-02,294.0
2015-09-03,299.4
2015-09-04,287.3
2015-09-07,290.65
2015-09-08,292.05
2015-09-09,291.85
2015-09-10,290.2
2015-09-11,286.55
2015-09-14,287.8
2015-09-15,283.05
2015-09-16,275.5
2015-09-18,273.85
2015-09-21,287.95
2015-09-22,277.6
2015-09-23,286.45
2015-09-24,283.25
2015-09-28,286.85
2015-09-29,281.15
2015-09-30,282.4
2015-10-01,282.95
2015-10-05,283.3
2015-10-06,287.9
2015-10-07,286.25
2015-10-08,286.4
2015-10-09,285.25
2015-10-12,283.05
2015-10-13,279.15
2015-10-14,276.5
2015-10-15,280.0
2015-10-16,285.6
2015-10-19,283.4
2015-10-20,280.15
2015-10-21,278.65
2015-10-23,275.65
2015-10-26,273.25
2015-10-27,264.35
2015-10-28,264.55
2015-10-29,261.85
2015-10-30,264.25
2015-11-02,262.75
2015-11-03,266.2
2015-11-04,268.95
2015-11-05,263.05
2015-11-06,248.55
2015-11-09,251.5
2015-11-10,252.25
2015-11-11,254.65
2015-11-13,248.05
2015-11-16,250.05
2015-11-17,249.15
2015-11-18,246.9
2015-11-19,243.9
2015-11-20,242.75
2015-11-23,241.5
2015-11-24,242.95
2015-11-26,243.05
2015-11-27,243.25
2015-11-30,239.5
2015-12-01,238.0
2015-12-02,238.9
2015-12-03,236.5
2015-12-04,232.75
2015-12-07,242.05
2015-12-08,237.4
2015-12-09,231.45
2015-12-10,233.0
2015-12-11,235.05
2015-12-14,235.2
2015-12-15,238.0
2015-12-16,238.25
2015-12-17,244.45
2015-12-18,242.7
2015-12-21,244.1
2015-12-22,240.3
2015-12-23,243.3
2015-12-24,243.65
2015-12-28,243.9
2015-12-29,242.45
2015-12-30,242.4
2015-12-31,241.0
