Date,ADFFOODS
2015-01-01,72.05
2015-01-02,71.05
2015-01-05,70.65
2015-01-06,67.9
2015-01-07,68.0
2015-01-08,69.35
2015-01-09,69.95
2015-01-12,75.05
2015-01-13,73.4
2015-01-14,71.25
2015-01-15,70.7
2015-01-16,72.4
2015-01-19,73.9
2015-01-20,73.3
2015-01-21,73.5
2015-01-22,72.85
2015-01-23,71.15
2015-01-27,71.55
2015-01-28,69.85
2015-01-29,70.3
2015-01-30,70.45
2015-02-02,70.85
2015-02-03,69.85
2015-02-04,69.7
2015-02-05,67.1
2015-02-06,66.8
2015-02-09,66.35
2015-02-10,66.1
2015-02-11,65.85
2015-02-12,66.25
2015-02-13,66.25
2015-02-16,65.95
2015-02-18,66.05
2015-02-19,66.05
2015-02-20,65.3
2015-02-23,71.45
2015-02-24,66.9
2015-02-25,65.55
2015-02-26,64.1
2015-02-27,65.75
2015-02-28,64.55
2015-03-02,65.05
2015-03-03,65.2
2015-03-04,64.5
2015-03-05,63.8
2015-03-09,62.75
2015-03-10,61.75
2015-03-11,62.15
2015-03-12,61.8
2015-03-13,62.15
2015-03-16,60.75
2015-03-17,61.0
2015-03-18,62.0
2015-03-19,61.35
2015-03-20,58.5
2015-03-23,57.5
2015-03-24,56.9
2015-03-25,55.5
2015-03-26,53.0
2015-03-27,53.1
2015-03-30,59.5
2015-03-31,58.95
2015-04-01,59.75
2015-04-06,61.8
2015-04-07,62.15
2015-04-08,64.9
2015-04-09,66.0
2015-04-10,66.4
2015-04-13,71.9
2015-04-15,71.4
2015-04-16,68.6
2015-04-17,70.25
2015-04-20,69.05
2015-04-21,69.85
2015-04-22,68.3
2015-04-23,68.2
2015-04-24,65.7
2015-04-27,63.7
2015-04-28,65.05
2015-04-29,64.95
2015-04-30,65.0
2015-05-04,65.8
2015-05-05,65.8
2015-05-06,63.65
2015-05-07,62.65
2015-05-08,64.8
2015-05-11,65.35
2015-05-12,67.3
2015-05-13,66.85
2015-05-14,73.2
2015-05-15,70.2
2015-05-18,71.3
2015-05-19,70.35
2015-05-20,69.9
2015-05-21,68.25
2015-05-22,69.25
2015-05-25,67.15
2015-05-26,69.65
2015-05-27,67.05
2015-05-28,68.75
2015-05-29,69.15
2015-06-01,69.55
2015-06-02,66.75
2015-06-03,65.0
2015-06-04,63.85
2015-06-05,65.45
2015-06-08,64.3
2015-06-09,62.55
2015-06-10,63.15
2015-06-11,63.1
2015-06-12,63.15
2015-06-15,63.05
2015-06-16,62.85
2015-06-17,63.5
2015-06-18,63.05
2015-06-19,63.15
2015-06-22,63.85
2015-06-23,64.2
2015-06-24,64.95
2015-06-25,64.45
2015-06-26,63.75
2015-06-29,64.6
2015-06-30,64.25
2015-07-01,66.45
2015-07-02,65.7
2015-07-03,64.85
2015-07-06,64.45
2015-07-07,63.75
2015-07-08,64.3
2015-07-09,70.45
2015-07-10,71.1
2015-07-13,72.25
2015-07-14,76.55
2015-07-15,75.5
2015-07-16,75.2
2015-07-17,73.9
2015-07-20,71.35
2015-07-21,70.2
2015-07-22,73.8
2015-07-23,72.1
2015-07-24,70.5
2015-07-27,69.2
2015-07-28,69.5
2015-07-29,72.25
2015-07-30,73.5
2015-07-31,82.5
2015-08-03,84.9
2015-08-04,80.9
2015-08-05,79.6
2015-08-06,78.0
2015-08-07,77.05
2015-08-10,74.4
2015-08-11,72.2
2015-08-12,72.3
2015-08-13,71.5
2015-08-14,72.3
2015-08-17,72.0
2015-08-18,72.4
2015-08-19,74.05
2015-08-20,75.4
2015-08-21,73.9
2015-08-24,67.45
2015-08-25,66.95
2015-08-26,69.5
2015-08-27,70.95
2015-08-28,72.45
2015-08-31,74.55
2015-09-01,75.1
2015-09-02,79.1
2015-09-03,77.8
2015-09-04,75.85
2015-09-07,71.0
2015-09-08,74.6
2015-09-09,71.75
2015-09-10,74.9
2015-09-11,75.95
2015-09-14,79.8
2015-09-15,79.4
2015-09-16,78.5
2015-09-18,80.95
2015-09-21,80.55
2015-09-22,80.95
2015-09-23,80.5
2015-09-24,91.1
2015-09-28,93.45
2015-09-29,93.45
2015-09-30,93.25
2015-10-01,92.1
2015-10-05,91.3
2015-10-06,95.35
2015-10-07,99.1
2015-10-08,99.25
2015-10-09,95.85
2015-10-12,95.6
2015-10-13,102.05
2015-10-14,99.75
2015-10-15,95.85
2015-10-16,95.0
2015-10-19,92.45
2015-10-20,92.65
2015-10-21,90.05
2015-10-23,88.0
2015-10-26,83.75
2015-10-27,84.45
2015-10-28,84.25
2015-10-29,84.1
2015-10-30,89.55
2015-11-02,90.1
2015-11-03,92.25
2015-11-04,92.1
2015-11-05,88.4
2015-11-06,88.0
2015-11-09,89.65
2015-11-10,87.6
2015-11-11,88.8
2015-11-13,87.7
2015-11-16,91.7
2015-11-17,88.85
2015-11-18,86.9
2015-11-19,88.85
2015-11-20,89.5
2015-11-23,90.5
2015-11-24,91.35
2015-11-26,93.3
2015-11-27,92.3
2015-11-30,95.75
2015-12-01,101.3
2015-12-02,98.5
2015-12-03,96.25
2015-12-04,94.1
2015-12-07,93.65
2015-12-08,90.45
2015-12-09,85.95
2015-12-10,89.5
2015-12-11,90.5
2015-12-14,89.6
2015-12-15,88.75
2015-12-16,88.85
2015-12-17,90.7
2015-12-18,88.95
2015-12-21,92.0
2015-12-22,92.25
2015-12-23,90.95
2015-12-24,91.05
2015-12-28,96.75
2015-12-29,93.65
2015-12-30,92.3
2015-12-31,93.1
