Date,MFSL
2015-01-01,390.85
2015-01-02,387.5
2015-01-05,393.15
2015-01-06,384.95
2015-01-07,386.0
2015-01-08,390.3
2015-01-09,392.0
2015-01-12,396.75
2015-01-13,405.1
2015-01-14,407.8
2015-01-15,400.15
2015-01-16,406.1
2015-01-19,404.3
2015-01-20,418.05
2015-01-21,427.3
2015-01-22,421.45
2015-01-23,454.05
2015-01-27,492.25
2015-01-28,498.25
2015-01-29,485.6
2015-01-30,474.55
2015-02-02,499.35
2015-02-03,499.0
2015-02-04,504.75
2015-02-05,485.25
2015-02-06,471.0
2015-02-09,457.2
2015-02-10,459.5
2015-02-11,468.55
2015-02-12,457.3
2015-02-13,471.9
2015-02-16,469.3
2015-02-18,471.45
2015-02-19,464.75
2015-02-20,461.35
2015-02-23,454.6
2015-02-24,447.7
2015-02-25,439.8
2015-02-26,441.15
2015-02-27,440.3
2015-02-28,460.45
2015-03-02,470.3
2015-03-03,473.95
2015-03-04,465.4
2015-03-05,468.4
2015-03-09,460.2
2015-03-10,455.5
2015-03-11,463.85
2015-03-12,488.7
2015-03-13,469.8
2015-03-16,457.0
2015-03-17,458.6
2015-03-18,454.45
2015-03-19,459.7
2015-03-20,445.2
2015-03-23,445.65
2015-03-24,438.35
2015-03-25,437.95
2015-03-26,444.85
2015-03-27,435.6
2015-03-30,445.55
2015-03-31,431.25
2015-04-01,449.7
2015-04-06,458.5
2015-04-07,466.95
2015-04-08,469.8
2015-04-09,488.15
2015-04-10,490.15
2015-04-13,483.15
2015-04-15,479.9
2015-04-16,479.75
2015-04-17,463.9
2015-04-20,446.25
2015-04-21,438.15
2015-04-22,438.4
2015-04-23,438.05
2015-04-24,425.7
2015-04-27,409.5
2015-04-28,427.95
2015-04-29,427.2
2015-04-30,428.3
2015-05-04,455.1
2015-05-05,440.65
2015-05-06,424.9
2015-05-07,429.8
2015-05-08,424.15
2015-05-11,423.15
2015-05-12,426.85
2015-05-13,433.75
2015-05-14,454.35
2015-05-15,447.95
2015-05-18,452.0
2015-05-19,468.05
2015-05-20,468.25
2015-05-21,458.95
2015-05-22,456.1
2015-05-25,474.15
2015-05-26,465.2
2015-05-27,480.3
2015-05-28,472.9
2015-05-29,469.8
2015-06-01,488.1
2015-06-02,484.8
2015-06-03,485.65
2015-06-04,477.5
2015-06-05,486.95
2015-06-08,483.0
2015-06-09,483.5
2015-06-10,484.5
2015-06-11,481.4
2015-06-12,467.2
2015-06-15,469.1
2015-06-16,480.55
2015-06-17,484.25
2015-06-18,483.15
2015-06-19,484.55
2015-06-22,489.45
2015-06-23,489.65
2015-06-24,489.3
2015-06-25,496.85
2015-06-26,486.75
2015-06-29,489.4
2015-06-30,483.2
2015-07-01,486.05
2015-07-02,489.1
2015-07-03,504.05
2015-07-06,517.15
2015-07-07,506.5
2015-07-08,492.45
2015-07-09,489.8
2015-07-10,495.35
2015-07-13,495.55
2015-07-14,496.65
2015-07-15,514.2
2015-07-16,529.95
2015-07-17,536.7
2015-07-20,539.55
2015-07-21,529.85
2015-07-22,547.6
2015-07-23,539.3
2015-07-24,542.9
2015-07-27,536.85
2015-07-28,529.0
2015-07-29,543.65
2015-07-30,552.75
2015-07-31,548.85
2015-08-03,562.7
2015-08-04,561.1
2015-08-05,567.95
2015-08-06,567.2
2015-08-07,566.55
2015-08-10,555.5
2015-08-11,562.15
2015-08-12,556.2
2015-08-13,553.7
2015-08-14,563.3
2015-08-17,564.15
2015-08-18,556.25
2015-08-19,549.35
2015-08-20,544.1
2015-08-21,544.0
2015-08-24,513.65
2015-08-25,514.3
2015-08-26,498.25
2015-08-27,505.8
2015-08-28,504.2
2015-08-31,500.85
2015-09-01,486.3
2015-09-02,491.45
2015-09-03,509.35
2015-09-04,502.8
2015-09-07,489.9
2015-09-08,485.35
2015-09-09,509.05
2015-09-10,506.35
2015-09-11,506.95
2015-09-14,506.8
2015-09-15,495.2
2015-09-16,498.85
2015-09-18,495.0
2015-09-21,523.45
2015-09-22,529.15
2015-09-23,519.4
2015-09-24,505.7
2015-09-28,509.5
2015-09-29,511.35
2015-09-30,511.8
2015-10-01,516.55
2015-10-05,524.35
2015-10-06,515.4
2015-10-07,525.7
2015-10-08,526.75
2015-10-09,514.45
2015-10-12,524.75
2015-10-13,526.65
2015-10-14,540.2
2015-10-15,547.65
2015-10-16,535.05
2015-10-19,539.35
2015-10-20,547.25
2015-10-21,544.0
2015-10-23,527.5
2015-10-26,534.45
2015-10-27,530.4
2015-10-28,528.8
2015-10-29,527.8
2015-10-30,529.25
2015-11-02,532.45
2015-11-03,529.8
2015-11-04,529.4
2015-11-05,526.05
2015-11-06,532.25
2015-11-09,528.65
2015-11-10,521.25
2015-11-11,527.75
2015-11-13,531.6
2015-11-16,538.8
2015-11-17,549.6
2015-11-18,563.45
2015-11-19,575.8
2015-11-20,576.55
2015-11-23,555.75
2015-11-24,542.05
2015-11-26,541.1
2015-11-27,540.65
2015-11-30,527.7
2015-12-01,535.0
2015-12-02,531.75
2015-12-03,539.4
2015-12-04,537.9
2015-12-07,534.05
2015-12-08,528.25
2015-12-09,515.1
2015-12-10,506.85
2015-12-11,491.05
2015-12-14,486.8
2015-12-15,486.85
2015-12-16,481.8
2015-12-17,500.2
2015-12-18,500.2
2015-12-21,499.5
2015-12-22,499.4
2015-12-23,499.8
2015-12-24,496.3
2015-12-28,513.95
2015-12-29,508.6
2015-12-30,501.55
2015-12-31,507.9
