Date,IMPAL
2015-01-01,741.95
2015-01-02,764.1
2015-01-05,731.65
2015-01-06,712.65
2015-01-07,720.2
2015-01-08,728.0
2015-01-09,725.0
2015-01-12,721.6
2015-01-13,722.75
2015-01-14,721.65
2015-01-15,714.7
2015-01-16,713.15
2015-01-19,713.1
2015-01-20,717.05
2015-01-21,711.55
2015-01-22,711.55
2015-01-23,705.55
2015-01-27,712.75
2015-01-28,703.25
2015-01-29,701.05
2015-01-30,685.25
2015-02-02,690.35
2015-02-03,692.1
2015-02-04,694.6
2015-02-05,697.25
2015-02-06,689.4
2015-02-09,670.15
2015-02-10,677.55
2015-02-11,672.3
2015-02-12,678.45
2015-02-13,685.8
2015-02-16,674.05
2015-02-18,665.25
2015-02-19,670.4
2015-02-20,671.15
2015-02-23,682.75
2015-02-24,675.0
2015-02-25,675.1
2015-02-26,675.05
2015-02-27,662.05
2015-02-28,687.5
2015-03-02,677.9
2015-03-03,687.65
2015-03-04,677.55
2015-03-05,672.6
2015-03-09,668.9
2015-03-10,669.6
2015-03-11,678.1
2015-03-12,671.15
2015-03-13,662.8
2015-03-16,679.7
2015-03-17,665.5
2015-03-18,664.2
2015-03-19,668.3
2015-03-20,660.0
2015-03-23,660.4
2015-03-24,660.0
2015-03-25,660.0
2015-03-26,662.4
2015-03-27,666.4
2015-03-30,661.9
2015-03-31,660.6
2015-04-01,667.25
2015-04-06,672.5
2015-04-07,679.2
2015-04-08,675.0
2015-04-09,710.95
2015-04-10,697.9
2015-04-13,714.9
2015-04-15,704.45
2015-04-16,697.25
2015-04-17,693.15
2015-04-20,669.6
2015-04-21,674.3
2015-04-22,668.25
2015-04-23,676.0
2015-04-24,675.05
2015-04-27,671.0
2015-04-28,683.9
2015-04-29,673.4
2015-04-30,671.2
2015-05-04,687.1
2015-05-05,685.0
2015-05-06,672.0
2015-05-07,670.0
2015-05-08,671.0
2015-05-11,672.05
2015-05-12,671.0
2015-05-13,673.0
2015-05-14,681.4
2015-05-15,670.8
2015-05-18,675.5
2015-05-19,686.55
2015-05-20,670.9
2015-05-21,671.5
2015-05-22,676.85
2015-05-25,670.6
2015-05-26,670.05
2015-05-27,670.75
2015-05-28,670.0
2015-05-29,671.0
2015-06-01,683.0
2015-06-02,670.3
2015-06-03,670.0
2015-06-04,678.35
2015-06-05,685.0
2015-06-08,699.8
2015-06-09,670.5
2015-06-10,670.45
2015-06-11,670.0
2015-06-12,670.0
2015-06-15,677.25
2015-06-16,670.5
2015-06-17,670.25
2015-06-18,672.6
2015-06-19,673.0
2015-06-22,670.2
2015-06-23,674.3
2015-06-24,670.05
2015-06-25,671.3
2015-06-26,671.95
2015-06-29,670.05
2015-06-30,670.0
2015-07-01,670.0
2015-07-02,672.1
2015-07-03,676.95
2015-07-06,679.55
2015-07-07,677.3
2015-07-08,682.95
2015-07-09,676.4
2015-07-10,675.95
2015-07-13,672.75
2015-07-14,673.15
2015-07-15,697.75
2015-07-16,720.45
2015-07-17,722.0
2015-07-20,723.7
2015-07-21,723.75
2015-07-22,729.4
2015-07-23,738.25
2015-07-24,737.8
2015-07-27,730.95
2015-07-28,728.35
2015-07-29,743.65
2015-07-30,745.8
2015-07-31,734.2
2015-08-03,729.6
2015-08-04,736.75
2015-08-05,708.25
2015-08-06,718.3
2015-08-07,704.9
2015-08-10,710.15
2015-08-11,732.3
2015-08-12,713.1
2015-08-13,716.9
2015-08-14,717.65
2015-08-17,710.4
2015-08-18,714.0
2015-08-19,724.95
2015-08-20,710.0
2015-08-21,710.25
2015-08-24,681.0
2015-08-25,689.15
2015-08-26,673.55
2015-08-27,678.1
2015-08-28,680.9
2015-08-31,690.0
2015-09-01,680.0
2015-09-02,677.4
2015-09-03,673.0
2015-09-04,670.35
2015-09-07,671.7
2015-09-08,670.0
2015-09-09,667.75
2015-09-10,679.7
2015-09-11,677.0
2015-09-14,689.35
2015-09-15,677.65
2015-09-16,671.95
2015-09-18,670.85
2015-09-21,670.0
2015-09-22,670.0
2015-09-23,671.0
2015-09-24,671.0
2015-09-28,670.0
2015-09-29,672.3
2015-09-30,672.65
2015-10-01,678.95
2015-10-05,684.85
2015-10-06,680.0
2015-10-07,676.5
2015-10-08,670.75
2015-10-09,675.25
2015-10-12,681.95
2015-10-13,686.95
2015-10-14,697.55
2015-10-15,688.95
2015-10-16,701.3
2015-10-19,724.35
2015-10-20,727.25
2015-10-21,732.2
2015-10-23,734.3
2015-10-26,734.25
2015-10-27,733.1
2015-10-28,725.05
2015-10-29,729.7
2015-10-30,730.0
2015-11-02,710.75
2015-11-03,711.15
2015-11-04,707.05
2015-11-05,701.25
2015-11-06,708.15
2015-11-09,702.0
2015-11-10,710.05
2015-11-11,704.7
2015-11-13,707.95
2015-11-16,700.3
2015-11-17,699.95
2015-11-18,700.0
2015-11-19,694.55
2015-11-20,691.1
2015-11-23,671.65
2015-11-24,670.75
2015-11-26,699.5
2015-11-27,683.2
2015-11-30,695.0
2015-12-01,679.9
2015-12-02,680.05
2015-12-03,689.5
2015-12-04,690.35
2015-12-07,685.0
2015-12-08,689.9
2015-12-09,672.55
2015-12-10,686.1
2015-12-11,694.45
2015-12-14,686.2
2015-12-15,689.6
2015-12-16,700.0
2015-12-17,691.9
2015-12-18,704.55
2015-12-21,687.0
2015-12-22,683.0
2015-12-23,684.35
2015-12-24,681.55
2015-12-28,685.0
2015-12-29,680.45
2015-12-30,697.6
2015-12-31,702.05
