Date,PERSISTENT
2015-01-01,1733.2
2015-01-02,1874.35
2015-01-05,1765.25
2015-01-06,1723.9
2015-01-07,1733.7
2015-01-08,1743.75
2015-01-09,1822.5
2015-01-12,1800.05
2015-01-13,1817.8
2015-01-14,1786.95
2015-01-15,1785.1
2015-01-16,1757.85
2015-01-19,1816.7
2015-01-20,1876.05
2015-01-21,1859.6
2015-01-22,1844.45
2015-01-23,1832.0
2015-01-27,1790.7
2015-01-28,1694.85
2015-01-29,1659.6
2015-01-30,1687.45
2015-02-02,1640.95
2015-02-03,1649.85
2015-02-04,1678.4
2015-02-05,1669.85
2015-02-06,1670.25
2015-02-09,1655.7
2015-02-10,1640.65
2015-02-11,1661.7
2015-02-12,1644.65
2015-02-13,1663.5
2015-02-16,1675.05
2015-02-18,1731.3
2015-02-19,1757.75
2015-02-20,1750.05
2015-02-23,1755.6
2015-02-24,1758.1
2015-02-25,1758.25
2015-02-26,1744.2
2015-02-27,1776.65
2015-02-28,1814.05
2015-03-02,1872.1
2015-03-03,1879.75
2015-03-04,1824.45
2015-03-05,1867.5
2015-03-09,1865.35
2015-03-10,849.05
2015-03-11,841.85
2015-03-12,824.3
2015-03-13,809.2
2015-03-16,772.05
2015-03-17,798.8
2015-03-18,771.8
2015-03-19,768.85
2015-03-20,737.1
2015-03-23,717.9
2015-03-24,710.5
2015-03-25,705.4
2015-03-26,700.55
2015-03-27,719.75
2015-03-30,716.7
2015-03-31,714.3
2015-04-01,750.0
2015-04-06,771.35
2015-04-07,779.5
2015-04-08,771.55
2015-04-09,778.7
2015-04-10,785.7
2015-04-13,778.7
2015-04-15,739.35
2015-04-16,751.55
2015-04-17,735.9
2015-04-20,723.9
2015-04-21,713.0
2015-04-22,717.3
2015-04-23,704.3
2015-04-24,694.85
2015-04-27,700.9
2015-04-28,706.4
2015-04-29,722.65
2015-04-30,705.75
2015-05-04,709.3
2015-05-05,698.9
2015-05-06,685.45
2015-05-07,667.9
2015-05-08,700.8
2015-05-11,697.95
2015-05-12,687.9
2015-05-13,715.7
2015-05-14,725.55
2015-05-15,775.2
2015-05-18,771.55
2015-05-19,775.4
2015-05-20,783.7
2015-05-21,781.15
2015-05-22,794.65
2015-05-25,794.6
2015-05-26,786.15
2015-05-27,759.9
2015-05-28,748.1
2015-05-29,786.65
2015-06-01,765.5
2015-06-02,754.95
2015-06-03,760.85
2015-06-04,756.95
2015-06-05,753.1
2015-06-08,747.65
2015-06-09,747.6
2015-06-10,746.45
2015-06-11,739.45
2015-06-12,726.55
2015-06-15,723.2
2015-06-16,727.75
2015-06-17,726.15
2015-06-18,720.45
2015-06-19,713.55
2015-06-22,716.9
2015-06-23,720.0
2015-06-24,628.1
2015-06-25,610.35
2015-06-26,610.05
2015-06-29,581.35
2015-06-30,600.3
2015-07-01,608.3
2015-07-02,625.35
2015-07-03,615.35
2015-07-06,623.0
2015-07-07,640.5
2015-07-08,626.2
2015-07-09,619.75
2015-07-10,610.0
2015-07-13,627.7
2015-07-14,636.2
2015-07-15,642.05
2015-07-16,652.3
2015-07-17,660.75
2015-07-20,662.75
2015-07-21,646.4
2015-07-22,637.4
2015-07-23,633.45
2015-07-24,637.95
2015-07-27,660.95
2015-07-28,671.4
2015-07-29,655.3
2015-07-30,652.9
2015-07-31,665.1
2015-08-03,669.6
2015-08-04,668.9
2015-08-05,678.4
2015-08-06,694.05
2015-08-07,694.85
2015-08-10,711.15
2015-08-11,713.9
2015-08-12,711.6
2015-08-13,715.65
2015-08-14,717.55
2015-08-17,731.3
2015-08-18,751.6
2015-08-19,752.85
2015-08-20,726.6
2015-08-21,701.15
2015-08-24,674.85
2015-08-25,663.55
2015-08-26,675.35
2015-08-27,683.2
2015-08-28,700.6
2015-08-31,701.0
2015-09-01,700.25
2015-09-02,704.5
2015-09-03,704.8
2015-09-04,692.65
2015-09-07,685.7
2015-09-08,708.95
2015-09-09,702.5
2015-09-10,695.15
2015-09-11,684.3
2015-09-14,679.45
2015-09-15,676.1
2015-09-16,687.95
2015-09-18,681.0
2015-09-21,686.05
2015-09-22,683.8
2015-09-23,670.4
2015-09-24,664.7
2015-09-28,679.8
2015-09-29,657.5
2015-09-30,665.65
2015-10-01,645.75
2015-10-05,646.35
2015-10-06,647.05
2015-10-07,649.65
2015-10-08,646.0
2015-10-09,666.1
2015-10-12,672.1
2015-10-13,683.0
2015-10-14,690.4
2015-10-15,698.95
2015-10-16,689.0
2015-10-19,689.65
2015-10-20,683.8
2015-10-21,678.35
2015-10-23,664.0
2015-10-26,669.35
2015-10-27,662.25
2015-10-28,649.0
2015-10-29,651.3
2015-10-30,645.3
2015-11-02,653.5
2015-11-03,677.3
2015-11-04,663.65
2015-11-05,647.6
2015-11-06,658.55
2015-11-09,655.9
2015-11-10,655.35
2015-11-11,667.4
2015-11-13,652.95
2015-11-16,651.4
2015-11-17,659.8
2015-11-18,659.2
2015-11-19,669.8
2015-11-20,662.0
2015-11-23,669.3
2015-11-24,672.9
2015-11-26,669.55
2015-11-27,679.5
2015-11-30,668.15
2015-12-01,667.8
2015-12-02,668.85
2015-12-03,661.1
2015-12-04,663.15
2015-12-07,679.65
2015-12-08,681.4
2015-12-09,672.8
2015-12-10,674.0
2015-12-11,670.5
2015-12-14,662.85
2015-12-15,660.85
2015-12-16,659.5
2015-12-17,662.4
2015-12-18,664.3
2015-12-21,665.3
2015-12-22,658.2
2015-12-23,656.35
2015-12-24,650.45
2015-12-28,646.75
2015-12-29,643.85
2015-12-30,647.95
2015-12-31,641.6
