Date,USHAMART
2015-01-01,27.6
2015-01-02,27.65
2015-01-05,29.8
2015-01-06,28.8
2015-01-07,27.15
2015-01-08,27.7
2015-01-09,28.4
2015-01-12,28.05
2015-01-13,27.6
2015-01-14,27.0
2015-01-15,27.45
2015-01-16,26.9
2015-01-19,28.1
2015-01-20,28.5
2015-01-21,29.2
2015-01-22,29.3
2015-01-23,29.5
2015-01-27,29.45
2015-01-28,29.65
2015-01-29,29.55
2015-01-30,29.8
2015-02-02,30.75
2015-02-03,29.3
2015-02-04,28.6
2015-02-05,27.95
2015-02-06,28.6
2015-02-09,28.45
2015-02-10,29.35
2015-02-11,30.0
2015-02-12,29.95
2015-02-13,29.15
2015-02-16,28.5
2015-02-18,28.25
2015-02-19,28.7
2015-02-20,29.35
2015-02-23,30.65
2015-02-24,30.25
2015-02-25,29.7
2015-02-26,29.45
2015-02-27,29.5
2015-02-28,28.9
2015-03-02,28.7
2015-03-03,28.6
2015-03-04,28.65
2015-03-05,28.6
2015-03-09,27.55
2015-03-10,26.7
2015-03-11,25.6
2015-03-12,26.7
2015-03-13,25.5
2015-03-16,24.85
2015-03-17,24.4
2015-03-18,23.25
2015-03-19,23.55
2015-03-20,22.7
2015-03-23,25.8
2015-03-24,24.15
2015-03-25,23.4
2015-03-26,22.75
2015-03-27,22.55
2015-03-30,23.35
2015-03-31,23.0
2015-04-01,23.3
2015-04-06,23.25
2015-04-07,22.95
2015-04-08,23.55
2015-04-09,23.95
2015-04-10,24.05
2015-04-13,23.95
2015-04-15,23.45
2015-04-16,22.75
2015-04-17,22.85
2015-04-20,22.45
2015-04-21,22.15
2015-04-22,21.8
2015-04-23,21.95
2015-04-24,21.6
2015-04-27,20.95
2015-04-28,20.8
2015-04-29,21.05
2015-04-30,20.85
2015-05-04,20.95
2015-05-05,21.05
2015-05-06,20.25
2015-05-07,19.9
2015-05-08,20.1
2015-05-11,20.15
2015-05-12,20.05
2015-05-13,19.7
2015-05-14,20.0
2015-05-15,20.05
2015-05-18,21.1
2015-05-19,21.3
2015-05-20,20.8
2015-05-21,20.6
2015-05-22,20.7
2015-05-25,20.75
2015-05-26,19.05
2015-05-27,19.1
2015-05-28,18.95
2015-05-29,18.9
2015-06-01,18.35
2015-06-02,17.8
2015-06-03,16.65
2015-06-04,16.5
2015-06-05,17.15
2015-06-08,16.9
2015-06-09,16.55
2015-06-10,17.85
2015-06-11,18.1
2015-06-12,17.7
2015-06-15,18.0
2015-06-16,18.25
2015-06-17,19.0
2015-06-18,19.8
2015-06-19,20.35
2015-06-22,20.9
2015-06-23,21.2
2015-06-24,20.95
2015-06-25,20.85
2015-06-26,20.15
2015-06-29,19.05
2015-06-30,19.45
2015-07-01,19.65
2015-07-02,19.6
2015-07-03,19.55
2015-07-06,19.15
2015-07-07,19.35
2015-07-08,18.75
2015-07-09,18.8
2015-07-10,19.0
2015-07-13,19.0
2015-07-14,18.75
2015-07-15,18.75
2015-07-16,18.7
2015-07-17,20.3
2015-07-20,20.45
2015-07-21,20.95
2015-07-22,20.3
2015-07-23,20.25
2015-07-24,19.75
2015-07-27,19.35
2015-07-28,18.8
2015-07-29,18.7
2015-07-30,18.7
2015-07-31,17.85
2015-08-03,18.7
2015-08-04,19.3
2015-08-05,19.55
2015-08-06,19.15
2015-08-07,19.1
2015-08-10,18.65
2015-08-11,18.3
2015-08-12,18.05
2015-08-13,17.65
2015-08-14,17.75
2015-08-17,17.1
2015-08-18,17.35
2015-08-19,17.2
2015-08-20,16.55
2015-08-21,16.65
2015-08-24,15.55
2015-08-25,15.15
2015-08-26,15.9
2015-08-27,16.2
2015-08-28,15.25
2015-08-31,15.55
2015-09-01,15.25
2015-09-02,15.2
2015-09-03,15.2
2015-09-04,14.6
2015-09-07,14.5
2015-09-08,14.3
2015-09-09,14.85
2015-09-10,15.05
2015-09-11,15.45
2015-09-14,15.65
2015-09-15,15.0
2015-09-16,15.2
2015-09-18,15.1
2015-09-21,14.8
2015-09-22,14.3
2015-09-23,14.3
2015-09-24,14.55
2015-09-28,14.15
2015-09-29,14.25
2015-09-30,14.2
2015-10-01,14.5
2015-10-05,14.5
2015-10-06,16.25
2015-10-07,17.3
2015-10-08,17.4
2015-10-09,16.7
2015-10-12,16.95
2015-10-13,17.05
2015-10-14,16.7
2015-10-15,16.85
2015-10-16,16.65
2015-10-19,16.85
2015-10-20,16.65
2015-10-21,16.55
2015-10-23,16.9
2015-10-26,17.0
2015-10-27,16.7
2015-10-28,16.45
2015-10-29,16.4
2015-10-30,16.25
2015-11-02,15.65
2015-11-03,15.8
2015-11-04,15.6
2015-11-05,15.0
2015-11-06,14.65
2015-11-09,14.35
2015-11-10,14.85
2015-11-11,15.0
2015-11-13,14.6
2015-11-16,14.45
2015-11-17,14.15
2015-11-18,13.95
2015-11-19,14.5
2015-11-20,13.95
2015-11-23,13.7
2015-11-24,13.7
2015-11-26,13.7
2015-11-27,13.45
2015-11-30,13.4
2015-12-01,13.4
2015-12-02,13.95
2015-12-03,14.15
2015-12-04,13.75
2015-12-07,13.55
2015-12-08,12.5
2015-12-09,12.15
2015-12-10,11.95
2015-12-11,11.85
2015-12-14,11.85
2015-12-15,11.5
2015-12-16,11.15
2015-12-17,11.35
2015-12-18,11.6
2015-12-21,11.45
2015-12-22,11.5
2015-12-23,11.55
2015-12-24,11.4
2015-12-28,11.8
2015-12-29,11.65
2015-12-30,10.75
2015-12-31,10.2
