Date,SDBL
2015-01-01,210.0
2015-01-02,211.0
2015-01-05,207.5
2015-01-06,204.9
2015-01-07,208.3
2015-01-08,207.85
2015-01-09,207.7
2015-01-12,202.2
2015-01-13,206.8
2015-01-14,208.9
2015-01-15,205.65
2015-01-16,204.4
2015-01-19,205.75
2015-01-20,204.0
2015-01-21,204.65
2015-01-22,202.15
2015-01-23,202.25
2015-01-27,200.65
2015-01-28,202.9
2015-01-29,203.0
2015-01-30,207.2
2015-02-02,209.9
2015-02-03,209.4
2015-02-04,209.9
2015-02-05,205.1
2015-02-06,207.85
2015-02-09,203.9
2015-02-10,204.55
2015-02-11,208.45
2015-02-12,206.75
2015-02-13,205.0
2015-02-16,203.15
2015-02-18,205.5
2015-02-19,203.1
2015-02-20,203.25
2015-02-23,203.3
2015-02-24,206.85
2015-02-25,198.4
2015-02-26,198.1
2015-02-27,193.4
2015-02-28,194.2
2015-03-02,201.65
2015-03-03,202.8
2015-03-04,202.4
2015-03-05,200.0
2015-03-09,196.35
2015-03-10,195.25
2015-03-11,194.2
2015-03-12,195.7
2015-03-13,195.85
2015-03-16,195.6
2015-03-17,194.15
2015-03-18,195.4
2015-03-19,198.45
2015-03-20,195.0
2015-03-23,196.4
2015-03-24,195.7
2015-03-25,186.55
2015-03-26,178.85
2015-03-27,189.0
2015-03-30,190.6
2015-03-31,193.95
2015-04-01,192.25
2015-04-06,205.0
2015-04-07,202.3
2015-04-08,205.45
2015-04-09,204.3
2015-04-10,203.4
2015-04-13,205.9
2015-04-15,207.95
2015-04-16,204.9
2015-04-17,209.65
2015-04-20,207.5
2015-04-21,205.3
2015-04-22,208.0
2015-04-23,203.1
2015-04-24,202.3
2015-04-27,200.0
2015-04-28,195.25
2015-04-29,200.95
2015-04-30,198.85
2015-05-04,201.5
2015-05-05,200.0
2015-05-06,199.0
2015-05-07,198.15
2015-05-08,195.3
2015-05-11,200.85
2015-05-12,199.6
2015-05-13,201.0
2015-05-14,202.05
2015-05-15,204.9
2015-05-18,203.0
2015-05-19,201.0
2015-05-20,197.5
2015-05-21,199.75
2015-05-22,202.15
2015-05-25,196.9
2015-05-26,198.0
2015-05-27,203.2
2015-05-28,203.3
2015-05-29,204.2
2015-06-01,201.95
2015-06-02,200.4
2015-06-03,200.0
2015-06-04,199.0
2015-06-05,198.7
2015-06-08,203.0
2015-06-09,202.35
2015-06-10,200.5
2015-06-11,199.9
2015-06-12,197.75
2015-06-15,199.5
2015-06-16,199.5
2015-06-17,201.0
2015-06-18,200.1
2015-06-19,198.5
2015-06-22,202.6
2015-06-23,192.55
2015-06-24,195.2
2015-06-25,197.4
2015-06-26,199.1
2015-06-29,202.35
2015-06-30,202.6
2015-07-01,203.55
2015-07-02,200.75
2015-07-03,202.8
2015-07-06,200.85
2015-07-07,199.7
2015-07-08,198.1
2015-07-09,199.8
2015-07-10,200.65
2015-07-13,195.1
2015-07-14,199.3
2015-07-15,200.3
2015-07-16,200.05
2015-07-17,198.2
2015-07-20,202.9
2015-07-21,204.3
2015-07-22,203.6
2015-07-23,207.35
2015-07-24,206.05
2015-07-27,199.1
2015-07-28,200.0
2015-07-29,204.4
2015-07-30,203.5
2015-07-31,202.0
2015-08-03,203.0
2015-08-04,212.4
2015-08-05,209.65
2015-08-06,209.6
2015-08-07,207.1
2015-08-10,205.25
2015-08-11,204.15
2015-08-12,202.0
2015-08-13,198.35
2015-08-14,199.9
2015-08-17,200.7
2015-08-18,204.65
2015-08-19,201.05
2015-08-20,202.9
2015-08-21,204.15
2015-08-24,200.0
2015-08-25,191.5
2015-08-26,195.05
2015-08-27,198.15
2015-08-28,198.35
2015-08-31,198.2
2015-09-01,195.2
2015-09-02,196.1
2015-09-03,197.65
2015-09-04,196.35
2015-09-07,195.65
2015-09-08,199.95
2015-09-09,195.65
2015-09-10,198.15
2015-09-11,200.55
2015-09-14,203.75
2015-09-15,197.55
2015-09-16,202.4
2015-09-18,198.65
2015-09-21,200.95
2015-09-22,203.75
2015-09-23,198.05
2015-09-24,201.0
2015-09-28,200.0
2015-09-29,200.35
2015-09-30,198.75
2015-10-01,202.0
2015-10-05,200.0
2015-10-06,200.6
2015-10-07,199.1
2015-10-08,199.85
2015-10-09,199.0
2015-10-12,197.55
2015-10-13,197.5
2015-10-14,200.0
2015-10-15,201.15
2015-10-16,199.25
2015-10-19,198.5
2015-10-20,196.25
2015-10-21,201.0
2015-10-23,198.5
2015-10-26,197.6
2015-10-27,195.0
2015-10-28,197.45
2015-10-29,197.5
2015-10-30,194.9
2015-11-02,195.6
2015-11-03,192.0
2015-11-04,193.0
2015-11-05,190.25
2015-11-06,192.3
2015-11-09,184.7
2015-11-10,186.1
2015-11-11,185.85
2015-11-13,184.6
2015-11-16,184.05
2015-11-17,187.0
2015-11-18,189.1
2015-11-19,187.4
2015-11-20,186.6
2015-11-23,186.1
2015-11-24,187.25
2015-11-26,183.65
2015-11-27,181.05
2015-11-30,183.3
2015-12-01,182.95
2015-12-02,191.85
2015-12-03,194.0
2015-12-04,195.85
2015-12-07,196.55
2015-12-08,195.9
2015-12-09,190.05
2015-12-10,194.15
2015-12-11,190.25
2015-12-14,192.1
2015-12-15,198.1
2015-12-16,193.25
2015-12-17,202.8
2015-12-18,205.85
2015-12-21,200.1
2015-12-22,201.2
2015-12-23,194.2
2015-12-24,200.65
2015-12-28,197.7
2015-12-29,196.6
2015-12-30,195.8
2015-12-31,195.4
