Date,KOLTEPATIL
2015-01-01,188.2
2015-01-02,189.2
2015-01-05,196.65
2015-01-06,188.5
2015-01-07,189.35
2015-01-08,192.15
2015-01-09,189.65
2015-01-12,188.55
2015-01-13,188.2
2015-01-14,185.5
2015-01-15,192.8
2015-01-16,189.7
2015-01-19,190.05
2015-01-20,187.55
2015-01-21,185.55
2015-01-22,187.75
2015-01-23,185.7
2015-01-27,186.35
2015-01-28,187.6
2015-01-29,195.0
2015-01-30,203.45
2015-02-02,204.9
2015-02-03,197.1
2015-02-04,197.0
2015-02-05,196.6
2015-02-06,202.6
2015-02-09,202.0
2015-02-10,198.8
2015-02-11,203.35
2015-02-12,207.5
2015-02-13,205.3
2015-02-16,203.7
2015-02-18,201.55
2015-02-19,202.45
2015-02-20,205.05
2015-02-23,207.6
2015-02-24,206.55
2015-02-25,214.1
2015-02-26,214.9
2015-02-27,218.25
2015-02-28,218.25
2015-03-02,226.35
2015-03-03,225.05
2015-03-04,218.65
2015-03-05,223.75
2015-03-09,220.5
2015-03-10,219.45
2015-03-11,225.7
2015-03-12,232.1
2015-03-13,222.0
2015-03-16,216.2
2015-03-17,213.8
2015-03-18,213.8
2015-03-19,211.5
2015-03-20,203.95
2015-03-23,199.65
2015-03-24,199.05
2015-03-25,202.9
2015-03-26,206.1
2015-03-27,215.65
2015-03-30,220.5
2015-03-31,222.95
2015-04-01,233.05
2015-04-06,232.6
2015-04-07,228.55
2015-04-08,231.5
2015-04-09,228.45
2015-04-10,225.85
2015-04-13,223.6
2015-04-15,218.2
2015-04-16,215.6
2015-04-17,212.35
2015-04-20,207.0
2015-04-21,215.35
2015-04-22,221.75
2015-04-23,223.35
2015-04-24,220.4
2015-04-27,215.5
2015-04-28,214.7
2015-04-29,214.35
2015-04-30,214.65
2015-05-04,219.25
2015-05-05,225.7
2015-05-06,217.45
2015-05-07,203.7
2015-05-08,210.85
2015-05-11,211.0
2015-05-12,206.6
2015-05-13,209.55
2015-05-14,207.5
2015-05-15,206.65
2015-05-18,209.6
2015-05-19,209.6
2015-05-20,208.05
2015-05-21,206.9
2015-05-22,204.55
2015-05-25,207.6
2015-05-26,214.95
2015-05-27,214.85
2015-05-28,215.0
2015-05-29,216.05
2015-06-01,217.6
2015-06-02,217.25
2015-06-03,204.05
2015-06-04,205.7
2015-06-05,205.8
2015-06-08,209.5
2015-06-09,205.3
2015-06-10,205.45
2015-06-11,204.75
2015-06-12,204.75
2015-06-15,206.85
2015-06-16,206.5
2015-06-17,207.8
2015-06-18,207.85
2015-06-19,206.25
2015-06-22,205.3
2015-06-23,206.7
2015-06-24,206.55
2015-06-25,211.15
2015-06-26,212.6
2015-06-29,205.25
2015-06-30,204.1
2015-07-01,203.3
2015-07-02,202.1
2015-07-03,201.3
2015-07-06,197.9
2015-07-07,200.45
2015-07-08,197.8
2015-07-09,195.5
2015-07-10,198.75
2015-07-13,199.95
2015-07-14,199.65
2015-07-15,202.1
2015-07-16,201.05
2015-07-17,199.55
2015-07-20,198.45
2015-07-21,190.8
2015-07-22,191.75
2015-07-23,190.75
2015-07-24,198.55
2015-07-27,190.95
2015-07-28,193.2
2015-07-29,192.9
2015-07-30,192.6
2015-07-31,192.3
2015-08-03,199.35
2015-08-04,195.2
2015-08-05,196.1
2015-08-06,193.05
2015-08-07,191.35
2015-08-10,191.0
2015-08-11,188.1
2015-08-12,178.9
2015-08-13,175.2
2015-08-14,181.25
2015-08-17,180.5
2015-08-18,178.55
2015-08-19,182.35
2015-08-20,170.35
2015-08-21,162.9
2015-08-24,141.25
2015-08-25,140.6
2015-08-26,144.95
2015-08-27,149.55
2015-08-28,166.0
2015-08-31,164.4
2015-09-01,158.7
2015-09-02,156.9
2015-09-03,159.6
2015-09-04,155.9
2015-09-07,156.8
2015-09-08,158.65
2015-09-09,162.35
2015-09-10,161.6
2015-09-11,169.75
2015-09-14,171.85
2015-09-15,167.2
2015-09-16,166.7
2015-09-18,166.05
2015-09-21,164.6
2015-09-22,160.75
2015-09-23,160.25
2015-09-24,161.25
2015-09-28,163.85
2015-09-29,163.45
2015-09-30,166.1
2015-10-01,167.95
2015-10-05,171.65
2015-10-06,173.15
2015-10-07,181.45
2015-10-08,179.65
2015-10-09,180.0
2015-10-12,180.25
2015-10-13,179.15
2015-10-14,178.2
2015-10-15,182.15
2015-10-16,182.3
2015-10-19,178.0
2015-10-20,173.4
2015-10-21,173.85
2015-10-23,177.6
2015-10-26,179.05
2015-10-27,179.3
2015-10-28,171.35
2015-10-29,170.25
2015-10-30,174.2
2015-11-02,172.8
2015-11-03,171.65
2015-11-04,171.55
2015-11-05,166.15
2015-11-06,165.4
2015-11-09,167.3
2015-11-10,167.65
2015-11-11,169.85
2015-11-13,167.1
2015-11-16,164.3
2015-11-17,167.5
2015-11-18,161.75
2015-11-19,159.3
2015-11-20,152.45
2015-11-23,153.2
2015-11-24,155.15
2015-11-26,155.0
2015-11-27,154.45
2015-11-30,153.05
2015-12-01,156.4
2015-12-02,155.8
2015-12-03,153.35
2015-12-04,150.65
2015-12-07,146.05
2015-12-08,138.85
2015-12-09,138.5
2015-12-10,138.75
2015-12-11,139.4
2015-12-14,139.7
2015-12-15,136.6
2015-12-16,136.4
2015-12-17,138.5
2015-12-18,136.4
2015-12-21,137.1
2015-12-22,136.35
2015-12-23,141.5
2015-12-24,156.9
2015-12-28,156.6
2015-12-29,151.55
2015-12-30,152.2
2015-12-31,154.2
