Date,KOTAKGOLD
2015-01-01,2450.5
2015-01-02,2442.75
2015-01-05,2472.25
2015-01-06,2495.0
2015-01-07,2492.6
2015-01-08,2458.35
2015-01-09,2460.9
2015-01-12,2475.4
2015-01-13,2496.5
2015-01-14,2489.05
2015-01-15,2470.9
2015-01-16,2531.05
2015-01-19,2549.7
2015-01-20,2574.85
2015-01-21,2587.8
2015-01-22,2565.5
2015-01-23,2573.15
2015-01-27,2550.7
2015-01-28,2566.05
2015-01-29,2551.15
2015-01-30,2553.7
2015-02-02,2565.6
2015-02-03,2561.05
2015-02-04,2533.4
2015-02-05,2546.4
2015-02-06,2550.1
2015-02-09,2507.35
2015-02-10,2500.15
2015-02-11,2506.55
2015-02-12,2490.0
2015-02-13,2484.55
2015-02-16,2496.8
2015-02-18,2469.2
2015-02-19,2468.95
2015-02-20,2457.85
2015-02-23,2437.9
2015-02-24,2428.3
2015-02-25,2436.8
2015-02-26,2426.1
2015-02-27,2414.3
2015-02-28,2425.9
2015-03-02,2453.1
2015-03-03,2426.1
2015-03-04,2424.4
2015-03-05,2441.4
2015-03-09,2404.55
2015-03-10,2393.25
2015-03-11,2376.25
2015-03-12,2380.6
2015-03-13,2381.8
2015-03-16,2378.35
2015-03-17,2360.95
2015-03-18,2352.5
2015-03-19,2375.2
2015-03-20,2375.15
2015-03-23,2389.1
2015-03-24,2398.85
2015-03-25,2401.85
2015-03-26,2454.05
2015-03-27,2429.4
2015-03-30,2407.3
2015-03-31,2404.3
2015-04-01,2409.15
2015-04-06,2462.6
2015-04-07,2450.7
2015-04-08,2445.5
2015-04-09,2418.4
2015-04-10,2432.45
2015-04-13,254.9
2015-04-15,249.5
2015-04-16,248.05
2015-04-17,244.1
2015-04-20,246.5
2015-04-21,249.95
2015-04-22,246.5
2015-04-23,244.7
2015-04-24,245.4
2015-04-27,243.55
2015-04-28,246.1
2015-04-29,247.45
2015-04-30,247.15
2015-05-04,244.5
2015-05-05,243.35
2015-05-06,245.55
2015-05-07,244.4
2015-05-08,245.35
2015-05-11,242.5
2015-05-12,242.7
2015-05-13,242.8
2015-05-14,246.7
2015-05-15,246.55
2015-05-18,248.65
2015-05-19,246.9
2015-05-20,247.75
2015-05-21,247.0
2015-05-22,245.8
2015-05-25,245.05
2015-05-26,245.85
2015-05-27,244.65
2015-05-28,244.95
2015-05-29,245.15
2015-06-01,243.05
2015-06-02,244.35
2015-06-03,244.45
2015-06-04,244.55
2015-06-05,242.75
2015-06-08,242.65
2015-06-09,242.45
2015-06-10,242.05
2015-06-11,241.6
2015-06-12,241.8
2015-06-15,240.4
2015-06-16,241.15
2015-06-17,240.1
2015-06-18,240.9
2015-06-19,240.35
2015-06-22,239.15
2015-06-23,239.7
2015-06-24,238.1
2015-06-25,235.85
2015-06-26,236.35
2015-06-29,238.75
2015-06-30,238.2
2015-07-01,237.05
2015-07-02,235.5
2015-07-03,234.4
2015-07-06,233.25
2015-07-07,233.1
2015-07-08,231.75
2015-07-09,235.3
2015-07-10,235.9
2015-07-13,233.95
2015-07-14,233.3
2015-07-15,232.6
2015-07-16,231.65
2015-07-17,231.45
2015-07-20,229.3
2015-07-21,230.15
2015-07-22,225.0
2015-07-23,228.15
2015-07-24,225.75
2015-07-27,225.95
2015-07-28,226.6
2015-07-29,225.65
2015-07-30,224.45
2015-07-31,224.15
2015-08-03,224.15
2015-08-04,224.45
2015-08-05,222.7
2015-08-06,222.3
2015-08-07,223.55
2015-08-10,224.75
2015-08-11,228.2
2015-08-12,231.05
2015-08-13,232.6
2015-08-14,231.45
2015-08-17,232.2
2015-08-18,232.55
2015-08-19,232.4
2015-08-20,236.9
2015-08-21,241.1
2015-08-24,242.05
2015-08-25,241.5
2015-08-26,237.85
2015-08-27,235.95
2015-08-28,237.95
2015-08-31,240.0
2015-09-01,241.15
2015-09-02,239.9
2015-09-03,238.95
2015-09-04,238.0
2015-09-07,238.6
2015-09-08,238.35
2015-09-09,237.25
2015-09-10,234.4
2015-09-11,236.5
2015-09-14,236.05
2015-09-15,234.8
2015-09-16,234.4
2015-09-18,238.05
2015-09-21,237.5
2015-09-22,237.7
2015-09-23,237.05
2015-09-24,238.75
2015-09-28,238.05
2015-09-29,235.95
2015-09-30,236.55
2015-10-01,233.25
2015-10-05,236.6
2015-10-06,237.0
2015-10-07,238.9
2015-10-08,236.45
2015-10-09,236.95
2015-10-12,240.4
2015-10-13,238.95
2015-10-14,242.4
2015-10-15,244.0
2015-10-16,242.55
2015-10-19,241.3
2015-10-20,242.35
2015-10-21,242.65
2015-10-23,241.25
2015-10-26,240.7
2015-10-27,241.75
2015-10-28,242.7
2015-10-29,241.25
2015-10-30,240.9
2015-11-02,239.55
2015-11-03,238.05
2015-11-04,236.3
2015-11-05,234.6
2015-11-06,235.0
2015-11-09,236.85
2015-11-10,232.1
2015-11-11,233.2
2015-11-13,231.2
2015-11-16,230.65
2015-11-17,229.0
2015-11-18,228.3
2015-11-19,228.55
2015-11-20,230.2
2015-11-23,228.1
2015-11-24,228.9
2015-11-26,229.0
2015-11-27,228.6
2015-11-30,228.1
2015-12-01,228.3
2015-12-02,228.5
2015-12-03,226.95
2015-12-04,228.2
2015-12-07,230.2
2015-12-08,228.5
2015-12-09,229.75
2015-12-10,228.35
2015-12-11,228.05
2015-12-14,228.1
2015-12-15,228.0
2015-12-16,228.25
2015-12-17,226.8
2015-12-18,225.25
2015-12-21,227.55
2015-12-22,228.15
