Date,CANBK
2015-01-01,449.25
2015-01-02,448.65
2015-01-05,450.4
2015-01-06,437.95
2015-01-07,437.2
2015-01-08,451.95
2015-01-09,440.75
2015-01-12,444.95
2015-01-13,444.7
2015-01-14,438.6
2015-01-15,457.75
2015-01-16,454.9
2015-01-19,464.45
2015-01-20,470.2
2015-01-21,469.9
2015-01-22,465.5
2015-01-23,469.0
2015-01-27,469.55
2015-01-28,476.1
2015-01-29,470.75
2015-01-30,443.15
2015-02-02,454.75
2015-02-03,439.4
2015-02-04,453.1
2015-02-05,429.55
2015-02-06,414.75
2015-02-09,401.45
2015-02-10,398.15
2015-02-11,403.8
2015-02-12,399.9
2015-02-13,416.55
2015-02-16,410.45
2015-02-18,409.7
2015-02-19,405.9
2015-02-20,411.8
2015-02-23,402.75
2015-02-24,405.3
2015-02-25,401.5
2015-02-26,393.55
2015-02-27,408.05
2015-02-28,415.5
2015-03-02,419.95
2015-03-03,428.95
2015-03-04,418.6
2015-03-05,424.65
2015-03-09,409.25
2015-03-10,406.05
2015-03-11,407.2
2015-03-12,408.2
2015-03-13,398.1
2015-03-16,398.15
2015-03-17,398.55
2015-03-18,400.85
2015-03-19,391.1
2015-03-20,381.2
2015-03-23,381.9
2015-03-24,375.45
2015-03-25,371.95
2015-03-26,363.4
2015-03-27,363.15
2015-03-30,373.05
2015-03-31,367.8
2015-04-01,381.0
2015-04-06,385.05
2015-04-07,383.5
2015-04-08,379.7
2015-04-09,389.8
2015-04-10,392.75
2015-04-13,399.7
2015-04-15,404.8
2015-04-16,399.5
2015-04-17,402.8
2015-04-20,389.6
2015-04-21,391.55
2015-04-22,389.05
2015-04-23,388.0
2015-04-24,376.15
2015-04-27,382.2
2015-04-28,384.6
2015-04-29,384.0
2015-04-30,378.35
2015-05-04,387.95
2015-05-05,385.25
2015-05-06,367.45
2015-05-07,355.4
2015-05-08,342.9
2015-05-11,362.55
2015-05-12,348.35
2015-05-13,358.05
2015-05-14,370.1
2015-05-15,361.35
2015-05-18,353.7
2015-05-19,352.05
2015-05-20,351.7
2015-05-21,353.95
2015-05-22,353.2
2015-05-25,340.3
2015-05-26,336.3
2015-05-27,341.4
2015-05-28,341.5
2015-05-29,343.35
2015-06-01,342.75
2015-06-02,325.85
2015-06-03,323.6
2015-06-04,317.65
2015-06-05,309.3
2015-06-08,295.6
2015-06-09,292.85
2015-06-10,292.6
2015-06-11,293.2
2015-06-12,294.7
2015-06-15,293.1
2015-06-16,301.1
2015-06-17,301.7
2015-06-18,300.8
2015-06-19,302.45
2015-06-22,309.5
2015-06-23,312.65
2015-06-24,307.2
2015-06-25,293.75
2015-06-26,290.05
2015-06-29,284.4
2015-06-30,277.85
2015-07-01,287.35
2015-07-02,285.05
2015-07-03,287.25
2015-07-06,293.55
2015-07-07,291.55
2015-07-08,284.0
2015-07-09,287.5
2015-07-10,292.95
2015-07-13,297.8
2015-07-14,299.25
2015-07-15,296.0
2015-07-16,298.15
2015-07-17,297.4
2015-07-20,288.5
2015-07-21,282.4
2015-07-22,284.55
2015-07-23,284.65
2015-07-24,279.25
2015-07-27,267.8
2015-07-28,260.5
2015-07-29,256.2
2015-07-30,263.1
2015-07-31,276.6
2015-08-03,291.5
2015-08-04,309.1
2015-08-05,303.6
2015-08-06,311.5
2015-08-07,308.65
2015-08-10,309.35
2015-08-11,310.85
2015-08-12,292.95
2015-08-13,288.45
2015-08-14,305.65
2015-08-17,346.7
2015-08-18,350.9
2015-08-19,342.05
2015-08-20,326.35
2015-08-21,327.7
2015-08-24,283.9
2015-08-25,287.7
2015-08-26,278.6
2015-08-27,288.5
2015-08-28,280.5
2015-08-31,286.15
2015-09-01,268.15
2015-09-02,260.65
2015-09-03,266.15
2015-09-04,256.65
2015-09-07,252.6
2015-09-08,260.7
2015-09-09,265.1
2015-09-10,257.45
2015-09-11,259.4
2015-09-14,267.15
2015-09-15,262.0
2015-09-16,267.85
2015-09-18,277.05
2015-09-21,284.2
2015-09-22,274.3
2015-09-23,278.6
2015-09-24,278.35
2015-09-28,278.25
2015-09-29,281.6
2015-09-30,279.8
2015-10-01,279.2
2015-10-05,289.9
2015-10-06,296.65
2015-10-07,299.75
2015-10-08,298.1
2015-10-09,298.55
2015-10-12,296.0
2015-10-13,297.5
2015-10-14,293.65
2015-10-15,301.75
2015-10-16,300.8
2015-10-19,298.45
2015-10-20,300.65
2015-10-21,294.1
2015-10-23,295.9
2015-10-26,291.55
2015-10-27,290.3
2015-10-28,284.7
2015-10-29,280.7
2015-10-30,276.9
2015-11-02,277.9
2015-11-03,280.0
2015-11-04,273.45
2015-11-05,269.95
2015-11-06,274.95
2015-11-09,277.15
2015-11-10,273.2
2015-11-11,274.2
2015-11-13,277.35
2015-11-16,281.7
2015-11-17,275.9
2015-11-18,269.65
2015-11-19,269.3
2015-11-20,268.7
2015-11-23,268.25
2015-11-24,263.75
2015-11-26,262.35
2015-11-27,270.9
2015-11-30,272.25
2015-12-01,270.3
2015-12-02,264.15
2015-12-03,259.65
2015-12-04,253.05
2015-12-07,252.9
2015-12-08,250.05
2015-12-09,247.65
2015-12-10,245.75
2015-12-11,241.95
2015-12-14,242.1
2015-12-15,239.15
2015-12-16,240.35
2015-12-17,242.75
2015-12-18,242.6
2015-12-21,243.2
2015-12-22,239.65
2015-12-23,240.85
2015-12-24,240.45
2015-12-28,240.9
2015-12-29,240.6
2015-12-30,236.9
2015-12-31,232.95
