Date,LGBBROSLTD
2015-01-01,664.15
2015-01-02,653.0
2015-01-05,638.0
2015-01-06,625.7
2015-01-07,622.2
2015-01-08,635.45
2015-01-09,637.95
2015-01-12,648.95
2015-01-13,633.35
2015-01-14,627.15
2015-01-15,627.6
2015-01-16,640.8
2015-01-19,655.95
2015-01-20,645.9
2015-01-21,638.05
2015-01-22,636.1
2015-01-23,631.65
2015-01-27,629.9
2015-01-28,629.65
2015-01-29,639.2
2015-01-30,613.2
2015-02-02,575.95
2015-02-03,575.95
2015-02-04,587.4
2015-02-05,584.75
2015-02-06,572.15
2015-02-09,569.55
2015-02-10,565.85
2015-02-11,570.2
2015-02-12,574.65
2015-02-13,570.25
2015-02-16,569.2
2015-02-18,556.55
2015-02-19,551.8
2015-02-20,554.65
2015-02-23,555.2
2015-02-24,547.25
2015-02-25,541.5
2015-02-26,540.4
2015-02-27,539.7
2015-02-28,537.9
2015-03-02,539.8
2015-03-03,545.6
2015-03-04,539.25
2015-03-05,532.2
2015-03-09,526.85
2015-03-10,517.3
2015-03-11,518.0
2015-03-12,517.45
2015-03-13,518.75
2015-03-16,512.45
2015-03-17,517.7
2015-03-18,524.25
2015-03-19,520.4
2015-03-20,516.25
2015-03-23,500.7
2015-03-24,508.15
2015-03-25,508.45
2015-03-26,495.45
2015-03-27,520.85
2015-03-30,537.15
2015-03-31,553.45
2015-04-01,546.9
2015-04-06,512.5
2015-04-07,506.9
2015-04-08,508.0
2015-04-09,501.7
2015-04-10,508.4
2015-04-13,509.8
2015-04-15,499.6
2015-04-16,503.8
2015-04-17,500.15
2015-04-20,500.25
2015-04-21,500.85
2015-04-22,501.75
2015-04-23,502.05
2015-04-24,495.6
2015-04-27,490.15
2015-04-28,484.7
2015-04-29,500.45
2015-04-30,500.6
2015-05-04,504.1
2015-05-05,500.1
2015-05-06,499.25
2015-05-07,492.0
2015-05-08,478.4
2015-05-11,485.35
2015-05-12,471.8
2015-05-13,479.95
2015-05-14,503.35
2015-05-15,554.05
2015-05-18,549.15
2015-05-19,549.9
2015-05-20,550.3
2015-05-21,536.0
2015-05-22,517.95
2015-05-25,507.4
2015-05-26,510.05
2015-05-27,508.0
2015-05-28,510.15
2015-05-29,518.6
2015-06-01,522.4
2015-06-02,509.55
2015-06-03,494.95
2015-06-04,480.35
2015-06-05,485.8
2015-06-08,480.7
2015-06-09,480.1
2015-06-10,480.0
2015-06-11,467.6
2015-06-12,471.8
2015-06-15,468.15
2015-06-16,467.2
2015-06-17,470.5
2015-06-18,473.7
2015-06-19,483.75
2015-06-22,490.65
2015-06-23,498.35
2015-06-24,531.9
2015-06-25,521.7
2015-06-26,518.15
2015-06-29,536.0
2015-06-30,522.5
2015-07-01,523.4
2015-07-02,528.05
2015-07-03,529.15
2015-07-06,521.15
2015-07-07,520.2
2015-07-08,514.85
2015-07-09,515.7
2015-07-10,515.1
2015-07-13,517.5
2015-07-14,521.3
2015-07-15,522.5
2015-07-16,516.1
2015-07-17,519.7
2015-07-20,511.0
2015-07-21,506.6
2015-07-22,506.0
2015-07-23,506.4
2015-07-24,497.7
2015-07-27,487.4
2015-07-28,483.0
2015-07-29,496.1
2015-07-30,453.6
2015-07-31,442.6
2015-08-03,447.9
2015-08-04,470.0
2015-08-05,467.4
2015-08-06,484.7
2015-08-07,483.7
2015-08-10,475.1
2015-08-11,482.35
2015-08-12,460.75
2015-08-13,465.05
2015-08-14,463.15
2015-08-17,461.65
2015-08-18,476.0
2015-08-19,472.05
2015-08-20,460.2
2015-08-21,462.85
2015-08-24,419.7
2015-08-25,435.2
2015-08-26,428.3
2015-08-27,451.5
2015-08-28,491.15
2015-08-31,481.0
2015-09-01,471.45
2015-09-02,470.95
2015-09-03,471.6
2015-09-04,469.2
2015-09-07,451.15
2015-09-08,440.4
2015-09-09,456.35
2015-09-10,457.1
2015-09-11,460.0
2015-09-14,443.95
2015-09-15,443.05
2015-09-16,444.65
2015-09-18,447.4
2015-09-21,442.1
2015-09-22,440.65
2015-09-23,437.5
2015-09-24,438.8
2015-09-28,432.7
2015-09-29,445.15
2015-09-30,439.35
2015-10-01,437.35
2015-10-05,436.6
2015-10-06,439.85
2015-10-07,439.0
2015-10-08,437.75
2015-10-09,438.2
2015-10-12,436.7
2015-10-13,435.45
2015-10-14,435.9
2015-10-15,437.8
2015-10-16,476.95
2015-10-19,490.9
2015-10-20,485.85
2015-10-21,484.4
2015-10-23,477.9
2015-10-26,487.3
2015-10-27,484.0
2015-10-28,482.65
2015-10-29,461.4
2015-10-30,464.15
2015-11-02,457.6
2015-11-03,461.6
2015-11-04,455.0
2015-11-05,448.95
2015-11-06,469.75
2015-11-09,459.1
2015-11-10,455.6
2015-11-11,463.6
2015-11-13,465.85
2015-11-16,459.25
2015-11-17,463.45
2015-11-18,464.55
2015-11-19,478.65
2015-11-20,484.4
2015-11-23,477.7
2015-11-24,487.2
2015-11-26,491.45
2015-11-27,491.95
2015-11-30,479.2
2015-12-01,479.85
2015-12-02,486.4
2015-12-03,488.65
2015-12-04,493.6
2015-12-07,505.6
2015-12-08,512.25
2015-12-09,500.75
2015-12-10,511.6
2015-12-11,515.2
2015-12-14,522.45
2015-12-15,516.0
2015-12-16,516.45
2015-12-17,518.3
2015-12-18,516.15
2015-12-21,516.85
2015-12-22,512.3
2015-12-23,511.85
2015-12-24,520.4
2015-12-28,517.85
2015-12-29,519.1
2015-12-30,518.45
2015-12-31,519.0
