Date,SWELECTES
2015-01-01,423.9
2015-01-02,417.75
2015-01-05,420.2
2015-01-06,406.8
2015-01-07,403.0
2015-01-08,421.3
2015-01-09,416.4
2015-01-12,436.25
2015-01-13,441.1
2015-01-14,451.1
2015-01-15,462.05
2015-01-16,490.75
2015-01-19,531.4
2015-01-20,512.65
2015-01-21,520.25
2015-01-22,518.75
2015-01-23,508.7
2015-01-27,532.85
2015-01-28,539.1
2015-01-29,529.25
2015-01-30,526.95
2015-02-02,539.65
2015-02-03,546.15
2015-02-04,543.8
2015-02-05,540.3
2015-02-06,527.35
2015-02-09,525.7
2015-02-10,530.85
2015-02-11,542.3
2015-02-12,536.1
2015-02-13,526.6
2015-02-16,522.0
2015-02-18,563.3
2015-02-19,589.9
2015-02-20,591.1
2015-02-23,583.55
2015-02-24,564.15
2015-02-25,560.4
2015-02-26,572.35
2015-02-27,643.4
2015-02-28,623.5
2015-03-02,651.05
2015-03-03,654.25
2015-03-04,619.95
2015-03-05,624.35
2015-03-09,618.45
2015-03-10,589.65
2015-03-11,590.4
2015-03-12,594.3
2015-03-13,580.7
2015-03-16,573.2
2015-03-17,567.05
2015-03-18,559.4
2015-03-19,551.05
2015-03-20,516.0
2015-03-23,525.8
2015-03-24,524.3
2015-03-25,528.45
2015-03-26,512.7
2015-03-27,516.3
2015-03-30,543.7
2015-03-31,536.7
2015-04-01,543.05
2015-04-06,557.65
2015-04-07,541.7
2015-04-08,526.65
2015-04-09,540.85
2015-04-10,537.6
2015-04-13,536.85
2015-04-15,604.8
2015-04-16,611.55
2015-04-17,587.1
2015-04-20,563.65
2015-04-21,551.9
2015-04-22,529.95
2015-04-23,538.3
2015-04-24,534.65
2015-04-27,531.2
2015-04-28,541.05
2015-04-29,577.25
2015-04-30,580.05
2015-05-04,584.65
2015-05-05,580.7
2015-05-06,552.3
2015-05-07,536.8
2015-05-08,549.15
2015-05-11,557.45
2015-05-12,552.45
2015-05-13,560.75
2015-05-14,565.4
2015-05-15,573.8
2015-05-18,570.9
2015-05-19,570.6
2015-05-20,566.1
2015-05-21,562.6
2015-05-22,553.9
2015-05-25,553.0
2015-05-26,540.6
2015-05-27,544.25
2015-05-28,542.6
2015-05-29,528.7
2015-06-01,509.8
2015-06-02,498.0
2015-06-03,471.6
2015-06-04,481.55
2015-06-05,492.45
2015-06-08,480.35
2015-06-09,466.55
2015-06-10,473.45
2015-06-11,465.7
2015-06-12,463.55
2015-06-15,454.4
2015-06-16,461.15
2015-06-17,480.95
2015-06-18,486.55
2015-06-19,479.8
2015-06-22,497.95
2015-06-23,491.15
2015-06-24,492.8
2015-06-25,492.2
2015-06-26,482.2
2015-06-29,472.1
2015-06-30,477.65
2015-07-01,481.9
2015-07-02,498.3
2015-07-03,489.95
2015-07-06,487.3
2015-07-07,486.5
2015-07-08,485.6
2015-07-09,475.05
2015-07-10,473.9
2015-07-13,470.15
2015-07-14,472.15
2015-07-15,474.8
2015-07-16,474.5
2015-07-17,474.35
2015-07-20,472.35
2015-07-21,461.4
2015-07-22,466.7
2015-07-23,460.2
2015-07-24,460.75
2015-07-27,455.3
2015-07-28,453.2
2015-07-29,457.95
2015-07-30,493.65
2015-07-31,497.4
2015-08-03,494.05
2015-08-04,491.5
2015-08-05,506.7
2015-08-06,523.35
2015-08-07,504.25
2015-08-10,489.25
2015-08-11,476.7
2015-08-12,460.95
2015-08-13,453.25
2015-08-14,453.4
2015-08-17,454.85
2015-08-18,458.95
2015-08-19,453.15
2015-08-20,447.6
2015-08-21,441.15
2015-08-24,401.1
2015-08-25,408.85
2015-08-26,398.85
2015-08-27,416.4
2015-08-28,406.3
2015-08-31,394.7
2015-09-01,392.4
2015-09-02,381.7
2015-09-03,397.0
2015-09-04,388.05
2015-09-07,380.05
2015-09-08,376.35
2015-09-09,378.6
2015-09-10,377.9
2015-09-11,376.05
2015-09-14,374.45
2015-09-15,368.4
2015-09-16,370.2
2015-09-18,371.15
2015-09-21,369.65
2015-09-22,369.4
2015-09-23,364.55
2015-09-24,359.2
2015-09-28,373.55
2015-09-29,371.9
2015-09-30,413.95
2015-10-01,396.75
2015-10-05,396.1
2015-10-06,409.95
2015-10-07,408.4
2015-10-08,405.4
2015-10-09,419.65
2015-10-12,432.75
2015-10-13,429.95
2015-10-14,420.3
2015-10-15,416.7
2015-10-16,421.1
2015-10-19,422.3
2015-10-20,436.15
2015-10-21,428.6
2015-10-23,419.2
2015-10-26,421.65
2015-10-27,418.55
2015-10-28,405.15
2015-10-29,405.25
2015-10-30,402.1
2015-11-02,386.8
2015-11-03,389.0
2015-11-04,370.0
2015-11-05,378.65
2015-11-06,383.45
2015-11-09,374.05
2015-11-10,376.25
2015-11-11,375.75
2015-11-13,378.65
2015-11-16,373.9
2015-11-17,380.15
2015-11-18,377.95
2015-11-19,382.7
2015-11-20,387.3
2015-11-23,380.75
2015-11-24,390.8
2015-11-26,392.0
2015-11-27,404.15
2015-11-30,419.95
2015-12-01,401.85
2015-12-02,404.55
2015-12-03,406.65
2015-12-04,396.95
2015-12-07,387.15
2015-12-08,387.7
2015-12-09,374.2
2015-12-10,380.75
2015-12-11,375.55
2015-12-14,377.35
2015-12-15,379.6
2015-12-16,383.75
2015-12-17,382.9
2015-12-18,383.65
2015-12-21,392.8
2015-12-22,407.25
2015-12-23,421.0
2015-12-24,478.2
2015-12-28,489.75
2015-12-29,469.45
2015-12-30,478.3
2015-12-31,473.85
