Date,SRHHYPOLTD
2015-01-01,47.95
2015-01-02,47.0
2015-01-05,47.15
2015-01-06,46.0
2015-01-07,45.3
2015-01-08,46.55
2015-01-09,47.0
2015-01-12,46.1
2015-01-13,46.25
2015-01-14,45.0
2015-01-15,44.5
2015-01-16,44.9
2015-01-19,45.55
2015-01-20,46.25
2015-01-21,45.55
2015-01-22,45.2
2015-01-23,44.9
2015-01-27,44.3
2015-01-28,44.75
2015-01-29,45.5
2015-01-30,44.4
2015-02-02,44.5
2015-02-03,44.2
2015-02-04,44.25
2015-02-05,45.2
2015-02-06,43.8
2015-02-09,41.75
2015-02-10,41.45
2015-02-11,42.75
2015-02-12,43.2
2015-02-13,44.5
2015-02-16,48.2
2015-02-18,48.95
2015-02-19,47.45
2015-02-20,48.75
2015-02-23,52.9
2015-02-24,53.2
2015-02-25,53.15
2015-02-26,52.5
2015-02-27,51.4
2015-02-28,51.05
2015-03-02,52.0
2015-03-03,51.95
2015-03-04,52.8
2015-03-05,51.25
2015-03-09,50.1
2015-03-10,49.95
2015-03-11,49.9
2015-03-12,50.35
2015-03-13,50.5
2015-03-16,48.1
2015-03-17,48.3
2015-03-18,47.75
2015-03-19,49.95
2015-03-20,46.15
2015-03-23,45.0
2015-03-24,44.7
2015-03-25,44.35
2015-03-26,42.35
2015-03-27,42.8
2015-03-30,43.65
2015-03-31,44.5
2015-04-01,48.0
2015-04-06,48.6
2015-04-07,48.65
2015-04-08,47.5
2015-04-09,47.2
2015-04-10,48.6
2015-04-13,49.9
2015-04-15,51.5
2015-04-16,49.85
2015-04-17,48.8
2015-04-20,46.5
2015-04-21,47.65
2015-04-22,48.5
2015-04-23,50.9
2015-04-24,50.0
2015-04-27,46.9
2015-04-28,49.65
2015-04-29,47.15
2015-04-30,46.15
2015-05-04,48.05
2015-05-05,49.0
2015-05-06,48.0
2015-05-07,48.0
2015-05-08,50.1
2015-05-11,47.9
2015-05-12,47.0
2015-05-13,48.75
2015-05-14,48.3
2015-05-15,48.3
2015-05-18,46.7
2015-05-19,47.0
2015-05-20,46.6
2015-05-21,46.5
2015-05-22,47.7
2015-05-25,46.7
2015-05-26,47.0
2015-05-27,46.7
2015-05-28,46.55
2015-05-29,46.05
2015-06-01,55.25
2015-06-02,53.1
2015-06-03,53.0
2015-06-04,52.2
2015-06-05,52.4
2015-06-08,51.65
2015-06-09,51.9
2015-06-10,51.0
2015-06-11,50.5
2015-06-12,50.0
2015-06-15,47.9
2015-06-16,47.55
2015-06-17,47.15
2015-06-18,47.45
2015-06-19,48.95
2015-06-22,49.4
2015-06-23,49.75
2015-06-24,49.25
2015-06-25,52.0
2015-06-26,55.55
2015-06-29,55.2
2015-06-30,60.3
2015-07-01,60.0
2015-07-02,60.15
2015-07-03,64.3
2015-07-06,76.4
2015-07-07,70.55
2015-07-08,79.05
2015-07-09,76.5
2015-07-10,75.35
2015-07-13,77.1
2015-07-14,82.85
2015-07-15,78.95
2015-07-16,79.95
2015-07-17,78.8
2015-07-20,81.25
2015-07-21,79.35
2015-07-22,78.3
2015-07-23,82.1
2015-07-24,80.6
2015-07-27,80.65
2015-07-28,78.65
2015-07-29,77.95
2015-07-30,77.95
2015-07-31,75.9
2015-08-03,81.5
2015-08-04,79.5
2015-08-05,81.15
2015-08-06,79.75
2015-08-07,75.9
2015-08-10,74.65
2015-08-11,75.0
2015-08-12,72.05
2015-08-13,72.05
2015-08-14,58.35
2015-08-17,61.1
2015-08-18,60.95
2015-08-19,60.15
2015-08-20,60.0
2015-08-21,59.5
2015-08-24,52.05
2015-08-25,54.35
2015-08-26,56.1
2015-08-27,59.6
2015-08-28,58.15
2015-08-31,57.6
2015-09-01,54.6
2015-09-02,56.05
2015-09-03,55.55
2015-09-04,52.35
2015-09-07,49.9
2015-09-08,51.5
2015-09-09,53.05
2015-09-10,53.05
2015-09-11,53.5
2015-09-14,57.0
2015-09-15,53.25
2015-09-16,57.2
2015-09-18,57.15
2015-09-21,57.8
2015-09-22,56.15
2015-09-23,55.3
2015-09-24,56.55
2015-09-28,55.1
2015-09-29,56.95
2015-09-30,54.7
2015-10-01,53.3
2015-10-05,56.1
2015-10-06,55.3
2015-10-07,57.45
2015-10-08,60.5
2015-10-09,61.65
2015-10-12,68.3
2015-10-13,66.05
2015-10-14,67.3
2015-10-15,66.9
2015-10-16,64.75
2015-10-19,64.85
2015-10-20,62.5
2015-10-21,61.55
2015-10-23,62.15
2015-10-26,61.0
2015-10-27,60.9
2015-10-28,61.45
2015-10-29,62.9
2015-10-30,61.9
2015-11-02,61.1
2015-11-03,61.65
2015-11-04,63.8
2015-11-05,61.4
2015-11-06,60.35
2015-11-09,61.05
2015-11-10,61.1
2015-11-11,62.05
2015-11-13,60.55
2015-11-16,58.0
2015-11-17,57.9
2015-11-18,58.7
2015-11-19,59.9
2015-11-20,60.6
2015-11-23,60.85
2015-11-24,63.3
2015-11-26,65.3
2015-11-27,62.35
2015-11-30,64.5
2015-12-01,63.05
2015-12-02,62.0
2015-12-03,63.8
2015-12-04,63.65
2015-12-07,64.65
2015-12-08,64.85
2015-12-09,62.0
2015-12-10,61.55
2015-12-11,60.95
2015-12-14,63.4
2015-12-15,66.6
2015-12-16,67.0
2015-12-17,66.9
2015-12-18,65.85
2015-12-21,66.75
2015-12-22,65.85
2015-12-23,68.95
2015-12-24,70.05
2015-12-28,71.95
2015-12-29,69.5
2015-12-30,71.2
2015-12-31,69.4
