Date,ITI
2015-01-01,28.8
2015-01-02,29.25
2015-01-05,29.15
2015-01-06,29.65
2015-01-07,29.0
2015-01-08,31.1
2015-01-09,30.2
2015-01-12,30.75
2015-01-13,33.45
2015-01-14,36.7
2015-01-15,35.1
2015-01-16,34.35
2015-01-19,33.9
2015-01-20,32.35
2015-01-21,31.75
2015-01-22,31.9
2015-01-23,31.8
2015-01-27,31.15
2015-01-28,33.6
2015-01-29,34.7
2015-01-30,33.55
2015-02-02,34.45
2015-02-03,33.35
2015-02-04,33.6
2015-02-05,32.8
2015-02-06,31.9
2015-02-09,31.45
2015-02-10,31.45
2015-02-11,32.1
2015-02-12,32.5
2015-02-13,32.7
2015-02-16,31.55
2015-02-18,31.8
2015-02-19,32.75
2015-02-20,31.8
2015-02-23,31.1
2015-02-24,31.3
2015-02-25,31.15
2015-02-26,30.0
2015-02-27,31.4
2015-02-28,29.35
2015-03-02,27.75
2015-03-03,28.25
2015-03-04,27.3
2015-03-05,27.05
2015-03-09,26.7
2015-03-10,26.4
2015-03-11,23.7
2015-03-12,24.35
2015-03-13,24.4
2015-03-16,24.15
2015-03-17,24.05
2015-03-18,26.4
2015-03-19,25.0
2015-03-20,23.7
2015-03-23,23.1
2015-03-24,22.9
2015-03-25,21.75
2015-03-26,20.55
2015-03-27,19.45
2015-03-30,20.55
2015-03-31,20.15
2015-04-01,21.75
2015-04-06,22.75
2015-04-07,23.8
2015-04-08,24.8
2015-04-09,24.2
2015-04-10,24.4
2015-04-13,24.45
2015-04-15,24.55
2015-04-16,23.9
2015-04-17,23.5
2015-04-20,23.65
2015-04-21,23.2
2015-04-22,22.85
2015-04-23,22.6
2015-04-24,21.9
2015-04-27,20.2
2015-04-28,20.75
2015-04-29,20.7
2015-04-30,20.8
2015-05-04,22.1
2015-05-05,21.9
2015-05-06,20.75
2015-05-07,20.25
2015-05-08,20.85
2015-05-11,20.95
2015-05-12,19.8
2015-05-13,20.4
2015-05-14,20.55
2015-05-15,20.35
2015-05-18,20.35
2015-05-19,20.55
2015-05-20,22.55
2015-05-21,21.3
2015-05-22,21.6
2015-05-25,21.0
2015-05-26,20.65
2015-05-27,20.6
2015-05-28,20.8
2015-05-29,20.65
2015-06-01,21.85
2015-06-02,20.95
2015-06-03,20.45
2015-06-04,20.3
2015-06-05,20.2
2015-06-08,19.85
2015-06-09,19.4
2015-06-10,19.85
2015-06-11,19.6
2015-06-12,19.55
2015-06-15,19.55
2015-06-16,19.55
2015-06-17,19.9
2015-06-18,20.7
2015-06-19,21.05
2015-06-22,20.55
2015-06-23,21.15
2015-06-24,23.25
2015-06-25,24.4
2015-06-26,22.2
2015-06-29,21.4
2015-06-30,21.75
2015-07-01,23.8
2015-07-02,23.75
2015-07-03,23.95
2015-07-06,23.55
2015-07-07,23.45
2015-07-08,22.75
2015-07-09,22.55
2015-07-10,22.45
2015-07-13,26.25
2015-07-14,26.9
2015-07-15,27.0
2015-07-16,26.15
2015-07-17,25.4
2015-07-20,28.7
2015-07-21,26.5
2015-07-22,26.9
2015-07-23,26.55
2015-07-24,25.9
2015-07-27,26.4
2015-07-28,25.9
2015-07-29,26.15
2015-07-30,25.85
2015-07-31,26.2
2015-08-03,28.55
2015-08-04,28.85
2015-08-05,29.05
2015-08-06,28.3
2015-08-07,28.0
2015-08-10,28.7
2015-08-11,31.25
2015-08-12,28.65
2015-08-13,27.85
2015-08-14,27.95
2015-08-17,27.55
2015-08-18,27.85
2015-08-19,27.75
2015-08-20,27.0
2015-08-21,26.4
2015-08-24,24.1
2015-08-25,23.05
2015-08-26,22.85
2015-08-27,24.0
2015-08-28,23.95
2015-08-31,23.75
2015-09-01,22.8
2015-09-02,23.1
2015-09-03,23.25
2015-09-04,22.0
2015-09-07,22.0
2015-09-08,22.4
2015-09-09,23.1
2015-09-10,22.6
2015-09-11,23.15
2015-09-14,23.3
2015-09-15,22.8
2015-09-16,23.4
2015-09-18,23.8
2015-09-21,25.3
2015-09-22,24.1
2015-09-23,24.05
2015-09-24,24.0
2015-09-28,23.95
2015-09-29,23.75
2015-09-30,23.8
2015-10-01,23.6
2015-10-05,24.0
2015-10-06,27.2
2015-10-07,28.3
2015-10-08,27.0
2015-10-09,26.5
2015-10-12,26.3
2015-10-13,27.85
2015-10-14,28.4
2015-10-15,28.65
2015-10-16,28.5
2015-10-19,28.75
2015-10-20,28.7
2015-10-21,28.55
2015-10-23,28.1
2015-10-26,27.9
2015-10-27,27.6
2015-10-28,27.25
2015-10-29,26.9
2015-10-30,26.7
2015-11-02,26.45
2015-11-03,28.1
2015-11-04,27.3
2015-11-05,26.2
2015-11-06,26.05
2015-11-09,26.5
2015-11-10,26.6
2015-11-11,26.4
2015-11-13,26.05
2015-11-16,28.25
2015-11-17,27.9
2015-11-18,27.8
2015-11-19,28.05
2015-11-20,28.2
2015-11-23,28.3
2015-11-24,28.55
2015-11-26,29.85
2015-11-27,30.4
2015-11-30,30.8
2015-12-01,31.3
2015-12-02,31.7
2015-12-03,32.1
2015-12-04,31.4
2015-12-07,31.2
2015-12-08,29.65
2015-12-09,27.8
2015-12-10,28.3
2015-12-11,30.1
2015-12-14,29.9
2015-12-15,30.1
2015-12-16,29.7
2015-12-17,29.8
2015-12-18,29.45
2015-12-21,29.75
2015-12-22,30.45
2015-12-23,30.8
2015-12-24,30.8
2015-12-28,30.75
2015-12-29,31.2
2015-12-30,30.7
2015-12-31,30.6
