Date,DOLPHINOFF
2015-01-01,176.3
2015-01-02,176.8
2015-01-05,175.1
2015-01-06,165.5
2015-01-07,163.5
2015-01-08,166.6
2015-01-09,167.35
2015-01-12,161.85
2015-01-13,160.2
2015-01-14,158.45
2015-01-15,154.5
2015-01-16,156.3
2015-01-19,158.65
2015-01-20,165.65
2015-01-21,160.45
2015-01-22,157.75
2015-01-23,154.85
2015-01-27,152.9
2015-01-28,156.8
2015-01-29,155.0
2015-01-30,152.9
2015-02-02,152.05
2015-02-03,166.4
2015-02-04,161.25
2015-02-05,153.8
2015-02-06,149.05
2015-02-09,143.05
2015-02-10,144.45
2015-02-11,148.9
2015-02-12,157.8
2015-02-13,154.05
2015-02-16,150.1
2015-02-18,147.35
2015-02-19,144.9
2015-02-20,147.95
2015-02-23,145.0
2015-02-24,143.25
2015-02-25,140.4
2015-02-26,138.05
2015-02-27,142.4
2015-02-28,142.05
2015-03-02,138.25
2015-03-03,149.7
2015-03-04,144.65
2015-03-05,147.45
2015-03-09,140.8
2015-03-10,137.85
2015-03-11,137.4
2015-03-12,140.3
2015-03-13,136.1
2015-03-16,133.45
2015-03-17,132.5
2015-03-18,131.55
2015-03-19,130.5
2015-03-20,121.05
2015-03-23,121.6
2015-03-24,119.85
2015-03-25,116.7
2015-03-26,114.65
2015-03-27,111.9
2015-03-30,120.1
2015-03-31,120.9
2015-04-01,130.2
2015-04-06,135.55
2015-04-07,142.35
2015-04-08,141.95
2015-04-09,140.45
2015-04-10,140.8
2015-04-13,140.75
2015-04-15,137.1
2015-04-16,135.75
2015-04-17,133.05
2015-04-20,126.6
2015-04-21,121.1
2015-04-22,122.6
2015-04-23,121.95
2015-04-24,115.45
2015-04-27,111.0
2015-04-28,114.8
2015-04-29,116.7
2015-04-30,115.45
2015-05-04,118.9
2015-05-05,117.4
2015-05-06,116.95
2015-05-07,115.25
2015-05-08,114.75
2015-05-11,115.5
2015-05-12,111.05
2015-05-13,115.65
2015-05-14,120.35
2015-05-15,121.3
2015-05-18,124.35
2015-05-19,128.5
2015-05-20,114.1
2015-05-21,112.25
2015-05-22,113.5
2015-05-25,112.25
2015-05-26,112.15
2015-05-27,109.15
2015-05-28,111.2
2015-05-29,110.9
2015-06-01,107.45
2015-06-02,104.2
2015-06-03,96.1
2015-06-04,92.45
2015-06-05,92.35
2015-06-08,85.75
2015-06-09,90.6
2015-06-10,89.8
2015-06-11,88.15
2015-06-12,87.8
2015-06-15,104.85
2015-06-16,99.4
2015-06-17,104.65
2015-06-18,103.2
2015-06-19,103.45
2015-06-22,102.95
2015-06-23,104.3
2015-06-24,105.1
2015-06-25,105.3
2015-06-26,100.05
2015-06-29,101.15
2015-06-30,103.3
2015-07-01,111.85
2015-07-02,109.7
2015-07-03,112.1
2015-07-06,121.05
2015-07-07,116.2
2015-07-08,127.6
2015-07-09,124.9
2015-07-10,123.95
2015-07-13,124.25
2015-07-14,128.55
2015-07-15,126.2
2015-07-16,124.0
2015-07-17,122.75
2015-07-20,120.8
2015-07-21,120.7
2015-07-22,122.35
2015-07-23,121.95
2015-07-24,120.55
2015-07-27,122.25
2015-07-28,118.65
2015-07-29,130.35
2015-07-30,129.65
2015-07-31,127.4
2015-08-03,127.05
2015-08-04,125.9
2015-08-05,124.0
2015-08-06,121.9
2015-08-07,122.25
2015-08-10,121.65
2015-08-11,118.8
2015-08-12,118.5
2015-08-13,116.4
2015-08-14,118.2
2015-08-17,119.0
2015-08-18,119.6
2015-08-19,116.6
2015-08-20,110.8
2015-08-21,104.8
2015-08-24,87.0
2015-08-25,90.5
2015-08-26,93.1
2015-08-27,104.6
2015-08-28,107.5
2015-08-31,105.65
2015-09-01,99.0
2015-09-02,105.25
2015-09-03,104.1
2015-09-04,99.35
2015-09-07,94.1
2015-09-08,95.6
2015-09-09,100.3
2015-09-10,100.15
2015-09-11,100.45
2015-09-14,100.9
2015-09-15,99.7
2015-09-16,99.35
2015-09-18,100.6
2015-09-21,102.8
2015-09-22,98.4
2015-09-23,99.15
2015-09-24,98.5
2015-09-28,100.3
2015-09-29,97.75
2015-09-30,98.8
2015-10-01,98.6
2015-10-05,104.45
2015-10-06,106.35
2015-10-07,110.25
2015-10-08,112.3
2015-10-09,114.35
2015-10-12,118.0
2015-10-13,118.9
2015-10-14,121.65
2015-10-15,122.45
2015-10-16,119.55
2015-10-19,117.35
2015-10-20,117.85
2015-10-21,116.0
2015-10-23,117.8
2015-10-26,115.3
2015-10-27,113.9
2015-10-28,111.0
2015-10-29,111.85
2015-10-30,107.4
2015-11-02,107.0
2015-11-03,109.1
2015-11-04,117.75
2015-11-05,114.85
2015-11-06,111.35
2015-11-09,111.35
2015-11-10,106.95
2015-11-11,110.85
2015-11-13,107.6
2015-11-16,107.5
2015-11-17,108.9
2015-11-18,106.95
2015-11-19,107.15
2015-11-20,106.85
2015-11-23,108.8
2015-11-24,130.55
2015-11-26,124.55
2015-11-27,124.0
2015-11-30,126.25
2015-12-01,126.05
2015-12-02,134.75
2015-12-03,130.65
2015-12-04,126.2
2015-12-07,123.3
2015-12-08,117.35
2015-12-09,116.2
2015-12-10,118.1
2015-12-11,116.45
2015-12-14,115.35
2015-12-15,116.45
2015-12-16,117.5
2015-12-17,121.85
2015-12-18,118.8
2015-12-21,118.65
2015-12-22,124.95
2015-12-23,124.9
2015-12-24,126.5
2015-12-28,124.6
2015-12-29,130.9
2015-12-30,128.05
2015-12-31,130.65
