Date,OMAXE
2015-01-01,125.2
2015-01-02,126.85
2015-01-05,127.05
2015-01-06,125.45
2015-01-07,124.9
2015-01-08,126.8
2015-01-09,126.8
2015-01-12,126.3
2015-01-13,125.85
2015-01-14,125.8
2015-01-15,128.4
2015-01-16,127.65
2015-01-19,127.35
2015-01-20,127.65
2015-01-21,127.6
2015-01-22,127.45
2015-01-23,128.75
2015-01-27,128.25
2015-01-28,127.15
2015-01-29,129.65
2015-01-30,127.15
2015-02-02,126.05
2015-02-03,125.3
2015-02-04,129.5
2015-02-05,128.05
2015-02-06,128.45
2015-02-09,128.4
2015-02-10,129.0
2015-02-11,132.05
2015-02-12,132.25
2015-02-13,133.2
2015-02-16,134.95
2015-02-18,133.35
2015-02-19,131.55
2015-02-20,131.05
2015-02-23,129.1
2015-02-24,129.55
2015-02-25,129.15
2015-02-26,129.8
2015-02-27,127.6
2015-02-28,130.25
2015-03-02,129.25
2015-03-03,127.95
2015-03-04,128.45
2015-03-05,127.65
2015-03-09,127.45
2015-03-10,127.4
2015-03-11,129.15
2015-03-12,132.35
2015-03-13,133.3
2015-03-16,134.3
2015-03-17,134.9
2015-03-18,135.85
2015-03-19,135.2
2015-03-20,131.25
2015-03-23,131.75
2015-03-24,133.65
2015-03-25,134.45
2015-03-26,133.5
2015-03-27,134.35
2015-03-30,136.4
2015-03-31,135.05
2015-04-01,136.75
2015-04-06,137.1
2015-04-07,132.45
2015-04-08,134.75
2015-04-09,134.4
2015-04-10,134.65
2015-04-13,134.75
2015-04-15,134.25
2015-04-16,134.3
2015-04-17,134.0
2015-04-20,133.2
2015-04-21,133.4
2015-04-22,133.45
2015-04-23,133.5
2015-04-24,133.3
2015-04-27,132.85
2015-04-28,134.85
2015-04-29,134.05
2015-04-30,132.75
2015-05-04,135.85
2015-05-05,135.6
2015-05-06,133.75
2015-05-07,132.25
2015-05-08,135.45
2015-05-11,136.5
2015-05-12,134.0
2015-05-13,135.15
2015-05-14,136.1
2015-05-15,136.4
2015-05-18,136.75
2015-05-19,135.85
2015-05-20,136.35
2015-05-21,136.5
2015-05-22,136.35
2015-05-25,135.95
2015-05-26,135.85
2015-05-27,135.95
2015-05-28,136.1
2015-05-29,137.05
2015-06-01,135.8
2015-06-02,133.9
2015-06-03,132.5
2015-06-04,133.9
2015-06-05,133.95
2015-06-08,133.55
2015-06-09,133.1
2015-06-10,132.45
2015-06-11,132.0
2015-06-12,132.15
2015-06-15,132.55
2015-06-16,132.9
2015-06-17,134.0
2015-06-18,135.05
2015-06-19,135.55
2015-06-22,137.15
2015-06-23,136.55
2015-06-24,135.85
2015-06-25,135.25
2015-06-26,135.25
2015-06-29,134.3
2015-06-30,134.1
2015-07-01,134.9
2015-07-02,134.7
2015-07-03,134.5
2015-07-06,134.45
2015-07-07,134.5
2015-07-08,133.0
2015-07-09,133.6
2015-07-10,133.95
2015-07-13,133.95
2015-07-14,134.45
2015-07-15,134.9
2015-07-16,135.05
2015-07-17,134.8
2015-07-20,134.65
2015-07-21,132.55
2015-07-22,133.25
2015-07-23,133.1
2015-07-24,133.2
2015-07-27,132.55
2015-07-28,131.85
2015-07-29,132.5
2015-07-30,133.55
2015-07-31,134.6
2015-08-03,133.0
2015-08-04,133.4
2015-08-05,135.05
2015-08-06,135.5
2015-08-07,136.25
2015-08-10,136.5
2015-08-11,135.45
2015-08-12,134.65
2015-08-13,134.0
2015-08-14,135.35
2015-08-17,135.0
2015-08-18,134.8
2015-08-19,135.1
2015-08-20,133.85
2015-08-21,133.3
2015-08-24,131.65
2015-08-25,132.1
2015-08-26,131.75
2015-08-27,132.65
2015-08-28,133.6
2015-08-31,133.3
2015-09-01,131.95
2015-09-02,132.45
2015-09-03,134.55
2015-09-04,133.2
2015-09-07,132.75
2015-09-08,133.45
2015-09-09,134.75
2015-09-10,133.2
2015-09-11,133.65
2015-09-14,133.25
2015-09-15,133.35
2015-09-16,133.6
2015-09-18,131.9
2015-09-21,132.9
2015-09-22,132.6
2015-09-23,133.3
2015-09-24,133.5
2015-09-28,134.2
2015-09-29,133.85
2015-09-30,134.05
2015-10-01,134.1
2015-10-05,135.85
2015-10-06,135.2
2015-10-07,136.2
2015-10-08,134.5
2015-10-09,135.2
2015-10-12,134.0
2015-10-13,133.75
2015-10-14,134.65
2015-10-15,135.6
2015-10-16,136.85
2015-10-19,137.45
2015-10-20,137.15
2015-10-21,136.6
2015-10-23,137.15
2015-10-26,136.3
2015-10-27,136.3
2015-10-28,135.5
2015-10-29,135.65
2015-10-30,135.1
2015-11-02,135.2
2015-11-03,135.5
2015-11-04,136.1
2015-11-05,135.5
2015-11-06,135.1
2015-11-09,134.85
2015-11-10,134.45
2015-11-11,135.95
2015-11-13,134.6
2015-11-16,135.1
2015-11-17,135.35
2015-11-18,134.55
2015-11-19,135.1
2015-11-20,135.3
2015-11-23,135.6
2015-11-24,135.6
2015-11-26,135.8
2015-11-27,136.05
2015-11-30,135.65
2015-12-01,135.65
2015-12-02,135.5
2015-12-03,135.3
2015-12-04,134.75
2015-12-07,134.55
2015-12-08,133.8
2015-12-09,133.45
2015-12-10,134.1
2015-12-11,133.8
2015-12-14,134.15
2015-12-15,134.85
2015-12-16,135.0
2015-12-17,134.55
2015-12-18,134.05
2015-12-21,134.85
2015-12-22,135.05
2015-12-23,136.0
2015-12-24,136.1
2015-12-28,136.25
2015-12-29,135.65
2015-12-30,135.25
2015-12-31,135.6
