Date,BAJAJ-AUTO
2015-01-01,2452.15
2015-01-02,2451.75
2015-01-05,2460.7
2015-01-06,2441.5
2015-01-07,2447.2
2015-01-08,2450.4
2015-01-09,2375.85
2015-01-12,2334.0
2015-01-13,2324.1
2015-01-14,2363.45
2015-01-15,2417.95
2015-01-16,2420.15
2015-01-19,2403.9
2015-01-20,2404.25
2015-01-21,2446.65
2015-01-22,2444.3
2015-01-23,2441.5
2015-01-27,2419.85
2015-01-28,2398.8
2015-01-29,2404.7
2015-01-30,2391.7
2015-02-02,2349.3
2015-02-03,2260.75
2015-02-04,2245.3
2015-02-05,2245.3
2015-02-06,2223.3
2015-02-09,2269.15
2015-02-10,2267.95
2015-02-11,2280.6
2015-02-12,2262.45
2015-02-13,2260.8
2015-02-16,2261.85
2015-02-18,2240.3
2015-02-19,2212.55
2015-02-20,2206.8
2015-02-23,2181.15
2015-02-24,2191.45
2015-02-25,2179.95
2015-02-26,2134.85
2015-02-27,2150.5
2015-02-28,2153.45
2015-03-02,2074.25
2015-03-03,2117.5
2015-03-04,2122.1
2015-03-05,2118.65
2015-03-09,2109.85
2015-03-10,2129.25
2015-03-11,2098.3
2015-03-12,2072.75
2015-03-13,2023.1
2015-03-16,2025.5
2015-03-17,2047.2
2015-03-18,2031.25
2015-03-19,2025.35
2015-03-20,2017.85
2015-03-23,2031.75
2015-03-24,2028.0
2015-03-25,2016.85
2015-03-26,2004.3
2015-03-27,2016.9
2015-03-30,2028.0
2015-03-31,2016.6
2015-04-01,2019.8
2015-04-06,2036.4
2015-04-07,2094.55
2015-04-08,2099.5
2015-04-09,2098.55
2015-04-10,2098.75
2015-04-13,2095.3
2015-04-15,2075.0
2015-04-16,2088.05
2015-04-17,2065.3
2015-04-20,2022.05
2015-04-21,1988.45
2015-04-22,1983.7
2015-04-23,1991.05
2015-04-24,1998.85
2015-04-27,1984.45
2015-04-28,1990.15
2015-04-29,1978.65
2015-04-30,1948.65
2015-05-04,2087.9
2015-05-05,2061.65
2015-05-06,2020.3
2015-05-07,2067.85
2015-05-08,2123.05
2015-05-11,2182.4
2015-05-12,2128.9
2015-05-13,2125.9
2015-05-14,2165.85
2015-05-15,2186.5
2015-05-18,2220.7
2015-05-19,2202.6
2015-05-20,2151.35
