Date,PLASTIBLEN
2015-01-01,258.75
2015-01-02,268.35
2015-01-05,274.15
2015-01-06,258.75
2015-01-07,251.5
2015-01-08,254.85
2015-01-09,255.1
2015-01-12,256.8
2015-01-13,250.1
2015-01-14,250.4
2015-01-15,249.3
2015-01-16,245.9
2015-01-19,247.05
2015-01-20,250.6
2015-01-21,248.5
2015-01-22,246.55
2015-01-23,243.05
2015-01-27,242.1
2015-01-28,240.55
2015-01-29,242.05
2015-01-30,236.5
2015-02-02,251.0
2015-02-03,261.75
2015-02-04,265.35
2015-02-05,263.85
2015-02-06,257.0
2015-02-09,248.9
2015-02-10,251.6
2015-02-11,244.35
2015-02-12,245.55
2015-02-13,248.6
2015-02-16,245.1
2015-02-18,238.45
2015-02-19,238.95
2015-02-20,238.5
2015-02-23,239.95
2015-02-24,233.5
2015-02-25,235.4
2015-02-26,233.8
2015-02-27,238.3
2015-02-28,232.7
2015-03-02,236.05
2015-03-03,243.1
2015-03-04,237.55
2015-03-05,237.2
2015-03-09,229.25
2015-03-10,230.05
2015-03-11,224.5
2015-03-12,223.95
2015-03-13,212.15
2015-03-16,209.85
2015-03-17,208.45
2015-03-18,212.8
2015-03-19,212.4
2015-03-20,205.75
2015-03-23,196.05
2015-03-24,199.7
2015-03-25,212.0
2015-03-26,212.05
2015-03-27,216.5
2015-03-30,223.25
2015-03-31,220.15
2015-04-01,224.7
2015-04-06,230.35
2015-04-07,231.2
2015-04-08,235.4
2015-04-09,235.7
2015-04-10,235.55
2015-04-13,236.45
2015-04-15,231.85
2015-04-16,232.2
2015-04-17,232.6
2015-04-20,227.35
2015-04-21,229.2
2015-04-22,226.95
2015-04-23,228.4
2015-04-24,223.0
2015-04-27,216.25
2015-04-28,222.75
2015-04-29,226.4
2015-04-30,227.0
2015-05-04,235.35
2015-05-05,239.7
2015-05-06,230.4
2015-05-07,222.4
2015-05-08,226.95
2015-05-11,226.05
2015-05-12,225.2
2015-05-13,228.9
2015-05-14,222.65
2015-05-15,224.1
2015-05-18,225.25
2015-05-19,222.25
2015-05-20,222.5
2015-05-21,223.0
2015-05-22,234.45
2015-05-25,228.2
2015-05-26,229.85
2015-05-27,252.5
2015-05-28,263.45
2015-05-29,256.25
2015-06-01,246.3
2015-06-02,243.55
2015-06-03,229.75
2015-06-04,230.4
2015-06-05,234.75
2015-06-08,236.7
2015-06-09,247.8
2015-06-10,269.1
2015-06-11,264.8
2015-06-12,262.45
2015-06-15,270.0
2015-06-16,265.65
2015-06-17,269.75
2015-06-18,283.35
2015-06-19,287.85
2015-06-22,284.95
2015-06-23,280.65
2015-06-24,276.75
2015-06-25,286.05
2015-06-26,284.5
2015-06-29,279.3
2015-06-30,290.05
2015-07-01,284.9
2015-07-02,303.85
2015-07-03,301.05
2015-07-06,304.15
2015-07-07,308.25
2015-07-08,302.65
2015-07-09,301.95
2015-07-10,303.7
2015-07-13,309.55
2015-07-14,328.5
2015-07-15,328.15
2015-07-16,326.55
2015-07-17,343.2
2015-07-20,359.85
2015-07-21,345.0
2015-07-22,373.3
2015-07-23,378.75
2015-07-24,359.0
2015-07-27,353.85
2015-07-28,349.45
2015-07-29,348.95
2015-07-30,351.75
2015-07-31,345.6
2015-08-03,351.75
2015-08-04,369.2
2015-08-05,371.15
2015-08-06,370.1
2015-08-07,362.75
2015-08-10,368.3
2015-08-11,376.55
2015-08-12,368.1
2015-08-13,362.35
2015-08-14,369.0
2015-08-17,372.05
2015-08-18,371.95
2015-08-19,370.35
2015-08-20,356.0
2015-08-21,337.2
2015-08-24,319.4
2015-08-25,320.8
2015-08-26,329.8
2015-08-27,349.15
2015-08-28,353.05
2015-08-31,347.75
2015-09-01,330.7
2015-09-02,327.85
2015-09-03,335.1
2015-09-04,327.75
2015-09-07,305.75
2015-09-08,318.1
2015-09-09,329.55
2015-09-10,321.7
2015-09-11,320.85
2015-09-14,319.85
2015-09-15,317.65
2015-09-16,320.85
2015-09-18,324.6
2015-09-21,322.05
2015-09-22,322.15
2015-09-23,321.35
2015-09-24,338.0
2015-09-28,331.65
2015-09-29,327.1
2015-09-30,328.3
2015-10-01,340.5
2015-10-05,346.15
2015-10-06,350.0
2015-10-07,341.75
2015-10-08,340.05
2015-10-09,341.0
2015-10-12,339.15
2015-10-13,341.1
2015-10-14,348.15
2015-10-15,353.45
2015-10-16,376.35
2015-10-19,382.35
2015-10-20,379.8
2015-10-21,374.95
2015-10-23,375.95
2015-10-26,369.65
2015-10-27,369.6
2015-10-28,360.2
2015-10-29,366.0
2015-10-30,371.75
2015-11-02,362.15
2015-11-03,359.6
2015-11-04,353.25
2015-11-05,381.75
2015-11-06,356.35
2015-11-09,354.55
2015-11-10,356.45
2015-11-11,365.65
2015-11-13,354.3
2015-11-16,362.25
2015-11-17,365.1
2015-11-18,363.8
2015-11-19,369.4
2015-11-20,370.05
2015-11-23,375.1
2015-11-24,403.2
2015-11-26,416.2
2015-11-27,405.3
2015-11-30,411.2
2015-12-01,415.4
2015-12-02,410.1
2015-12-03,401.75
2015-12-04,401.8
2015-12-07,397.95
2015-12-08,387.25
2015-12-09,368.7
2015-12-10,377.0
2015-12-11,373.85
2015-12-14,376.3
2015-12-15,382.95
2015-12-16,385.35
2015-12-17,388.5
2015-12-18,382.25
2015-12-21,394.85
2015-12-22,390.7
2015-12-23,391.9
2015-12-24,420.35
2015-12-28,446.45
2015-12-29,436.85
2015-12-30,444.5
2015-12-31,439.3
