Date,KOKUYOCMLN
2015-01-01,62.25
2015-01-02,62.35
2015-01-05,62.3
2015-01-06,60.1
2015-01-07,59.45
2015-01-08,61.75
2015-01-09,61.15
2015-01-12,66.8
2015-01-13,66.9
2015-01-14,69.0
2015-01-15,68.65
2015-01-16,67.5
2015-01-19,70.7
2015-01-20,69.05
2015-01-21,67.95
2015-01-22,68.55
2015-01-23,66.7
2015-01-27,67.95
2015-01-28,66.9
2015-01-29,68.75
2015-01-30,69.05
2015-02-02,68.35
2015-02-03,67.45
2015-02-04,67.45
2015-02-05,67.4
2015-02-06,66.95
2015-02-09,64.85
2015-02-10,64.95
2015-02-11,66.7
2015-02-12,67.75
2015-02-13,66.55
2015-02-16,66.85
2015-02-18,67.1
2015-02-19,66.9
2015-02-20,66.35
2015-02-23,66.35
2015-02-24,65.85
2015-02-25,66.1
2015-02-26,64.9
2015-02-27,67.35
2015-02-28,66.35
2015-03-02,67.15
2015-03-03,66.25
2015-03-04,65.55
2015-03-05,65.45
2015-03-09,68.0
2015-03-10,68.65
2015-03-11,73.1
2015-03-12,74.0
2015-03-13,71.85
2015-03-16,73.55
2015-03-17,77.1
2015-03-18,75.1
2015-03-19,74.55
2015-03-20,71.8
2015-03-23,70.8
2015-03-24,69.15
2015-03-25,71.0
2015-03-26,70.95
2015-03-27,73.0
2015-03-30,70.75
2015-03-31,73.2
2015-04-01,72.9
2015-04-06,74.2
2015-04-07,86.1
2015-04-08,84.3
2015-04-09,96.65
2015-04-10,101.7
2015-04-13,97.35
2015-04-15,100.85
2015-04-16,99.4
2015-04-17,102.05
2015-04-20,99.55
2015-04-21,98.55
2015-04-22,98.0
2015-04-23,100.45
2015-04-24,92.55
2015-04-27,85.75
2015-04-28,90.35
2015-04-29,90.5
2015-04-30,92.3
2015-05-04,92.8
2015-05-05,93.85
2015-05-06,88.8
2015-05-07,87.1
2015-05-08,88.25
2015-05-11,92.35
2015-05-12,87.45
2015-05-13,89.7
2015-05-14,92.1
2015-05-15,92.95
2015-05-18,92.5
2015-05-19,92.55
2015-05-20,92.0
2015-05-21,89.75
2015-05-22,89.15
2015-05-25,87.8
2015-05-26,88.15
2015-05-27,87.7
2015-05-28,86.1
2015-05-29,85.95
2015-06-01,88.7
2015-06-02,85.15
2015-06-03,83.8
2015-06-04,78.05
2015-06-05,78.75
2015-06-08,79.6
2015-06-09,78.25
2015-06-10,80.1
2015-06-11,77.4
2015-06-12,78.45
2015-06-15,79.85
2015-06-16,79.25
2015-06-17,82.0
2015-06-18,82.8
2015-06-19,82.3
2015-06-22,81.9
2015-06-23,84.3
2015-06-24,85.75
2015-06-25,85.95
2015-06-26,88.4
2015-06-29,91.55
2015-06-30,96.45
2015-07-01,97.35
2015-07-02,96.2
2015-07-03,94.8
2015-07-06,96.5
2015-07-07,97.4
2015-07-08,94.55
2015-07-09,94.75
2015-07-10,95.1
2015-07-13,98.7
2015-07-14,95.1
2015-07-15,94.5
2015-07-16,96.4
2015-07-17,110.2
2015-07-20,116.35
2015-07-21,109.35
2015-07-22,112.6
2015-07-23,115.7
2015-07-24,114.85
2015-07-27,113.8
2015-07-28,114.05
2015-07-29,117.85
2015-07-30,114.85
2015-07-31,113.2
2015-08-03,113.95
2015-08-04,116.15
2015-08-05,119.55
2015-08-06,118.1
2015-08-07,121.2
2015-08-10,117.8
2015-08-11,113.25
2015-08-12,108.5
2015-08-13,106.4
2015-08-14,112.45
2015-08-17,111.1
2015-08-18,115.0
2015-08-19,115.25
2015-08-20,110.15
2015-08-21,111.05
2015-08-24,97.8
2015-08-25,97.45
2015-08-26,96.8
2015-08-27,109.25
2015-08-28,108.65
2015-08-31,107.7
2015-09-01,102.6
2015-09-02,101.4
2015-09-03,103.6
2015-09-04,99.35
2015-09-07,96.9
2015-09-08,97.45
2015-09-09,100.05
2015-09-10,99.8
2015-09-11,100.5
2015-09-14,103.7
2015-09-15,101.8
2015-09-16,101.55
2015-09-18,102.15
2015-09-21,106.75
2015-09-22,103.85
2015-09-23,103.55
2015-09-24,103.3
2015-09-28,103.3
2015-09-29,102.75
2015-09-30,104.5
2015-10-01,106.75
2015-10-05,107.75
2015-10-06,109.3
2015-10-07,114.15
2015-10-08,113.6
2015-10-09,111.5
2015-10-12,110.5
2015-10-13,112.5
2015-10-14,113.6
2015-10-15,110.85
2015-10-16,112.05
2015-10-19,117.2
2015-10-20,116.25
2015-10-21,114.8
2015-10-23,114.05
2015-10-26,109.3
2015-10-27,107.4
2015-10-28,108.9
2015-10-29,109.35
2015-10-30,107.1
2015-11-02,108.2
2015-11-03,107.95
2015-11-04,108.0
2015-11-05,112.1
2015-11-06,109.95
2015-11-09,109.55
2015-11-10,106.9
2015-11-11,105.15
2015-11-13,101.2
2015-11-16,100.65
2015-11-17,102.45
2015-11-18,99.5
2015-11-19,100.1
2015-11-20,99.9
2015-11-23,100.15
2015-11-24,99.7
2015-11-26,100.0
2015-11-27,97.8
2015-11-30,98.55
2015-12-01,98.2
2015-12-02,100.05
2015-12-03,100.8
2015-12-04,101.65
2015-12-07,101.95
2015-12-08,99.3
2015-12-09,95.75
2015-12-10,96.15
2015-12-11,95.45
2015-12-14,95.4
2015-12-15,97.4
2015-12-16,98.25
2015-12-17,99.25
2015-12-18,98.7
2015-12-21,98.85
2015-12-22,98.85
2015-12-23,98.05
2015-12-24,97.55
2015-12-28,98.2
2015-12-29,97.8
2015-12-30,97.3
2015-12-31,98.9
