Date,JMCPROJECT
2015-01-01,186.25
2015-01-02,197.15
2015-01-05,192.1
2015-01-06,185.15
2015-01-07,178.65
2015-01-08,177.95
2015-01-09,175.6
2015-01-12,176.9
2015-01-13,177.6
2015-01-14,178.9
2015-01-15,184.85
2015-01-16,181.95
2015-01-19,180.5
2015-01-20,182.0
2015-01-21,178.25
2015-01-22,174.9
2015-01-23,171.0
2015-01-27,170.3
2015-01-28,165.95
2015-01-29,172.6
2015-01-30,167.1
2015-02-02,170.25
2015-02-03,170.4
2015-02-04,172.4
2015-02-05,171.35
2015-02-06,163.0
2015-02-09,162.8
2015-02-10,163.05
2015-02-11,177.4
2015-02-12,174.45
2015-02-13,170.15
2015-02-16,169.9
2015-02-18,166.4
2015-02-19,167.15
2015-02-20,165.8
2015-02-23,164.6
2015-02-24,165.1
2015-02-25,161.65
2015-02-26,161.05
2015-02-27,165.75
2015-02-28,163.9
2015-03-02,175.55
2015-03-03,184.1
2015-03-04,182.4
2015-03-05,187.45
2015-03-09,188.2
2015-03-10,191.55
2015-03-11,189.0
2015-03-12,185.9
2015-03-13,179.4
2015-03-16,171.8
2015-03-17,175.55
2015-03-18,201.85
2015-03-19,195.9
2015-03-20,182.15
2015-03-23,180.8
2015-03-24,176.4
2015-03-25,178.65
2015-03-26,174.85
2015-03-27,175.85
2015-03-30,187.15
2015-03-31,183.65
2015-04-01,187.95
2015-04-06,192.35
2015-04-07,204.25
2015-04-08,214.65
2015-04-09,216.7
2015-04-10,221.0
2015-04-13,215.1
2015-04-15,215.4
2015-04-16,213.15
2015-04-17,212.05
2015-04-20,198.3
2015-04-21,197.5
2015-04-22,199.2
2015-04-23,200.65
2015-04-24,191.0
2015-04-27,192.2
2015-04-28,189.6
2015-04-29,191.4
2015-04-30,190.95
2015-05-04,189.85
2015-05-05,188.95
2015-05-06,179.3
2015-05-07,172.45
2015-05-08,179.2
2015-05-11,179.6
2015-05-12,174.0
2015-05-13,176.3
2015-05-14,182.0
2015-05-15,180.9
2015-05-18,182.75
2015-05-19,185.5
2015-05-20,186.25
2015-05-21,188.7
2015-05-22,186.1
2015-05-25,185.45
2015-05-26,187.35
2015-05-27,184.55
2015-05-28,185.35
2015-05-29,185.0
2015-06-01,189.15
2015-06-02,195.05
2015-06-03,190.25
2015-06-04,190.05
2015-06-05,190.0
2015-06-08,193.0
2015-06-09,191.8
2015-06-10,192.8
2015-06-11,190.0
2015-06-12,190.0
2015-06-15,195.55
2015-06-16,192.25
2015-06-17,196.9
2015-06-18,199.4
2015-06-19,199.25
2015-06-22,206.2
2015-06-23,215.6
2015-06-24,207.65
2015-06-25,213.0
2015-06-26,216.5
2015-06-29,214.05
2015-06-30,226.25
2015-07-01,224.3
2015-07-02,220.4
2015-07-03,223.5
2015-07-06,223.9
2015-07-07,226.55
2015-07-08,226.65
2015-07-09,246.9
2015-07-10,248.7
2015-07-13,264.95
2015-07-14,254.3
2015-07-15,251.6
2015-07-16,257.65
2015-07-17,256.9
2015-07-20,256.8
2015-07-21,247.55
2015-07-22,261.45
2015-07-23,261.3
2015-07-24,275.45
2015-07-27,266.25
2015-07-28,257.45
2015-07-29,265.6
2015-07-30,265.8
2015-07-31,267.6
2015-08-03,266.25
2015-08-04,268.25
2015-08-05,279.65
2015-08-06,271.9
2015-08-07,266.25
2015-08-10,265.25
2015-08-11,265.4
2015-08-12,258.2
2015-08-13,250.45
2015-08-14,251.1
2015-08-17,254.35
2015-08-18,250.0
2015-08-19,248.25
2015-08-20,248.25
2015-08-21,247.0
2015-08-24,207.6
2015-08-25,200.35
2015-08-26,199.6
2015-08-27,214.6
2015-08-28,213.1
2015-08-31,214.95
2015-09-01,202.2
2015-09-02,199.3
2015-09-03,206.3
2015-09-04,195.05
2015-09-07,178.5
2015-09-08,185.6
2015-09-09,194.95
2015-09-10,199.5
2015-09-11,205.45
2015-09-14,205.85
2015-09-15,199.0
2015-09-16,227.6
2015-09-18,215.95
2015-09-21,226.3
2015-09-22,219.2
2015-09-23,218.55
2015-09-24,215.8
2015-09-28,208.25
2015-09-29,216.2
2015-09-30,210.0
2015-10-01,214.55
2015-10-05,221.15
2015-10-06,220.85
2015-10-07,222.5
2015-10-08,221.05
2015-10-09,216.65
2015-10-12,214.15
2015-10-13,218.6
2015-10-14,223.35
2015-10-15,226.35
2015-10-16,231.0
2015-10-19,238.95
2015-10-20,234.35
2015-10-21,234.6
2015-10-23,233.6
2015-10-26,238.7
2015-10-27,239.05
2015-10-28,242.45
2015-10-29,237.9
2015-10-30,231.45
2015-11-02,239.5
2015-11-03,237.1
2015-11-04,235.85
2015-11-05,230.15
2015-11-06,229.45
2015-11-09,228.05
2015-11-10,221.25
2015-11-11,230.0
2015-11-13,230.65
2015-11-16,226.5
2015-11-17,223.4
2015-11-18,220.25
2015-11-19,227.4
2015-11-20,240.5
2015-11-23,240.55
2015-11-24,254.05
2015-11-26,258.6
2015-11-27,257.7
2015-11-30,253.9
2015-12-01,259.55
2015-12-02,256.8
2015-12-03,251.95
2015-12-04,252.95
2015-12-07,250.0
2015-12-08,245.7
2015-12-09,236.05
2015-12-10,243.3
2015-12-11,234.0
2015-12-14,234.95
2015-12-15,236.35
2015-12-16,236.55
2015-12-17,240.65
2015-12-18,240.35
2015-12-21,242.4
2015-12-22,241.55
2015-12-23,242.3
2015-12-24,242.1
2015-12-28,250.5
2015-12-29,251.05
2015-12-30,248.45
2015-12-31,250.1
